num_episodes,ep_rew_mean,total timesteps,total_time,value_loss,policy_gradient_loss,entropy_loss,total_loss
960,-20.68862658,48128,33.851553440093994,0.016449503469630145,-0.0014334774007890693,-0.2416891111060977,0.015016026068841073
980,-19.58376894,49152,34.56082224845886,0.01072544086491689,0.0008440165180203226,-0.21443149540573359,0.011569457382937213
1000,-19.578102880000003,50176,35.28719973564148,0.011881137193995528,-0.0007838527372823151,-0.1962297623977065,0.011097284456713213
1024,-19.07212568,51200,36.03877544403076,0.01027142823295435,0.0019847356507605557,-0.18071539420634508,0.012256163883714904
1044,-18.76248102,52224,36.76148557662964,0.019852860481478274,0.0025994098701558523,-0.1673234337940812,0.022452270351634128
1064,-18.659142299999996,53248,37.45840573310852,0.013888854402466677,0.0005929220445895218,-0.15296490583568811,0.0144817764470562
1084,-18.790121279999997,54272,38.161388874053955,0.020379306501126848,0.0027824254193915053,-0.13979896530508995,0.023161731920518354
1104,-18.44640908,55296,38.87959146499634,0.010909576296398882,0.0023181553854381013,-0.1228019017726183,0.013227731681836982
1124,-17.71243512,56320,39.62347960472107,0.01397598214680329,0.0032556142085999346,-0.10451333038508892,0.017231596355403226
1144,-16.998177780000002,57344,40.281551361083984,0.014855639696179423,-0.0010394146232077252,-0.08699772879481316,0.013816225072971698
1164,-17.024698899999997,58368,41.021864891052246,0.012899886845843866,0.0016695974419968097,-0.07121263165026903,0.014569484287840676
1184,-17.13729068,59392,41.732158184051514,0.012048698779835831,-0.0016329296051333206,-0.052850586362183094,0.010415769174702511
1208,-16.5756427,60416,42.434691429138184,0.014111454816884361,0.002418140595893664,-0.037506562657654285,0.016529595412778025
1228,-16.05312436,61440,43.13707447052002,0.013761143367446493,-0.00015767726927513155,-0.021557673811912537,0.013603466098171361
1248,-15.9812796,62464,43.88188433647156,0.013904196603107266,0.008551936405520098,-0.005511093884706497,0.022456133008627366
1268,-15.59766444,63488,44.63806986808777,0.013188033786718734,0.0012948518496436203,0.0036898264661431313,0.014482885636362354
1288,-15.333041139999999,64512,45.36744236946106,0.012165234700660221,-0.0004439486743687954,0.015774310566484928,0.011721286026291428
1308,-15.235218119999999,65536,46.23163652420044,0.01554836638388224,-0.003878406460246682,0.033404079265892506,0.011669959923635558
1328,-15.255283560000002,66560,47.060388803482056,0.008929759242164437,0.0017324284409243305,0.046893092803657055,0.010662187683088768
1348,-15.19759534,67584,47.7900493144989,0.01516187220113352,0.006569699627530763,0.06232233718037605,0.02173157182866428
1372,-13.95941524,68608,48.49498414993286,0.013581099134171382,0.007526822192265121,0.07470574043691158,0.021107921326436505
1392,-13.607838720000002,69632,49.22646999359131,0.01650929513562005,0.004356715896448326,0.08953846152871847,0.020866011032068376
1412,-13.036201300000002,70656,49.98378586769104,0.013832322874804959,0.01199356239011674,0.10381013993173838,0.025825885264921702
1432,-13.326664900000003,71680,50.6824095249176,0.01753441868640948,0.013243278646461827,0.12192704249173403,0.030777697332871303
1452,-14.05257044,72704,51.43183732032776,0.0141777952449047,0.007801588458289056,0.129116116091609,0.021979383703193755
1472,-14.587525480000002,73728,52.17135548591614,0.012808576568204444,0.00565782416129002,0.12930781580507755,0.018466400729494466
1492,-14.267201720000001,74752,52.94347023963928,0.009075416666746605,-0.002663199132311667,0.13309358060359955,0.006412217534434938
1512,-14.22773792,75776,53.6879301071167,0.02184967875655275,0.009894139819379602,0.1446716021746397,0.03174381857593235
1536,-13.59130932,76800,54.44901156425476,0.020446524722501636,0.006030569210718452,0.14446257520467043,0.026477093933220088
1556,-13.669367740000002,77824,55.1983163356781,0.023339456383837387,0.0032046593095850016,0.14133101794868708,0.02654411569342239
1576,-13.50357078,78848,55.920849084854126,0.011751619997085072,0.002141672536891125,0.14450726937502623,0.013893292533976198
1596,-13.754643240000002,79872,56.639405727386475,0.01053579452127451,0.002969878104907581,0.1492097545415163,0.013505672626182092
1616,-14.109875660000002,80896,57.34414505958557,0.009249204922525678,0.0102262210544775,0.14607055857777596,0.019475425977003174
1636,-14.399899820000003,81920,58.13917851448059,0.010092635428009089,0.003906383373745263,0.14900030102580786,0.013999018801754352
1656,-14.27971034,82944,58.79938220977783,0.012380181229673326,0.005407152782074308,0.15180112794041634,0.017787334011747633
1676,-14.1596252,83968,59.49801802635193,0.009336701361462474,0.002016441682936427,0.15449724067002535,0.011353143044398903
