num_episodes,total timesteps,total_time,ep_rew_mean,total_loss,value_loss,policy_gradient_loss,entropy_loss
2824,141312,101.98973417282104,-9.52623234,0.005957485983891886,0.005174157828150783,0.0007833281557411021,0.5955959530547261
2844,142336,102.64002895355225,-9.875242640000002,0.005892620479485296,0.004991633675672347,0.0009009868038129499,0.6080187670886517
2864,143360,103.51831698417664,-9.438857939999998,0.013988150459776617,0.006535669606819283,0.007452480852957334,0.6216783160343766
2884,144384,104.5751588344574,-10.395728259999998,0.011454259042746197,0.007374287044513039,0.0040799719982331575,0.6267373412847519
2908,145408,105.53540420532227,-10.120770279999999,0.012730111905636252,0.005708130262064515,0.007021981643571737,0.6268464019522071
2928,146432,106.50262832641602,-9.771901739999999,0.01455088165389002,0.009033253154484555,0.005517628499405464,0.6368053648620844
2948,147456,107.49021244049072,-10.13890762,0.01022129805337419,0.007512279866205063,0.0027090181871691297,0.6406556377187371
2968,148480,108.47671866416931,-10.923488920000002,0.015161998781489135,0.007061722997605102,0.008100275783884033,0.6464642565697432
2988,149504,109.41624879837036,-10.3699323,0.00758230208680416,0.007145963263610611,0.0004363388231935479,0.6568466704338789
3008,150528,110.4624662399292,-10.202917659999999,0.0066401797993857915,0.0063153896589938086,0.00032479014039198334,0.655816393904388
3028,151552,111.465975522995,-9.836809440000001,0.031834251980719985,0.006867641182907391,0.024966610797812594,0.6540060760453343
3048,152576,112.2505362033844,-10.06326364,0.012996727683398095,0.009153729894023854,0.003842997789374241,0.6653384855017066
3072,153600,112.98947215080261,-9.60255648,0.012081025237701732,0.007121872014977271,0.0049591532227244595,0.6769533045589924
3092,154624,113.73570227622986,-9.71316882,0.010746809096667009,0.008559345766116166,0.0021874633305508425,0.6840474391356111
3112,155648,114.43924808502197,-10.43008558,0.014220161708909683,0.007057949704176281,0.007162212004733402,0.6786826439201832
3132,156672,115.27947330474854,-11.230076500000001,0.007512870526134408,0.00608904493128648,0.0014238255948479284,0.682348913513124
3152,157696,116.05042028427124,-11.166708039999998,0.019969297213929083,0.014569159917300567,0.0054001372966285145,0.6895785443484783
3172,158720,116.78322672843933,-10.700611799999999,0.01425305413219828,0.012097950850147754,0.002155103282050527,0.6852705180644989
3192,159744,117.45386815071106,-10.618898,0.013398010549036454,0.010555936438322533,0.0028420741107139215,0.6918934416025877
3212,160768,118.21817207336426,-10.616681540000002,0.014303054364530308,0.010692848380131181,0.0036102059843991256,0.6978516075760126
3232,161792,119.26008439064026,-10.42929764,0.016678694443239404,0.011389054878236493,0.0052896395650029095,0.7008254025131464
