total_time,num_episodes,total timesteps,ep_rew_mean,value_loss,entropy_loss,total_loss,policy_gradient_loss
0.5549366474151611,20,1024,-139.95841314999998,,,,
1.507833480834961,40,2048,-131.428774225,0.5446850133594126,-1.406020648777485,0.541988714266981,-0.0026962990924315057
2.4347739219665527,60,3072,-124.81574366000001,0.10027425177395344,-1.3757903203368187,0.0923151146260338,-0.007959137147919636
3.366422414779663,80,4096,-113.45678038,0.088850611820817,-1.3389537408947945,0.0849829738234574,-0.0038676379973595827
4.277770757675171,100,5120,-104.74533198,0.05343099543824792,-1.2997651509940624,0.04808580466341229,-0.005345190774835621
5.176895380020142,120,6144,-95.07387792000002,0.09283863409655169,-1.2545286156237125,0.08891497967632872,-0.003923654420222971
6.035094738006592,140,7168,-86.16421534,0.047437789442483336,-1.2172177322208881,0.044730962143103625,-0.0027068272993797144
6.954360246658325,160,8192,-80.72706227999998,0.04351784984464757,-1.184945285320282,0.04118213371936329,-0.0023357161252842876
7.898309230804443,184,9216,-75.21906840000001,0.03255788204842247,-1.141804626211524,0.027422385783189868,-0.005135496265232601
8.722007513046265,204,10240,-70.57439944,0.032771513593615964,-1.0971128605306149,0.027595975961735988,-0.005175537631879977
9.65577483177185,224,11264,-67.62313452,0.025313761114375666,-1.0572502482682467,0.020100795064225664,-0.005212966050150003
10.558117389678955,244,12288,-62.637394799999996,0.02836389167350717,-1.024777015671134,0.029127711044084542,0.0007638193705773733
11.513069868087769,264,13312,-57.806337219999996,0.03111644904129207,-0.9944884981960058,0.03368897230005337,0.0025725232587612947
12.41210412979126,284,14336,-54.97697349999999,0.03001349698752165,-0.9590111123397946,0.028223691700268824,-0.0017898052872528261
13.346811532974243,304,15360,-54.330246540000005,0.02415205213765148,-0.9260199274867773,0.024272586159326814,0.00012053402167533584
14.31854796409607,324,16384,-51.030516339999984,0.024981743685202673,-0.8941382551565766,0.02382600444262399,-0.0011557392425786816
15.218128204345703,348,17408,-48.95194520000001,0.024643842203659005,-0.8633352732285857,0.025208429090475208,0.0005645868868162035
16.081544399261475,368,18432,-46.95972028000001,0.02287813401198946,-0.8268976071849465,0.02545546438153359,0.002577330369544128
16.969636917114258,388,19456,-46.03672514000001,0.01698933047009632,-0.7877992959693074,0.013452441356562456,-0.0035368891135338664
17.853689908981323,408,20480,-43.426912279999996,0.025218273600330576,-0.7510699471458793,0.02520240890210626,-1.586469822431819e-05
18.728272438049316,428,21504,-43.07246896000001,0.0247322769719176,-0.7232141206040978,0.024854849187697092,0.00012257221577949122
19.680113792419434,448,22528,-41.463532380000004,0.019785485579632223,-0.6944434233009815,0.018634700806966286,-0.0011507847726659362
20.647515058517456,468,23552,-39.41265544,0.018871989770559594,-0.6638940488919616,0.017408387329135994,-0.0014636024414236002
21.564582347869873,488,24576,-35.96130128,0.016340915084583685,-0.6336080832406878,0.013852256973490063,-0.0024886581110936216
22.513890743255615,512,25600,-35.715140039999994,0.014239218842703849,-0.6111689647659659,0.011989610534164136,-0.002249608308539712
23.42191505432129,532,26624,-33.68564096,0.018507533794036135,-0.5897709224373102,0.017194944583152856,-0.0013125892108832764
24.31037449836731,552,27648,-31.978718519999997,0.01272298894036794,-0.5773319974541664,0.014372897790927298,0.0016499088505593559
25.234043836593628,572,28672,-31.163997700000003,0.024775605750619434,-0.562212523072958,0.023823373127793642,-0.000952232622825793
26.052783012390137,592,29696,-30.891327920000002,0.018880032017477788,-0.5398268587887287,0.023559020414378753,0.004678988396900962
26.97701930999756,612,30720,-29.62893588,0.012951557197084185,-0.5091472859494388,0.02099511089036437,0.008043553693280189
27.9051456451416,632,31744,-28.49083462,0.015796655425219797,-0.48636112408712506,0.021091357324022703,0.005294701898802907
28.830044746398926,652,32768,-27.99960006,0.02055995017872192,-0.4727308456785977,0.02207226926298053,0.0015123190842586153
29.788296461105347,672,33792,-27.463928059999997,0.012535007990663871,-0.45495741767808795,0.012433395566097225,-0.00010161242456664654
30.64309787750244,696,34816,-26.4503224,0.02232422739325557,-0.4360009729862213,0.01910757107270588,-0.00321665632054969
31.601378679275513,716,35840,-25.832443700000002,0.02067318388435524,-0.42211542231962085,0.023512924902308784,0.0028397410179535447
32.52050590515137,736,36864,-25.97862382,0.020490182054345496,-0.4119485882110894,0.02303113416546523,0.002540952111119734
33.4043824672699,756,37888,-25.38205152,0.012289262202102691,-0.39324241783469915,0.014577683151719537,0.0022884209496168467
34.32941222190857,776,38912,-25.84974132,0.01747133635217324,-0.3767020865343511,0.018018550482051813,0.0005472141298785757
35.20054221153259,796,39936,-25.634509019999996,0.015371454166597687,-0.3588870302774012,0.019293119491313727,0.0039216653247160435
36.11593985557556,816,40960,-23.590150559999998,0.01652915465820115,-0.33728367323055863,0.017266086048956422,0.0007369313907552696
37.019490003585815,836,41984,-22.381524560000003,0.014156425080727786,-0.3220532163977623,0.01394538704752252,-0.0002110380332052647
37.913281202316284,860,43008,-21.77092008,0.013295046053826809,-0.30232536885887384,0.014535232213901954,0.0012401861600751442
38.736448764801025,880,44032,-21.88920192,0.014240161966881715,-0.284004426561296,0.012295445472037305,-0.0019447164948444094
39.68204474449158,900,45056,-21.71628052,0.012023233612126205,-0.2644539624452591,0.016739029541322673,0.004715795929196466
40.63458013534546,920,46080,-21.625520719999994,0.014556496607838199,-0.24732549954205751,0.023210332379746113,0.008653835771907915
41.59950637817383,940,47104,-20.6760358,0.011666874896036461,-0.23138289991766214,0.009989650428585753,-0.0016772244674507102
42.57513952255249,960,48128,-20.30201348,0.013544358211220242,-0.21871816273778677,0.01411957366676769,0.0005752154555474469
