num_episodes,total timesteps,total_time,ep_rew_mean,total_loss,entropy_loss,value_loss,policy_gradient_loss
2001,55296,40.64974308013916,383.94,1.6922572406329426,-0.46431561978533864,1.6918983173090965,0.0003589233238463213
2001,56320,41.338250160217285,383.94,5.3431924558332415,-0.4606271283701062,5.341978959739208,0.001213496094033525
2001,57344,42.070895195007324,383.94,0.16831214333396538,-0.4529388318769634,0.166023759287782,0.002288384046183375
2002,58368,42.792433977127075,402.32,0.1136689984662891,-0.44456086587160826,0.1129986874293536,0.0006703110369355063
2005,59392,43.51619863510132,457.04,1.950569176860749,-0.44343581749126315,1.9520329139195383,-0.0014637370587893745
2005,60416,44.25942897796631,457.04,5.963271135437228,-0.44470463786274195,5.961221652105451,0.002049483331777748
2005,61440,44.97194504737854,457.04,0.07765637358573046,-0.4400157160125673,0.07963835605187342,-0.001981982466142958
2007,62464,45.65888214111328,485.04,0.04458871584401976,-0.41217279992997646,0.04807792429346591,-0.0034892084494461554
2009,63488,46.381505489349365,520.5,4.4142691603691935,-0.38465426303446293,4.416608111001551,-0.002338950632357638
2009,64512,47.15545630455017,520.5,4.294364478277265,-0.3580084927380085,4.294197542127222,0.00016693615004276328
2009,65536,47.846885204315186,520.5,0.10403762676441983,-0.34845843724906445,0.10324368171859533,0.0007939450458244903
2011,66560,48.54948687553406,556.86,0.07766877250294318,-0.33688997849822044,0.08052272256463766,-0.0028539500616944825
2013,67584,49.268086194992065,592.9,4.216875506453036,-0.32287638261914253,4.220400888938457,-0.0035253824854206747
2013,68608,50.04982924461365,592.9,3.4960054356036108,-0.32154061645269394,3.494207584299147,0.0017978513044636345
2013,69632,50.82380294799805,592.9,0.11642492288468667,-0.32706622034311295,0.118067781557329,-0.001642858672642337
2016,70656,51.520607709884644,645.12,0.0794076799200931,-0.3279233071953058,0.0782265123561956,0.0011811675638974904
2017,71680,52.24882388114929,662.6,6.683641485203517,-0.3268708065152168,6.688381660729647,-0.004740175526129278
2017,72704,52.99165081977844,662.6,0.6801805129459448,-0.32165950164198875,0.6747852931148373,0.005395219831107618
2017,73728,53.64894652366638,662.6,0.03848152003956562,-0.2971688937395811,0.03807317744940519,0.00040834259016042673
2021,74752,54.347126483917236,730.68,0.019046177599510807,-0.28296004235744476,0.020754367287736386,-0.001708189688225579
2021,75776,55.09456539154053,730.68,8.041631973265144,-0.28262632712721825,8.035955231636763,0.005676741628380196
2021,76800,55.77159237861633,730.68,0.023234357830863347,-0.2917794771492481,0.022834410003270023,0.0003999478275933256
2022,77824,56.525930404663086,746.58,0.01717370518644573,-0.294924458488822,0.019314190270961262,-0.0021404850845155336
2025,78848,57.2386360168457,795.6,2.3224802231411044,-0.27165969274938107,2.3126066750846803,0.009873548056424552
2025,79872,57.99592065811157,795.6,6.886143390504198,-0.2686594258993864,6.884804241359234,0.001339149144965252
2025,80896,58.632551431655884,795.6,0.034683216807475076,-0.26601397804915905,0.02723355319176335,0.007449663615711725
2026,81920,59.3463351726532,813.92,0.011821027716531166,-0.2568581588566303,0.008213986238843063,0.003607041477688102
2029,82944,60.06342649459839,861.94,2.3400171748471843,-0.2662957292050123,2.3362519642105326,0.0037652106366521275
2030,83968,60.700080156326294,866.66,7.543073628118197,-0.2771721240133047,7.530275005847216,0.012798622270982062
2037,84992,61.459532737731934,855.86,4.976433612994514,-0.29030281119048595,4.872566486010328,0.10386712698418656
2044,86016,62.14654755592346,760.9,21.945356686674014,-0.3123926389962435,21.808551274240017,0.1368054124339963
2053,87040,62.8685941696167,606.16,15.696851835202462,-0.33861473202705383,15.664112277328968,0.0327395578734931
2059,88064,63.60236144065857,510.3,17.11287332846949,-0.3397552501410246,17.08980157971382,0.023071748755669724
2066,89088,64.30383396148682,388.68,3.634672207728462,-0.3427197951823473,3.6389505676925182,-0.0042783599640559165
2072,90112,65.03320908546448,287.42,9.185374624633727,-0.3433049861341715,9.17985126003623,0.005523364597498013
2077,91136,65.75053477287292,207.46,8.860034132518,-0.3511717692017555,8.834943680092692,0.025090452425307334
2080,92160,66.46315741539001,171.42,5.976061673921925,-0.35603676177561283,5.92340805567801,0.052653618243914575
2084,93184,67.16474556922913,168.4,7.781633695711088,-0.35385381057858467,7.792763311415911,-0.011129615704822765
2090,94208,67.89757108688354,177.82,5.32502251366262,-0.3584893271327019,5.322311503812671,0.002711009849948708
2095,95232,68.63190698623657,180.34,7.322084290862179,-0.3636581785976887,7.3085442669689655,0.013540023893213748
2100,96256,69.41049408912659,184.72,5.7336103036944905,-0.36252861097455025,5.715595368295908,0.018014935398582656
2105,97280,70.13767051696777,193.54,3.337434536292857,-0.36502148397266865,3.3304006811231375,0.007033855169719588
2111,98304,70.83472514152527,194.9,4.247214339825891,-0.3674767278134823,4.239572970196605,0.00764136962928584
2117,99328,71.5527548789978,197.14,3.392413617038953,-0.3600667417049408,3.3915490470826626,0.0008645699562907236
2120,100352,72.28009557723999,199.38,4.631917932697734,-0.36665222607553005,4.62687374651432,0.005044186183413011
2124,101376,72.98167538642883,212.92,1.1946901283634888,-0.3836547527462244,1.1935162954032421,0.0011738329602467472
2128,102400,73.69560146331787,216.5,1.6785160089875921,-0.3845832087099552,1.67527727317065,0.003238735816942009
2131,103424,74.48984217643738,219.66,1.4909877734059687,-0.3848370462656021,1.4868194265291095,0.004168346876859276
2132,104448,75.16641807556152,221.24,1.4635026300591096,-0.3800588585436344,1.4642018899321556,-0.0006992598730459288
2134,105472,75.8288094997406,233.7,0.6896400327883483,-0.3790206257253885,0.6951517146080732,-0.005511681819724896
2137,106496,76.57720518112183,242.52,1.6380520686440083,-0.368598697707057,1.6420572800561786,-0.004005211412170539
2138,107520,77.33466577529907,254.86,1.6778855301309865,-0.3692595846951008,1.6791622247546911,-0.0012766946237044404
2138,108544,77.99772381782532,254.86,2.125111521215367,-0.37255184166133404,2.1254272805526853,-0.00031575933731846936
2138,109568,78.72600746154785,254.86,0.1369377561543345,-0.3670245576649904,0.1401879305485636,-0.0032501743942290684
2141,110592,79.43315625190735,306.14,0.18942957271128819,-0.3609746918082237,0.19383450166787952,-0.0044049289565913545
2142,111616,80.21622157096863,321.86,4.478553256423227,-0.36959054693579674,4.4736184841021895,0.004934772321037834
2142,112640,80.92381715774536,321.86,1.5443415615929492,-0.3900500163435936,1.5468166719656438,-0.0024751103726947023
2142,113664,81.64209222793579,321.86,0.141764641300757,-0.3923180587589741,0.1397257288917899,0.002038912408967093
2145,114688,82.36497139930725,371.92,0.07566281246350037,-0.38163909688591957,0.07598168338881806,-0.00031887092531767845
