num_episodes,total_time,ep_rew_mean,total timesteps,total_loss,value_loss,entropy_loss,policy_gradient_loss
73,0.7058975696563721,14.54,1024,,,,
131,1.7642927169799805,18.1,2048,3.5295770034513874,3.5415012650191784,-1.4059422817081213,-0.011924261567790893
187,2.6598353385925293,17.94,3072,2.4655510936466616,2.4684394262731075,-1.3780269995331764,-0.0028883326264459324
231,3.4451963901519775,22.36,4096,1.5061505248567923,1.517389865592122,-1.347444873303175,-0.011239340735329817
266,4.243051290512085,26.4,5120,1.4752961584995488,1.4789457879960537,-1.314889632165432,-0.0036496294965048586
289,5.118420124053955,33.34,6144,1.4678265354690911,1.4754169816151261,-1.2888090908527374,-0.007590446146035058
313,5.8702232837677,41.7,7168,1.3127435785344994,1.31465916428715,-1.2665747571736574,-0.0019155857526504862
334,6.653634309768677,45.98,8192,1.2670197179168894,1.2668745703995228,-1.24399895966053,0.00014514751736650617
356,7.438657760620117,44.94,9216,1.0047842726609384,0.9989037299528718,-1.2247687876224518,0.0058805427080665905
374,8.216087579727173,49.0,10240,1.0916283439459677,1.0947924749925733,-1.1986315734684467,-0.003164131046605478
390,9.01489806175232,57.66,11264,0.9085962469147466,0.9106225878931582,-1.1724789030849934,-0.0020263409784115572
403,9.80491018295288,64.3,12288,0.8382062229603603,0.8440504688769579,-1.1623394340276718,-0.005844245916597631
416,10.577807188034058,68.94,13312,1.6276876047090036,1.6356316795572639,-1.1414045374840498,-0.007944074848260107
428,11.356333017349243,77.08,14336,1.1260301341827823,1.1308569004759192,-1.1203543040901423,-0.004826766293136829
437,12.229627132415771,82.88,15360,1.760817947595203,1.7617759238928556,-1.0995128341019154,-0.0009579762976524859
443,12.956844091415405,91.52,16384,1.5603669873876695,1.5632832702249289,-1.085685333237052,-0.0029162828372591015
449,13.783435821533203,102.9,17408,1.4310857184951564,1.435203243046999,-1.0743923112750053,-0.0041175245518425465
452,14.586169958114624,109.54,18432,1.5363062825502083,1.5390618951059878,-1.0537548623979092,-0.00275561255577944
456,15.415141820907593,125.62,19456,1.581843027392986,1.5865681152790785,-1.0193084497004747,-0.004725087886092518
456,16.215729236602783,125.62,20480,1.5001655401154428,1.5027628149837255,-0.9878942482173443,-0.0025972748682827726
457,17.004091024398804,134.4,21504,0.5825347937902657,0.5878864587284625,-0.9655710551887751,-0.00535166493819671
460,17.862860441207886,172.52,22528,0.9159469372063921,0.9208236476406455,-0.9502192139625549,-0.0048767104342533635
461,18.619210958480835,191.04,23552,2.355423751361082,2.3562321327626705,-0.9439288470894098,-0.0008083814015886657
461,19.36308717727661,191.04,24576,1.0446399918685105,1.0449279341846704,-0.9449726631864905,-0.0002879423161598844
462,20.174954414367676,210.82,25600,0.24081809394985787,0.24417966650798917,-0.9354805713519454,-0.0033615725581313247
464,20.967906951904297,247.64,26624,1.1962291987136249,1.19765690038912,-0.9228436769917607,-0.0014277016754951875
465,21.739062309265137,263.12,27648,2.036801661675506,2.039906345307827,-0.9283058978617191,-0.0031046836323208923
467,22.56212091445923,274.58,28672,1.1063800685402407,1.1119827723596245,-0.919180023483932,-0.005602703819383622
468,23.437721967697144,291.9,29696,1.5387978243011737,1.5374283455312252,-0.8865965669974685,0.0013694787699484144
469,24.44511389732361,310.3,30720,1.5309497599919877,1.5302015419583768,-0.8582449834793806,0.0007482180336108543
470,25.411884307861328,327.94,31744,1.4290779946818624,1.430375442141667,-0.8580838590860367,-0.0012974474598045852
471,26.312519788742065,347.28,32768,1.4747158624131833,1.4767203135415912,-0.8625940820202231,-0.002004451128407829
472,27.169338703155518,365.18,33792,1.5848192442646574,1.5813608691096306,-0.847492041066289,0.003458375155026705
474,28.027893781661987,395.88,34816,1.6629479847516473,1.6617926348699257,-0.8446899512782693,0.001155349881721522
474,28.824296712875366,395.88,35840,3.17011073048661,3.1682939562015235,-0.849367905408144,0.0018167742850864156
477,29.64785933494568,429.26,36864,0.1188360936073476,0.12291111401282251,-0.8563844123855233,-0.004075020405474907
478,30.44787907600403,446.5,37888,4.777991374512165,4.77864280808717,-0.8660925580188632,-0.0006514335750054383
479,31.365428924560547,455.34,38912,1.8121463270692901,1.8072545491158962,-0.8524035112932324,0.004891777953394036
479,32.400925397872925,455.34,39936,1.9144827900367207,1.916967950295657,-0.8389550317078829,-0.002485160258936076
481,33.482969760894775,490.86,40960,0.10512662581814641,0.11016050539910793,-0.8389182090759277,-0.005033879580961517
482,34.51429581642151,507.56,41984,3.932172292813069,3.930395683972165,-0.8387917084619403,0.0017766088409040177
483,35.60466194152832,525.52,43008,2.1798875277899983,2.1828520513372496,-0.8363484600558877,-0.0029645235472510884
483,36.45835471153259,525.52,44032,2.118532651704794,2.11653965129517,-0.8341660657897592,0.0019930004096240118
485,37.39936876296997,562.22,45056,0.04692830661846294,0.04572400343022309,-0.818323097191751,0.0012043031882398418
486,38.266125202178955,580.84,46080,4.308370346805881,4.309332805685699,-0.800120173022151,-0.0009624588798181774
487,39.088133811950684,598.82,47104,2.2345275997413845,2.230786520987749,-0.7960398094728589,0.0037410787536355707
487,39.88611173629761,598.82,48128,0.9160394072980385,0.9169374330667779,-0.7900043316185474,-0.0008980257687394595
489,40.71949243545532,635.88,49152,0.0653676304857929,0.056331743544433266,-0.7884824043139815,0.009035886941359634
491,41.559170961380005,666.74,50176,5.204414427039618,5.200314582325518,-0.7760203629732132,0.0040998447140990655
491,42.36250400543213,666.74,51200,4.545654428410121,4.548124073073268,-0.7625076379626989,-0.002469644663146679
492,43.18287181854248,681.04,52224,0.05142341156711923,0.05748765676980838,-0.7593997567892075,-0.006064245202689148
494,44.03082251548767,713.32,53248,2.6697558457409225,2.668820876337122,-0.7478661295026541,0.0009349694038002859
495,44.85975122451782,730.44,54272,5.085461206059534,5.085576839279383,-0.725976143963635,-0.0001156332198488986
495,45.80847477912903,730.44,55296,2.728499490032591,2.728248688392341,-0.7201628470793366,0.00025080164025000106
496,46.69988775253296,748.86,56320,0.029872100893651637,0.03419364744331688,-0.7234468692913651,-0.0043215465496652394
498,47.46034646034241,783.86,57344,2.9347413577620074,2.9336549926083535,-0.732411190867424,0.0010863651536541065
499,48.33518934249878,795.48,58368,5.596758230598986,5.595581041881815,-0.7433721302077174,0.0011771887171709093
499,49.46463084220886,795.48,59392,2.914317269169076,2.9174970695748925,-0.7558669149875641,-0.003179800405816444
500,50.349430322647095,806.04,60416,0.054080140884842226,0.05471081845462322,-0.7691486114636064,-0.000630677569780994
504,51.14205574989319,852.02,61440,2.939725602162005,2.9335405869642273,-0.7760756621137261,0.006185015197777308
504,51.90799856185913,852.02,62464,10.863262674730603,10.862172711640596,-0.7530651399865746,0.0010899630900071532
504,52.68921709060669,852.02,63488,0.0788190539011876,0.0817850818275474,-0.7304706079885364,-0.002966027926359815
505,53.508803367614746,863.2,64512,0.04467759571976364,0.04357324430020526,-0.7272135494276881,0.0011043514195583789
508,54.33988904953003,891.86,65536,2.9508085105374318,2.9468793496489525,-0.7319441130384803,0.003929160888479332
510,55.132351875305176,878.08,66560,8.634782602565544,8.631654292345047,-0.7404309893026948,0.0031283102204969285
515,55.93119168281555,822.42,67584,5.512983525086244,5.51215776335448,-0.7338448707014322,0.0008257617317636781
520,56.83987522125244,758.6,68608,12.365771291581408,12.362808354198933,-0.7260887240990996,0.0029629373824742147
523,57.648786783218384,721.94,69632,9.348209727531163,9.347181625664234,-0.7265902142971754,0.0010281018669287272
524,58.489501953125,704.2,70656,5.292990529136947,5.293972043320537,-0.7274893466383219,-0.0009815141835895526
527,59.27250647544861,691.42,71680,2.0474609767800938,2.0511071598157287,-0.7308095712214708,-0.0036461830356351067
530,60.142250061035156,677.28,72704,5.295919633750521,5.3052610252052546,-0.7319641467183828,-0.0093413914547331
531,60.99913501739502,664.78,73728,6.786071306219053,6.78539365530014,-0.7343177404254675,0.0006776509189129916
532,61.99669051170349,646.86,74752,1.8284077975117956,1.834240167401731,-0.7349965125322342,-0.005832369889935457
533,62.84677171707153,646.86,75776,1.1533066889231396,1.1585869966074824,-0.728164678439498,-0.005280307684342686
535,63.74576234817505,646.86,76800,3.0313455058417107,3.0297741726972163,-0.7293902887031436,0.0015713331444943699
536,64.66272377967834,646.86,77824,5.704907614588892,5.705120907630771,-0.7276523606851697,-0.00021329304187885025
536,65.49507212638855,646.86,78848,3.0847710066045755,3.0859820659970865,-0.7319172965362668,-0.0012110593925110168
537,66.2732765674591,646.86,79872,0.05708960120380495,0.06036500778282061,-0.7411897256970406,-0.0032754065790156625
539,67.25251269340515,646.86,80896,2.804550489470137,2.804111966630444,-0.7405545702204108,0.0004385228396933877
