iteration,reward,novelty,n_koeff,total_time
145,-22.250621051602607,4.305875733077358,0.05,41.15968942642212
146,-21.948364931057334,4.1729788080508445,0.0,41.43829393386841
147,-21.58477239371813,6.560436257739627,0.05,41.692198753356934
148,-21.328969533397235,3.8771178597044837,0.1,41.9772834777832
149,-21.478333100441038,7.076830874242691,0.15000000000000002,42.26239085197449
150,-21.392591009850236,3.914398381118413,0.10000000000000002,42.52537393569946
151,-21.37874240851914,4.33785578492643,0.05000000000000002,42.841798067092896
152,-21.551039877507936,5.490047014870708,0.10000000000000002,43.11129355430603
153,-21.737230043678384,3.331737605287907,0.05000000000000002,43.427613973617554
154,-22.0121210189391,6.552275280618216,0.10000000000000002,43.69715189933777
155,-22.067185701690168,2.918696553534366,0.05000000000000002,43.98226809501648
156,-22.00636403098066,3.509356581899179,1.3877787807814457e-17,44.229589223861694
157,-21.985127792317112,3.0688667261020686,0.05000000000000002,44.51470446586609
158,-22.155786703385065,3.702419754453361,1.3877787807814457e-17,44.79989266395569
159,-22.263821888333638,3.1970128712188157,0.0,45.06934714317322
160,-22.698743777806744,5.878984727819706,0.0,45.33233833312988
161,-22.858147556223138,3.2880595865952,0.0,45.60196805000305
162,-23.03144107302388,5.044753852526228,0.0,45.887089014053345
163,-22.970366461765167,2.3982361932334366,0.0,46.17218780517578
164,-22.862822951108292,5.2740553117657045,0.0,46.47298192977905
165,-22.841055036445894,3.0199106784156067,0.0,46.736005783081055
166,-22.598326978425288,2.911395224410932,0.0,47.021085262298584
167,-22.641044766137856,5.038690149014109,0.05,47.3374400138855
168,-22.44509716393799,3.2382764734271747,0.1,47.63816714286804
169,-22.431118802729134,4.218773018201042,0.05,47.923304080963135
170,-22.518958234675456,2.9680467669917032,0.0,48.17716455459595
171,-22.398724267780377,2.5216658931063787,0.05,48.455766677856445
172,-22.540432498716395,3.059329761050538,0.1,48.725261211395264
173,-22.554850112350614,3.3279628035516144,0.05,49.010377645492554
174,-22.547579088319623,3.1234164757145755,0.0,49.31112360954285
175,-22.519222312922455,2.386455720902268,0.0,49.58061146736145
176,-22.540731133777612,5.569764414480452,0.05,49.87483596801758
177,-22.528133511064734,2.147099580783342,0.1,50.17567491531372
178,-22.70243185891016,4.0377401405045505,0.15000000000000002,50.429542541503906
179,-22.764930076944875,3.2867793072986364,0.10000000000000002,50.7146897315979
180,-22.713670549038167,3.40993921780133,0.05000000000000002,50.99980187416077
181,-22.40149056559528,2.777641997457361,1.3877787807814457e-17,51.26277446746826
182,-22.404343341664266,2.2202271889249716,0.05000000000000002,51.57913160324097
183,-22.044611573939797,3.5325064299935915,1.3877787807814457e-17,51.88640522956848
184,-21.997439600786564,1.449956632129304,0.05000000000000002,52.149396657943726
185,-22.40194611603361,3.3242159253774735,0.10000000000000002,52.418896198272705
186,-22.166098963673363,2.136787739337305,0.15000000000000002,52.688413858413696
187,-22.266178744014045,4.424860647172121,0.2,52.9670569896698
188,-22.389827392588167,3.030049969159186,0.15000000000000002,53.25217247009277
189,-22.388590265076616,2.8476356447189604,0.10000000000000002,53.55287408828735
190,-22.953687370953627,2.0803984014639116,0.05000000000000002,53.83799457550049
191,-23.199906442275033,4.1061148105959075,1.3877787807814457e-17,54.10759520530701
192,-23.154042742636552,2.0047221797577417,0.0,54.392667293548584
193,-23.155225833609233,2.1113687108883914,0.0,54.67126822471619
194,-23.676949309138667,2.9264175440729643,0.0,54.940759897232056
195,-23.78203445391367,2.392680547847749,0.0,55.210253953933716
196,-23.839980009530823,3.8367111339747733,0.05,55.48888278007507
197,-24.084229053045163,1.5932832811813162,0.0,55.78961658477783
198,-24.056741527588677,2.3739805960049747,0.0,56.05911040306091
199,-23.9876539463371,2.8308896576860256,0.05,56.344292640686035
200,-24.171458689828928,4.310145621496327,0.0,56.64503598213196
201,-24.24612969579328,2.8765478937896205,0.0,56.9457643032074
202,-23.802157844986056,3.672749038410704,0.0,57.21530103683472
203,-23.868258912867933,3.4031841821419175,0.0,57.5004665851593
204,-23.734548056370304,1.952452887113866,0.0,57.77906775474548
205,-23.672953527943307,3.437147109481028,0.05,58.06417417526245
206,-23.672850620326116,1.7233115596192983,0.0,58.333709716796875
207,-23.679043314887263,2.0051179370240653,0.0,58.618895053863525
208,-23.439223442464606,3.8264878532345783,0.05,58.881839990615845
209,-23.394821323614607,1.671949158809696,0.0,59.166953802108765
210,-23.22777906117079,1.6650727567607755,0.05,59.45206260681152
211,-23.35905444331694,4.392500963193763,0.0,59.72158241271973
212,-23.81723133664152,2.2644675379105017,0.0,60.00671982765198
213,-23.906135460126837,1.5116776029607235,0.0,60.269737243652344
214,-23.959594555400994,4.2708179992308315,0.05,60.55485391616821
215,-23.97824757246323,3.2383708370197066,0.0,60.85566449165344
216,-23.95036148111969,3.789763880512369,0.05,61.14075326919556
217,-23.81889797432395,1.4094032804143786,0.0,61.42585349082947
218,-23.888872988139493,2.31349895498368,0.0,61.71094584465027
219,-24.048548733500297,3.321648292095546,0.0,61.98955249786377
220,-23.919954804446096,1.414375733758763,0.0,62.27467203140259
221,-24.02865780589965,1.9052471829250637,0.0,62.559791803359985
222,-23.86794222853718,1.194197434084639,0.0,62.844900608062744
223,-24.297524094703018,4.250197259309791,0.0,63.17692542076111
224,-24.20070341312204,1.749494342869774,0.05,63.477651834487915
225,-24.256746603864936,2.6073147996065376,0.0,63.76278901100159
226,-24.276655503989588,2.0932344513316625,0.05,64.0479006767273
227,-24.316617175058198,1.5927691237896626,0.0,64.3173828125
228,-24.17799455367483,2.368868497896893,0.0,64.61810421943665
229,-24.185790975404167,3.8342478122188863,0.0,64.8967068195343
230,-24.22679496489215,1.3180405119445873,0.0,65.16631031036377
231,-24.279347503919247,1.52804621042176,0.0,65.45141816139221
232,-23.822924722401012,1.8449022980041052,0.0,65.73657035827637
233,-23.8141809198067,2.039832906647158,0.0,66.03738212585449
234,-23.726066268273545,1.2536880205706205,0.05,66.31593680381775
235,-23.427227739623767,1.9212154966271808,0.0,66.60105037689209
236,-23.361287808184343,2.93879614595175,0.0,66.8706111907959
237,-23.103892280263164,1.1870780788210922,0.05,67.15575695037842
238,-22.80071221388029,3.469650489578501,0.1,67.41872549057007
239,-22.960839727424823,1.6874986994459278,0.05,67.71948647499084
240,-22.476537577490735,3.3816303280998543,0.0,67.9890489578247
241,-22.195151078092,2.5279751568750464,0.05,68.27426385879517
242,-22.278056714502622,2.618661856288976,0.0,68.54377865791321
243,-22.36379206580264,2.2841926041089873,0.0,68.82888555526733
244,-21.835554495409465,3.8996891596825947,0.0,69.12310767173767
245,-21.762994019692464,5.065244820053825,0.0,69.40822052955627
246,-21.803845271103338,2.569805687057612,0.05,69.69335913658142
247,-21.571398153781644,3.456895064818523,0.1,69.99413061141968
248,-21.552525920705808,2.5359114734459225,0.05,70.26363277435303
249,-21.510577378520615,3.928801205099688,0.0,70.54876136779785
250,-21.513918408641203,2.432034464313347,0.0,70.83387494087219
251,-21.519017170419552,4.673111356335932,0.0,71.11251020431519
252,-21.459127270324842,2.066929343515415,0.05,71.38204669952393
253,-21.239382086174817,1.6749904498653765,0.0,71.65153217315674
254,-21.122962287295746,2.6401339984083525,0.05,71.93663811683655
255,-21.274069135757433,2.1498008846609347,0.0,72.19961786270142
256,-21.349611426997914,2.290679090027951,0.0,72.5004894733429
257,-21.33482428107253,2.2135237375021153,0.0,72.76999640464783
258,-21.410167360042337,3.313998283274671,0.0,73.05510306358337
259,-21.601247606218912,2.5695331098396337,0.05,73.33369421958923
260,-21.701082439738,3.5971110653076988,0.0,73.63445949554443
261,-21.394222530194106,2.2863372890828675,0.0,73.94176316261292
262,-20.824881834244128,2.386968964387284,0.05,74.20477533340454
263,-20.919230399285933,1.9717056244729587,0.1,74.50552105903625
264,-20.930710166571025,3.3256123468880507,0.15000000000000002,74.85964035987854
265,-20.916306684697684,2.7159276390851885,0.10000000000000002,75.17604541778564
266,-20.867900743050733,2.588264055894774,0.05000000000000002,75.53931498527527
267,-20.98008370137721,2.2176279321537207,0.10000000000000002,75.86220812797546
268,-20.95014751323396,2.6328106507381097,0.15000000000000002,76.14737486839294
269,-20.96631508834448,2.368354118208544,0.2,76.42609190940857
270,-20.910156674673132,3.079454299397368,0.25,76.71116852760315
271,-21.056386270464063,3.0301289468462143,0.2,76.9962842464447
272,-21.026013076340373,4.444193857078927,0.15000000000000002,77.26577138900757
273,-20.604779339060247,3.363895084124438,0.10000000000000002,77.55090665817261
274,-20.633799407221513,2.019167869199181,0.05000000000000002,77.81388425827026
275,-20.681325202202846,2.1156734490335425,1.3877787807814457e-17,78.09907102584839
276,-20.704650385390277,2.3768896677359326,0.05000000000000002,78.3685245513916
277,-20.43459977067092,3.3724457754571575,1.3877787807814457e-17,78.65362572669983
278,-20.412723697702283,2.0631112356007564,0.0,78.91660809516907
279,-20.462666468692316,1.9481518433209508,0.0,79.20172023773193
280,-20.524716307963985,3.07607479684212,0.05,79.5390043258667
281,-20.432144245644693,2.0656174324908667,0.0,79.87949466705322
282,-20.507409351984883,1.4760896621043873,0.0,80.16814470291138
283,-20.589818787601022,2.189823620353871,0.0,80.45336985588074
284,-20.61964790850342,3.1310246863283764,0.0,80.78535723686218
285,-20.63588752857027,1.8667347006989081,0.0,81.10823559761047
286,-20.73169634275472,2.0688317873161286,0.0,81.3712158203125
287,-20.986861035727273,1.6606557312997077,0.0,81.64071726799011
288,-20.888527817536023,3.2246872268910853,0.0,81.94148397445679
289,-20.887406338248674,1.1079197163021635,0.0,82.21098971366882
290,-20.798240935674173,2.058105602040539,0.0,82.4961564540863
291,-20.81385639272672,1.517544725235095,0.0,82.77475953102112
292,-20.799992789662866,1.3434224861436752,0.05,83.05988240242004
293,-20.73394189291723,1.37232116538967,0.0,83.36061310768127
294,-20.770572791946083,1.1013036066718225,0.0,83.67697286605835
295,-20.743213699887782,1.8955798700521662,0.05,83.97784805297852
296,-20.641954457753705,3.359244747589328,0.0,84.23168659210205
297,-20.823229606140707,1.054267308296565,0.0,84.51680254936218
298,-20.83589531118712,2.709008403025453,0.05,84.79540038108826
299,-20.765506653094533,1.432283149633383,0.0,85.06488990783691
300,-20.753810435266917,1.074307930465768,0.0,85.33438897132874
301,-20.72100609847077,3.3179204823688133,0.05,85.61952185630798
302,-20.749929887189957,1.3609667786027575,0.0,85.88249635696411
303,-20.773376218585195,1.7404569490830029,0.0,86.16759729385376
304,-20.798987999320094,1.636979433007632,0.0,86.45270776748657
305,-21.0113593611768,1.409423894204008,0.0,86.73785257339478
306,-21.3080663739702,1.1495737183413537,0.0,87.00736832618713
307,-21.25190962616188,2.8501133222864383,0.0,87.28597140312195
308,-21.433348065407344,1.2678996855680043,0.05,87.5710780620575
309,-21.227551080680044,2.2729043620341702,0.1,87.84057831764221
310,-20.975816598575626,1.4458393771238114,0.05,88.14132499694824
311,-21.035359316452297,1.7090091581735365,0.1,88.41081953048706
312,-20.9866225054837,2.180047994919242,0.05,88.68944048881531
313,-20.992130081506733,1.808383635604571,0.0,88.95894289016724
314,-20.92276478573616,2.9375364777894966,0.0,89.25968146324158
315,-21.11647867599978,2.305321888969038,0.0,89.52917671203613
316,-21.25177621095007,3.131867940458739,0.0,89.84560012817383
317,-21.37391006257074,2.1415186517633558,0.0,90.11504673957825
318,-21.366418467582154,1.922195771630144,0.0,90.39365720748901
319,-21.258725024863857,2.1846299141940597,0.0,90.67879962921143
320,-21.62775187794693,2.2867744314226255,0.05,90.94831418991089
321,-21.44123737330698,1.579713861862972,0.1,91.23346781730652
322,-21.737043420257184,2.295240760367972,0.05,91.51866149902344
323,-21.838669480773532,3.132084153680276,0.0,91.8194375038147
324,-22.24755974278993,1.3008977584086807,0.0,92.09812688827515
325,-22.105928304796656,2.953977928099016,0.0,92.36770510673523
326,-22.075639659263715,1.9832723199868827,0.0,92.65281701087952
327,-22.160602274090408,3.107555673361418,0.0,92.93796849250793
328,-22.26195123772043,2.776506509793888,0.0,93.22303128242493
329,-22.105962988800158,2.1199524403565486,0.05,93.523756980896
330,-22.052308080012423,2.302318665955617,0.0,93.78674602508545
331,-22.09240508576329,2.3732264912352505,0.0,94.07191634178162
332,-22.2457309280384,2.276311085734298,0.05,94.37264847755432
333,-22.327282355796456,2.676960903562989,0.1,94.64224410057068
334,-22.394989498999724,2.139974134755978,0.05,94.92080473899841
335,-22.35430528983469,2.473843685114642,0.0,95.19034099578857
336,-22.41046825105447,2.5771782762740743,0.05,95.47546052932739
337,-22.266558673772014,3.0928654465277843,0.0,95.76056981086731
338,-22.302898658988248,1.5220297592648342,0.0,96.04573464393616
339,-22.427325873689725,1.02949689882828,0.0,96.33083939552307
340,-22.49401836872481,2.9012048453479555,0.0,96.6094479560852
341,-22.509828419840584,1.1310504263732284,0.0,96.8945677280426
342,-22.42815884365598,2.306601671201697,0.0,97.17967677116394
343,-22.46106203282714,2.1900504503570906,0.0,97.44917345046997
344,-22.5622650942379,2.2379071159986044,0.0,97.73430800437927
345,-22.57005513289479,3.495307562582076,0.0,98.0129120349884
346,-22.636217029044804,2.1804472653642306,0.0,98.29802250862122
347,-22.439340411938637,2.805468975476722,0.0,98.56755566596985
348,-22.444130230754073,1.6803401566253484,0.05,98.85266733169556
349,-22.430778216904027,1.92009987404436,0.0,99.115638256073
350,-22.234777212028238,2.0021445243983917,0.0,99.38516306877136
351,-22.153348117616932,1.319189199660141,0.0,99.67028474807739
352,-22.02900668410361,1.9288773437448075,0.05,99.93976950645447
353,-21.994344664152027,1.9114507543903727,0.1,100.21837496757507
354,-21.958175906392395,2.7134279058672557,0.05,100.48790168762207
355,-21.643321741980614,2.7901566035353706,0.0,100.75743436813354
356,-21.225847331957038,4.0600521814336386,0.0,101.04254746437073
357,-21.28694960058484,1.2947879088991128,0.0,101.3055648803711
358,-20.981072298393215,2.4772964625395115,0.0,101.59066987037659
359,-20.98139502577195,1.6488301851450609,0.0,101.86018776893616
360,-20.834224130820086,2.5801001037629,0.0,102.14529514312744
361,-20.71705753624292,1.6874716077869463,0.05,102.4240071773529
362,-20.76726488065516,2.422748698327402,0.0,102.67788481712341
363,-20.549542418165547,3.0577816191967906,0.05,102.94734454154968
364,-20.590729917978067,1.4778127961245628,0.1,103.22605061531067
365,-20.366276323623733,2.41930866654578,0.15000000000000002,103.51115345954895
366,-20.258645931524537,1.4002391482193621,0.2,103.78071546554565
367,-20.034193986153547,1.764118641218393,0.15000000000000002,104.06582903862
368,-20.18460468961784,1.7186695634381253,0.2,104.36667323112488
369,-20.099660477981278,2.984970555784252,0.25,104.62964797019958
370,-19.96823012870826,1.8897382341174287,0.2,104.91475439071655
371,-19.885160239462554,3.5089857027686526,0.15000000000000002,105.16861844062805
372,-19.596350763852655,2.374718267098107,0.10000000000000002,105.45371294021606
373,-19.48396924170948,2.5746129127585466,0.05000000000000002,105.71669578552246
374,-19.061939370640488,2.811106914503593,1.3877787807814457e-17,105.98618769645691
375,-19.2735796866913,3.5554987162989096,0.0,106.23354172706604
376,-19.18751181222324,3.013067773370629,0.05,106.53433966636658
377,-19.160055326954797,2.3187917470717774,0.0,106.78821158409119
378,-19.040748555842534,2.200574277857778,0.0,107.05770444869995
379,-19.321419018964395,2.281409927176151,0.0,107.33631157875061
380,-19.291125375157115,3.5818900125033792,0.05,107.60584235191345
381,-19.307890001334638,1.7829276839707757,0.1,107.890953540802
382,-19.347339505395908,2.3108621881441604,0.05,108.17607283592224
383,-19.250884921093945,2.8632985309596,0.0,108.46127438545227
384,-19.190526039087164,2.139103038998273,0.0,108.7398841381073
385,-19.140303418870047,1.531235849769038,0.0,109.0093719959259
386,-19.133027019092232,2.2928597286997663,0.05,109.27885699272156
387,-19.109951389800454,1.762141593522851,0.1,109.56395936012268
388,-19.06923298979672,3.10475029363495,0.05,109.86476254463196
389,-18.843786566321693,1.7737766909118968,0.0,110.12782073020935
390,-18.81442522523304,1.2455302552991199,0.0,110.42859435081482
391,-18.773216466855594,2.3528433938064164,0.05,110.69805216789246
392,-18.850276131489373,1.8663224755274856,0.1,110.96756148338318
393,-18.853388426507635,2.624493562567132,0.15000000000000002,111.24620652198792
394,-18.71800438399357,1.284129600076088,0.2,111.50008201599121
395,-18.713377614083242,2.3543740577347525,0.25,111.7695620059967
396,-18.583150715854433,2.5532521322486224,0.3,112.0637834072113
397,-18.69578703478869,2.485520353091329,0.25,112.3176417350769
398,-18.722225631486126,4.026178340754587,0.2,112.58713364601135
399,-18.672157632736216,3.0443297481151075,0.25,112.85010313987732
400,-18.858569174143422,3.9708373728540316,0.2,113.11967492103577
401,-19.167387009217535,2.2356215018030663,0.15000000000000002,113.40475940704346
402,-19.32669869238475,3.158351043951671,0.2,113.70149493217468
403,-19.35782194949621,3.578621819259898,0.15000000000000002,114.09094953536987
404,-19.354389334006555,2.4090410306785244,0.10000000000000002,114.47625255584717
405,-19.382297304860874,1.8651119987303728,0.05000000000000002,114.7548611164093
406,-19.66498131974612,1.972747575566493,1.3877787807814457e-17,115.10896110534668
407,-19.70082547495561,1.923327349371582,0.05000000000000002,115.39408230781555
408,-19.859360971609892,2.8232351879907274,1.3877787807814457e-17,115.67919111251831
409,-19.81293368084151,1.2777602294630575,0.0,115.94217228889465
410,-19.820458267644234,1.4533356376289719,0.0,116.25852227210999
411,-19.95208940075299,1.3127304011683634,0.0,116.5436270236969
412,-19.937449780306228,1.7402841152934498,0.0,116.82877087593079
413,-20.03944638139193,1.3172298584452662,0.05,117.09830260276794
414,-20.058079916487607,1.6602027679506455,0.1,117.38344025611877
415,-20.188526781535515,1.663745085585943,0.05,117.64652061462402
416,-20.275593619253247,2.6825193782648187,0.1,117.916086435318
417,-20.24198500385005,1.1339291716544913,0.05,118.17905735969543
418,-20.392659793454925,2.327758714616304,0.0,118.43299603462219
419,-20.483324690664354,2.110388905429355,0.0,118.70249557495117
420,-20.343379633852617,2.009083877746293,0.0,118.96549797058105
421,-20.405852912531987,2.006181688397269,0.0,119.23505806922913
422,-20.503459925939232,1.2291854391462094,0.0,119.50465154647827
423,-20.537853725512655,1.7555194430646859,0.0,119.75197291374207
424,-20.587238875896936,1.3437631999404531,0.0,120.02147603034973
425,-20.45885585369218,3.237081516365846,0.0,120.30659556388855
426,-20.516930694335123,2.2508628780245856,0.0,120.63857555389404
427,-20.50713774776807,1.8221792799172047,0.0,120.90807104110718
428,-20.499085999227024,2.210458461475376,0.0,121.15542507171631
429,-20.72375286641888,1.7143261830546657,0.0,121.45616555213928
430,-20.74637306614782,3.2455475142558203,0.0,121.71004986763
431,-20.728312603211165,1.5684557317510797,0.0,121.98865413665771
