total_time,n_koeff,novelty,reward,iteration
4.9264075756073,0.95,nan,-81.14570442342178,1
5.24355936050415,0.8999999999999999,0.005,-76.31062533272589,2
5.5587170124053955,0.8499999999999999,0.005,-82.1220144964165,3
5.8723084926605225,0.7999999999999998,0.005,-80.10231572866729,4
6.181305885314941,0.7499999999999998,0.005,-76.84318126486218,5
6.493433952331543,0.6999999999999997,0.005,-74.7032837955971,6
6.812579393386841,0.6499999999999997,0.005,-72.62131682420629,7
7.126739501953125,0.5999999999999996,0.005,-69.74283313160475,8
7.432354927062988,0.5499999999999996,0.005,-66.47697809501598,9
7.739533424377441,0.4999999999999996,0.005,-63.33124554369657,10
8.046712160110474,0.4499999999999996,0.005,-60.568480718809774,11
8.357879877090454,0.39999999999999963,0.005,-57.75908883439021,12
8.67802381515503,0.34999999999999964,0.005,-55.74594351070911,13
8.966254234313965,0.29999999999999966,0.005,-53.99195514776194,14
9.254482507705688,0.24999999999999967,0.005,-52.90972687777029,15
9.53672742843628,0.19999999999999968,0.005,-51.9020634111414,16
9.869868278503418,0.1499999999999997,0.005,-50.6823685956664,17
10.170033931732178,0.09999999999999969,0.005,-49.77746823679209,18
10.456268548965454,0.1499999999999997,0.005,-48.84026708675016,19
10.757463455200195,0.09999999999999969,0.005,-48.018301776666746,20
11.064677238464355,0.1499999999999997,0.005,-48.11592058792043,21
11.37680697441101,0.09999999999999969,0.005,-47.313533571773064,22
11.679996490478516,0.049999999999999684,0.005,-46.43387019500682,23
11.972249031066895,0.0,0.005,-46.248083583118834,24
12.274406671524048,0.0,0.005,-46.36832234946273,25
12.556471347808838,0.0,0.005,-46.35822265020949,26
12.870633840560913,0.05,0.005,-47.14232447281542,27
13.200899362564087,0.0,0.005,-46.9119785844719,28
13.51758599281311,0.05,0.005,-46.29536022971389,29
13.812941551208496,0.0,0.005,-46.01810670883776,30
14.127102136611938,0.0,0.005,-45.76878474347891,31
14.431288957595825,0.0,0.005,-45.59104847832821,32
14.732483386993408,0.05,0.005,-45.24062696288764,33
15.01173710823059,0.0,0.005,-45.05822067168925,34
15.299999237060547,0.0,0.005,-44.82791086307421,35
15.587197542190552,0.0,0.005,-45.08254191257258,36
15.87442946434021,0.05,0.005,-44.58478811569489,37
16.179647207260132,0.0,0.005,-44.25210458688003,38
16.47282886505127,0.0,0.005,-44.02137608783921,39
16.757142305374146,0.0,0.005,-44.08449385271685,40
17.05503797531128,0.0,0.005,-43.9419224619103,41
17.38116693496704,0.0,0.005,-43.54115808378674,42
17.664409399032593,0.05,0.005,-43.26453469997844,43
17.992460250854492,0.0,0.005,-42.90086447286239,44
18.34152865409851,0.05,0.005,-42.46863673182438,45
18.695581197738647,0.0,0.005,-42.497150847053234,46
19.015724182128906,0.0,0.005,-42.532508374429085,47
19.36977744102478,0.05,0.005,-42.46950555716933,48
19.679948329925537,0.1,0.005,-41.970432854738576,49
19.96987009048462,0.15000000000000002,0.005,-42.00792746321535,50
20.253078937530518,0.10000000000000002,0.005,-41.02845715514054,51
20.539057970046997,0.15000000000000002,0.005,-40.124992477703536,52
20.831278085708618,0.2,0.005,-39.22346893913752,53
21.112524271011353,0.15000000000000002,0.005,-38.31848778192128,54
21.4047429561615,0.10000000000000002,0.005,-37.6528277097976,55
21.69400453567505,0.05000000000000002,0.005,-36.78173195148574,56
21.984195470809937,1.3877787807814457e-17,0.005,-35.9956456205261,57
22.288414239883423,0.05000000000000002,0.005,-36.063052762609615,58
22.57461452484131,1.3877787807814457e-17,0.005,-35.92611116658794,59
22.867830514907837,0.0,0.005,-35.81659951249297,60
23.1470844745636,0.05,0.005,-35.76187732002526,61
23.4353129863739,0.1,0.005,-35.71107197249372,62
23.72716522216797,0.15000000000000002,0.005,-35.53776242456445,63
24.016354084014893,0.2,0.005,-35.474861092335566,64
24.315170288085938,0.15000000000000002,0.005,-35.165951598100484,65
24.60240364074707,0.10000000000000002,0.005,-34.998568081993994,66
24.89063334465027,0.05000000000000002,0.005,-34.88501012323722,67
25.17985987663269,1.3877787807814457e-17,0.005,-34.876016426058534,68
25.472076177597046,0.0,0.005,-34.71435627574535,69
25.766292333602905,0.0,0.005,-34.518343554621225,70
26.082038640975952,0.0,0.005,-34.095354981733315,71
26.393182277679443,0.0,0.005,-33.8885393626509,72
26.70734190940857,0.05,0.005,-33.75262617574663,73
27.0354642868042,0.1,0.005,-33.367553279834105,74
27.328486442565918,0.15000000000000002,0.005,-32.82837468254011,75
27.63765859603882,0.10000000000000002,0.005,-32.347720386341635,76
27.950151205062866,0.15000000000000002,0.005,-31.62483112800421,77
28.25732946395874,0.10000000000000002,0.005,-31.25737307529986,78
28.568496465682983,0.05000000000000002,0.005,-31.201660790839505,79
28.86271023750305,0.10000000000000002,0.005,-30.856039337027923,80
29.150939464569092,0.15000000000000002,0.005,-30.505426743743193,81
29.44714856147766,0.10000000000000002,0.005,-30.186782981260663,82
29.769319772720337,0.15000000000000002,0.005,-30.465069269443706,83
30.095414400100708,0.10000000000000002,0.005,-30.08272650894673,84
30.41156792640686,0.05000000000000002,0.005,-29.796241488655713,85
30.721738576889038,1.3877787807814457e-17,0.005,-29.11061320556452,86
31.021936178207397,0.05000000000000002,0.005,-29.032213089335215,87
31.30920147895813,1.3877787807814457e-17,0.005,-29.029573539387812,88
31.603415966033936,0.0,0.005,-29.11777834110624,89
31.914548635482788,0.0,0.005,-28.89715171299905,90
32.23369526863098,0.0,0.005,-28.82371475134805,91
32.561853885650635,0.0,0.005,-28.86141115344244,92
32.869032859802246,0.05,0.005,-28.863491809036432,93
33.18515110015869,0.1,0.005,-28.874402912041884,94
33.467997312545776,0.05,0.005,-28.954619412117413,95
33.77417826652527,0.1,0.005,-28.658703338082223,96
34.09631657600403,0.05,0.005,-28.360888953160337,97
34.4384024143219,0.0,0.005,-28.364145271939528,98
34.784477949142456,0.0,0.005,-28.622782271296646,99
35.04979658126831,0.0,0.005,-28.31814826406959,100
35.34799861907959,0.05,0.005,-28.160289688776274,101
35.69407367706299,0.1,0.005,-28.250996615401636,102
36.04712891578674,0.05,0.005,-27.963513056944524,103
36.380271911621094,0.1,0.005,-28.007598096813584,104
36.70736336708069,0.05,0.005,-27.891938996412748,105
37.04047155380249,0.1,0.005,-28.374323295210562,106
37.357624530792236,0.15000000000000002,0.005,-28.5100267343533,107
37.67377805709839,0.2,0.005,-28.384924421146202,108
37.97098422050476,0.25,0.005,-28.283930459378734,109
38.27320909500122,0.2,0.005,-28.207067298316716,110
38.56639361381531,0.15000000000000002,0.005,-28.159471319372493,111
38.90349054336548,0.2,0.005,-28.271443581454278,112
39.213661670684814,0.15000000000000002,0.005,-28.36240861641967,113
39.56871175765991,0.2,0.005,-28.27732795787369,114
39.88985347747803,0.25,0.005,-28.4320171729034,115
40.21498394012451,0.2,0.005,-28.389367881145773,116
40.53217005729675,0.15000000000000002,0.005,-28.49998949403672,117
40.85826516151428,0.10000000000000002,0.005,-28.529512784186878,118
41.18638753890991,0.15000000000000002,0.005,-28.564389867307906,119
41.514543771743774,0.10000000000000002,0.005,-28.635100259428754,120
41.82168674468994,0.05000000000000002,0.005,-28.503498243636628,121
42.16779446601868,1.3877787807814457e-17,0.005,-28.544236351946957,122
42.455026388168335,0.0,0.005,-28.658171826518178,123
42.75618886947632,0.0,0.005,-28.838365413444617,124
43.04840660095215,0.0,0.005,-28.764786692349368,125
43.33962798118591,0.05,0.005,-28.90714104253495,126
43.631848096847534,0.0,0.005,-29.08250052998002,127
43.92905235290527,0.0,0.005,-29.2117783395101,128
44.23024535179138,0.0,0.005,-29.340899096711127,129
44.533435583114624,0.0,0.005,-29.48457093561248,130
44.85357975959778,0.05,0.005,-29.721087102724123,131
45.18170380592346,0.0,0.005,-29.821450227600625,132
45.49885320663452,0.0,0.005,-29.24477458499187,133
45.82401752471924,0.0,0.005,-29.434125659112805,134
46.157127380371094,0.0,0.005,-29.32686224917986,135
46.46128177642822,0.0,0.005,-29.607626070568195,136
46.74851131439209,0.0,0.005,-29.726577435300843,137
47.056689739227295,0.0,0.005,-29.455010483167715,138
47.34791088104248,0.0,0.005,-29.315881731694244,139
47.645116090774536,0.05,0.005,-28.97194071918334,140
47.95628261566162,0.0,0.005,-28.935694242176396,141
48.254523515701294,0.0,0.005,-29.02605621292771,142
48.543713331222534,0.0,0.005,-28.89384249609875,143
48.84291076660156,0.0,0.005,-28.820841382397308,144
49.13912105560303,0.0,0.005,-28.69861634367862,145
49.4363579750061,0.05,0.005,-28.55042132134817,146
49.72555065155029,0.1,0.005,-28.45197425498981,147
50.04270267486572,0.05,0.005,-28.09086845201637,148
50.42667865753174,0.1,0.005,-28.022561575689213,149
50.79967927932739,0.05,0.005,-28.021561525835136,150
51.15373396873474,0.1,0.005,-27.954646691919976,151
51.535746574401855,0.05,0.005,-27.790491732308368,152
51.858845710754395,0.0,0.005,-27.524039545248637,153
52.14807486534119,0.05,0.005,-27.26297749834222,154
52.43730068206787,0.0,0.005,-27.185272083120623,155
52.72951865196228,0.0,0.005,-26.653073320996782,156
53.03470253944397,0.0,0.005,-26.568041774010712,157
53.32778978347778,0.05,0.005,-26.07029558436378,158
53.61801266670227,0.0,0.005,-25.898720015465095,159
53.921202182769775,0.05,0.005,-25.81074321148607,160
54.20643925666809,0.0,0.005,-25.60302372958795,161
54.5016508102417,0.0,0.005,-25.374571534975775,162
54.78664827346802,0.0,0.005,-25.26464702999392,163
55.12374424934387,0.0,0.005,-25.287199425800527,164
55.46383500099182,0.05,0.005,-25.070752010863863,165
55.81090760231018,0.0,0.005,-24.950691673719554,166
56.134007930755615,0.0,0.005,-24.710827805674445,167
56.463128089904785,0.0,0.005,-24.506689156496346,168
56.79228186607361,0.0,0.005,-24.354261046335576,169
57.10042405128479,0.05,0.005,-24.237344479077983,170
57.38067412376404,0.0,0.005,-24.203952713020225,171
57.6699013710022,0.0,0.005,-24.239267003564144,172
57.961825370788574,0.0,0.005,-24.094742097702756,173
58.252050161361694,0.05,0.005,-23.823566866941974,174
58.54925537109375,0.1,0.005,-23.781943428619638,175
58.837358474731445,0.05,0.005,-23.540181785695474,176
59.14350652694702,0.0,0.005,-23.2345261700247,177
59.429773807525635,0.05,0.005,-22.99676397884555,178
59.71497845649719,0.0,0.005,-22.723909142349893,179
60.04110646247864,0.05,0.005,-22.613849272712194,180
60.3538601398468,0.1,0.005,-22.310410863304988,181
60.667022705078125,0.05,0.005,-22.14874966654703,182
60.97519850730896,0.1,0.005,-22.078883972513587,183
61.28093385696411,0.15000000000000002,0.005,-21.7934758094794,184
61.577141761779785,0.10000000000000002,0.005,-21.760844209561107,185
61.894328355789185,0.05000000000000002,0.005,-21.4297722163156,186
62.25133991241455,0.10000000000000002,0.005,-21.20889541322588,187
62.56151056289673,0.15000000000000002,0.005,-21.338976889477337,188
62.865697383880615,0.10000000000000002,0.005,-21.00102546629691,189
63.15791702270508,0.05000000000000002,0.005,-20.972140496337197,190
63.45615196228027,1.3877787807814457e-17,0.005,-20.727995994470316,191
63.76532196998596,0.0,0.005,-20.371012771416105,192
64.07546186447144,0.05,0.005,-20.222275259137756,193
64.38563442230225,0.0,0.005,-20.028255371713268,194
64.70677375793457,0.0,0.005,-19.936466052766107,195
65.02592182159424,0.0,0.005,-19.876018697147465,196
65.31218838691711,0.0,0.005,-19.690513272170726,197
65.60537075996399,0.0,0.005,-19.588205684210436,198
65.89459824562073,0.0,0.005,-19.329215590067392,199
66.25463676452637,0.05,0.005,-19.18335637758728,200
66.59472584724426,0.0,0.005,-19.223392852542784,201
66.91440343856812,0.0,0.005,-19.089401354103003,202
67.23753905296326,0.05,0.005,-19.123281702408256,203
67.57962369918823,0.0,0.005,-19.112408196927234,204
67.90478873252869,0.05,0.005,-19.12756630371771,205
68.20894050598145,0.1,0.005,-19.111400107764652,206
68.51213216781616,0.05,0.005,-19.031538866790157,207
68.81631755828857,0.1,0.005,-18.900227205311513,208
69.10853505134583,0.05,0.005,-18.843224289543514,209
69.39277505874634,0.0,0.005,-18.901355377101773,210
69.68403172492981,0.0,0.005,-18.879271612321052,211
70.00713229179382,0.0,0.005,-18.849122360655358,212
70.32033824920654,0.0,0.005,-18.769374151624206,213
70.66437578201294,0.0,0.005,-18.608835408261783,214
70.98256731033325,0.0,0.005,-18.586297713172385,215
71.31164503097534,0.0,0.005,-18.50249509387224,216
71.63677716255188,0.05,0.005,-18.41538577441327,217
71.94997119903564,0.0,0.005,-18.38854791502042,218
72.26908445358276,0.05,0.005,-18.398875853299195,219
72.56030559539795,0.0,0.005,-18.36025715928652,220
72.85451889038086,0.0,0.005,-18.312214439254404,221
73.14274740219116,0.0,0.005,-18.13805545903632,222
73.44394421577454,0.0,0.005,-18.130420586006856,223
73.73716044425964,0.05,0.005,-18.11930737154284,224
74.04969644546509,0.0,0.005,-18.086584336957618,225
74.36488914489746,0.0,0.005,-18.125578809502944,226
74.69896078109741,0.0,0.005,-17.985834340301718,227
74.9941725730896,0.05,0.005,-18.02484027244544,228
75.31930184364319,0.0,0.005,-17.967724972456995,229
75.60331201553345,0.0,0.005,-17.846106119279874,230
75.925448179245,0.0,0.005,-17.853779991556493,231
76.23663806915283,0.0,0.005,-17.77006003017977,232
76.55578351020813,0.05,0.005,-17.88998116140073,233
76.8659918308258,0.0,0.005,-17.91889618354619,234
77.1571753025055,0.05,0.005,-17.944214483302122,235
77.45338416099548,0.1,0.005,-17.934902532455858,236
77.74164748191833,0.05,0.005,-17.908857465474554,237
78.06677770614624,0.0,0.005,-17.78311637508305,238
78.36594271659851,0.05,0.005,-17.786866898140843,239
78.65417242050171,0.1,0.005,-17.917240831985772,240
78.94639086723328,0.15000000000000002,0.005,-17.861149031531603,241
79.2595534324646,0.10000000000000002,0.005,-17.84029605364646,242
79.54678630828857,0.15000000000000002,0.005,-17.862028428553945,243
79.84698295593262,0.2,0.005,-17.92465631457926,244
