total_time,reward,n_koeff,novelty,iteration
3.3065996170043945,-73.71225562645313,0.95,nan,1
3.5448358058929443,-85.55445328125563,0.8999999999999999,71.52506243516514,2
3.7910115718841553,-89.0137260491258,0.95,73.98438932518293,3
4.001514911651611,-88.24753467788707,1.0,65.3118891140743,4
4.233252286911011,-87.53380516331188,0.95,87.27774050832237,5
4.449397563934326,-87.58428375186419,1.0,88.33006975832988,6
4.681129455566406,-86.0169516940631,0.95,60.539608302735395,7
4.966364145278931,-85.31004751693942,0.8999999999999999,35.01701283093332,8
5.182495355606079,-85.01628228074362,0.8499999999999999,26.463935685446412,9
5.405134916305542,-84.29631469517538,0.7999999999999998,46.84990203083397,10
5.636908769607544,-85.42412164325918,0.7499999999999998,32.780487785995234,11
5.837360382080078,-85.32492043503251,0.6999999999999997,34.7551130206064,12
6.106884479522705,-85.49694567526704,0.7499999999999998,29.40984480565318,13
6.3230040073394775,-85.81073918938284,0.7999999999999998,19.08916222165379,14
6.554733514785767,-85.5549412857638,0.8499999999999999,16.00458904435213,15
6.808665037155151,-84.82015664631325,0.7999999999999998,15.428749477561531,16
7.071733236312866,-84.53710003140843,0.7499999999999998,14.627802297458368,17
7.310049772262573,-84.4363462893243,0.6999999999999997,14.873790633759622,18
7.526216745376587,-84.31457277328279,0.6499999999999997,14.58413143610215,19
7.757946014404297,-84.34794165958195,0.5999999999999996,13.945267496407762,20
7.9740684032440186,-83.84654717432447,0.5499999999999996,12.879268099769309,21
8.190213441848755,-83.8498638717066,0.4999999999999996,11.11454966289854,22
8.42851185798645,-83.63394324999778,0.4499999999999996,9.186604738811628,23
8.644630670547485,-82.7248270973768,0.39999999999999963,10.267569304877638,24
8.8608078956604,-81.99768298386878,0.34999999999999964,10.736355965798534,25
9.092636823654175,-81.20907576049522,0.29999999999999966,10.580359599905126,26
9.315338134765625,-80.27784442217256,0.24999999999999967,10.605272621323762,27
9.54717493057251,-79.24990528510736,0.19999999999999968,10.368754682214227,28
9.778914451599121,-77.9693386687689,0.1499999999999997,10.345433968510527,29
10.017229795455933,-77.0987954642481,0.09999999999999969,8.754533411155315,30
10.249004125595093,-76.26106080038667,0.049999999999999684,8.649318734680573,31
10.496368408203125,-75.67438757736656,0.0,8.75504255484022,32
10.750233888626099,-74.60163490664965,0.0,7.843074833878671,33
10.981969118118286,-73.78232318903426,0.0,7.997688523302312,34
11.22020435333252,-72.63786211746545,0.0,6.6027742879354205,35
11.436380624771118,-71.92081390572648,0.0,6.455579991264515,36
11.668076515197754,-71.24234052109065,0.0,6.432577228987391,37
11.899842500686646,-70.10114570596369,0.0,6.66925546220126,38
12.122541427612305,-69.56409089241531,0.0,7.4096710316176795,39
12.35428524017334,-68.64495976414673,0.0,7.199922586592651,40
12.57039761543274,-68.2213626138799,0.05,6.9066447417521735,41
12.802123785018921,-67.59077862030514,0.1,5.789287279796153,42
13.024747133255005,-66.81807501321428,0.05,6.792976270949169,43
13.256484746932983,-66.54654864248673,0.0,6.781995251430578,44
13.488218784332275,-65.8366947375225,0.05,6.340036941673013,45
13.720023393630981,-65.26503326417402,0.1,6.143000365745265,46
13.94265627861023,-64.46574272768456,0.05,5.41443687672793,47
14.205636262893677,-63.997663025141215,0.0,5.477225063134556,48
14.443894624710083,-63.60040206151837,0.0,6.06117572470749,49
14.675622463226318,-63.0081192771881,0.0,5.4019527660761195,50
14.90735411643982,-62.11421786579973,0.05,5.745492163889635,51
