reward,novelty,n_koeff,total_time,iteration
-83.309963351967,nan,0.95,5.368643522262573,1
-81.83359700830685,0.005,0.8999999999999999,5.667843580245972,2
-83.27326207097973,0.005,0.95,5.95906662940979,3
-82.2459671780166,0.005,0.8999999999999999,6.3101255893707275,4
-81.64965483115161,0.005,0.8499999999999999,6.689113616943359,5
-81.27477668882632,0.005,0.7999999999999998,7.0262110233306885,6
-80.67157799932677,0.005,0.7499999999999998,7.332392454147339,7
-79.56827855123058,0.005,0.6999999999999997,7.6355814933776855,8
-79.0473454518153,0.005,0.6499999999999997,7.959754705429077,9
-79.4408436013444,0.005,0.5999999999999996,8.270882368087769,10
-79.54999646098798,0.005,0.5499999999999996,8.568360090255737,11
-79.05258886783822,0.005,0.4999999999999996,8.857584953308105,12
-78.39163889748689,0.005,0.4499999999999996,9.142822027206421,13
-77.6854456430409,0.005,0.39999999999999963,9.43304705619812,14
-77.66590184525832,0.005,0.4499999999999996,9.729254722595215,15
-76.79028058403507,0.005,0.39999999999999963,10.018816232681274,16
-76.70236494792016,0.005,0.34999999999999964,10.337923526763916,17
-75.92541178533625,0.005,0.29999999999999966,10.645103216171265,18
-75.57256507027334,0.005,0.24999999999999967,10.950285911560059,19
-75.0846518944641,0.005,0.19999999999999968,11.259596586227417,20
-74.56506503837446,0.005,0.1499999999999997,11.559793710708618,21
-72.76733880153581,0.005,0.19999999999999968,11.847025632858276,22
-71.89788657590894,0.005,0.1499999999999997,12.149219036102295,23
-70.27363049941302,0.005,0.09999999999999969,12.436451196670532,24
-69.04151983956683,0.005,0.049999999999999684,12.747618913650513,25
-67.59170180652032,0.005,0.0,13.03388786315918,26
-65.96066547755335,0.005,0.0,13.383917570114136,27
-65.62530425846433,0.005,0.0,13.687105178833008,28
-64.47217294820203,0.005,0.0,13.998274803161621,29
-63.26004035957995,0.005,0.0,14.316421747207642,30
-62.42609312761506,0.005,0.0,14.623533248901367,31
-62.18899824379669,0.005,0.0,14.921735286712646,32
-60.96833999646673,0.005,0.0,15.278779983520508,33
-60.540126532171996,0.005,0.0,15.596930980682373,34
-60.047393579083256,0.005,0.0,15.944003343582153,35
-58.995327176423835,0.005,0.0,16.272125482559204,36
-58.394752611302295,0.005,0.0,16.55389428138733,37
-57.59584429879741,0.005,0.0,16.850101232528687,38
-56.63585611221269,0.005,0.0,17.174236536026,39
-55.92450391822579,0.005,0.05,17.520310401916504,40
-55.068145564718435,0.005,0.0,17.840456008911133,41
-54.172138911372876,0.005,0.0,18.15262007713318,42
-53.34807176131712,0.005,0.0,18.490715503692627,43
-52.582316803241866,0.005,0.0,18.797897815704346,44
-52.170954689420505,0.005,0.0,19.090115070343018,45
-51.663543653805945,0.005,0.05,19.389314889907837,46
-51.296176523313854,0.005,0.0,19.690508365631104,47
-50.728841871217746,0.005,0.0,19.989708423614502,48
-50.073915048660055,0.005,0.0,20.337778329849243,49
-49.77419357296523,0.005,0.0,20.64096689224243,50
-48.581371652496564,0.005,0.05,20.929197072982788,51
-47.64848355082584,0.005,0.0,21.213438272476196,52
-46.3404955391713,0.005,0.05,21.511638641357422,53
-45.258857014938464,0.005,0.0,21.827794075012207,54
-44.15650014078037,0.005,0.0,22.112345218658447,55
-43.01876985544134,0.005,0.0,22.404212713241577,56
-41.94244415797629,0.005,0.0,22.702415704727173,57
-40.88675209348452,0.005,0.0,23.045495986938477,58
-39.77144563671557,0.005,0.05,23.35965609550476,59
-38.52539898403582,0.005,0.0,23.702738761901855,60
-37.28040233140297,0.005,0.0,24.106658935546875,61
-36.24125535918241,0.005,0.05,24.455724954605103,62
-35.238449969525135,0.005,0.1,24.75991201400757,63
-34.3502562315728,0.005,0.15000000000000002,25.127928018569946,64
-33.143577204606196,0.005,0.2,25.512898921966553,65
-32.23859693842213,0.005,0.15000000000000002,25.86894655227661,66
-31.152052775703222,0.005,0.2,26.20305299758911,67
-30.287991045249534,0.005,0.15000000000000002,26.505244970321655,68
-29.285911088460804,0.005,0.10000000000000002,26.84633207321167,69
-28.40486005063674,0.005,0.15000000000000002,27.163485527038574,70
-27.551901491171616,0.005,0.10000000000000002,27.444255352020264,71
-27.23415116209398,0.005,0.05000000000000002,27.81722378730774,72
-26.511923438277258,0.005,0.10000000000000002,28.13038444519043,73
-26.226385280009318,0.005,0.05000000000000002,28.621073961257935,74
-25.782188214546274,0.005,0.10000000000000002,28.968146324157715,75
-25.51714625721053,0.005,0.05000000000000002,29.291280269622803,76
-25.386109154368015,0.005,1.3877787807814457e-17,29.587489128112793,77
-24.610365662524256,0.005,0.05000000000000002,29.882737159729004,78
-24.345312130542506,0.005,1.3877787807814457e-17,30.18289566040039,79
-24.13294806898183,0.005,0.0,30.492069959640503,80
-23.760827363937963,0.005,0.05,30.789274215698242,81
-23.055281994352836,0.005,0.0,31.089471340179443,82
-23.012764928669327,0.005,0.05,31.401411056518555,83
-22.55577347695227,0.005,0.1,31.713575839996338,84
-22.06472425008568,0.005,0.15000000000000002,32.04568576812744,85
-21.971011050295456,0.005,0.10000000000000002,32.38877010345459,86
-21.57481539640405,0.005,0.05000000000000002,32.75578713417053,87
-21.476041221362394,0.005,0.10000000000000002,33.128791093826294,88
-21.45029363692287,0.005,0.15000000000000002,33.49281978607178,89
-21.253042160258687,0.005,0.10000000000000002,33.83091187477112,90
-21.21448087219799,0.005,0.05000000000000002,34.293675661087036,91
-21.21185026847015,0.005,1.3877787807814457e-17,34.77439093589783,92
-21.22657612580356,0.005,0.0,35.225186347961426,93
-21.19506965055458,0.005,0.0,35.64406442642212,94
-20.97280180632263,0.005,0.0,35.97518014907837,95
-20.740635961864477,0.005,0.0,36.260396242141724,96
-20.406030231131037,0.005,0.05,36.55557131767273,97
-20.29755584359646,0.005,0.1,36.84782361984253,98
-20.327629266694327,0.005,0.05,37.14000988006592,99
-19.94937482725958,0.005,0.0,37.608755588531494,100
-19.877044097398667,0.005,0.0,38.0934624671936,101
-19.536949083072333,0.005,0.0,38.67789602279663,102
-19.465198439774404,0.005,0.0,39.20648550987244,103
-19.455800687980897,0.005,0.0,39.7181191444397,104
-19.380674343147014,0.005,0.05,40.23872661590576,105
-19.30399854588164,0.005,0.1,40.71445059776306,106
-19.160463205025895,0.005,0.15000000000000002,41.246031761169434,107
-19.25610598343461,0.005,0.10000000000000002,41.73472476005554,108
-19.20757640422384,0.005,0.05000000000000002,42.17657828330994,109
-19.183052384552333,0.005,1.3877787807814457e-17,42.50566077232361,110
-19.216127611452535,0.005,0.0,42.801867961883545,111
-19.161448467436063,0.005,0.05,43.0980761051178,112
-19.099802050684804,0.005,0.1,43.50399136543274,113
-18.97501354776511,0.005,0.05,43.830119609832764,114
-19.031375994559337,0.005,0.1,44.123335123062134,115
-19.050486434394976,0.005,0.05,44.506311655044556,116
-18.968504816412207,0.005,0.1,44.80750513076782,117
-18.99529504798498,0.005,0.15000000000000002,45.1934769153595,118
-18.936414307211166,0.005,0.2,45.55849766731262,119
-18.831018785874242,0.005,0.15000000000000002,45.84875464439392,120
-18.73916245733076,0.005,0.10000000000000002,46.13199996948242,121
-18.65937237056339,0.005,0.15000000000000002,46.465073108673096,122
-18.683261790317275,0.005,0.10000000000000002,46.86001706123352,123
-18.62669244284612,0.005,0.15000000000000002,47.32577109336853,124
-18.60465832896877,0.005,0.10000000000000002,47.87032628059387,125
-18.599013062539782,0.005,0.05000000000000002,48.366986989974976,126
-18.620558427736338,0.005,1.3877787807814457e-17,48.74198627471924,127
-18.567490588686795,0.005,0.0,49.16107678413391,128
-18.496739583481954,0.005,0.0,49.64677286148071,129
-18.4782371628249,0.005,0.05,49.96595335006714,130
-18.440097090439195,0.005,0.0,50.25813817977905,131
-18.365290001691235,0.005,0.0,50.560330867767334,132
-18.307898137299443,0.005,0.0,50.90341925621033,133
-18.14683695827728,0.005,0.0,51.301350355148315,134
-18.148920387825008,0.005,0.0,51.80201172828674,135
-18.23337926543438,0.005,0.05,52.319642066955566,136
-18.258490706222105,0.005,0.0,52.84422492980957,137
-18.115131535601666,0.005,0.0,53.398478507995605,138
-18.073252299447702,0.005,0.0,53.95299410820007,139
-18.050135656768656,0.005,0.0,54.43869733810425,140
-18.01785819430414,0.005,0.0,54.91641616821289,141
-18.21125297000649,0.005,0.05,55.27146935462952,142
-18.16106141483837,0.005,0.0,55.74919104576111,143
-18.117426713898755,0.005,0.0,56.15513849258423,144
-18.027489856301983,0.005,0.05,56.48722052574158,145
-18.038015760905218,0.005,0.0,56.947983503341675,146
-18.029962404251982,0.005,0.0,57.264137983322144,147
-18.044446257421995,0.005,0.0,57.546416997909546,148
-17.950089548232018,0.005,0.0,57.962271213531494,149
-17.969735014977083,0.005,0.0,58.43400979042053,150
-17.923065070540158,0.005,0.05,58.72124218940735,151
-17.923396424999222,0.005,0.0,59.01645255088806,152
-17.95387438064798,0.005,0.0,59.34756684303284,153
-17.78211631964434,0.005,0.05,59.721566677093506,154
-17.713584115031264,0.005,0.0,60.04470252990723,155
-17.68359376949888,0.005,0.0,60.5393807888031,156
-17.705615349015932,0.005,0.0,61.044031858444214,157
-17.54088661331774,0.005,0.0,61.583590507507324,158
-17.545237460056022,0.005,0.0,62.11915683746338,159
-17.475968565379784,0.005,0.0,62.659714460372925,160
-17.432363385154535,0.005,0.0,63.09355092048645,161
-17.404167568398805,0.005,0.0,63.498475313186646,162
-17.42785509878799,0.005,0.0,64.16767930984497,163
-17.424498000112898,0.005,0.0,64.6833016872406,164
-17.342678759844684,0.005,0.0,65.03136849403381,165
-17.338783245547525,0.005,0.05,65.34752225875854,166
-17.370122159236274,0.005,0.0,65.66866374015808,167
-17.291359558207475,0.005,0.0,65.99034476280212,168
-17.29748389621371,0.005,0.05,66.30151224136353,169
