total_time,reward,n_koeff,novelty,iteration
4.423177719116211,-77.44533437800126,0.95,nan,1
4.696169137954712,-76.46656932294967,0.8999999999999999,22.923013517074125,2
4.978801965713501,-71.20658995916328,0.8499999999999999,27.955650415884065,3
5.259692668914795,-70.73084260436549,0.7999999999999998,33.00897479423814,4
5.533069610595703,-70.89644579247877,0.7499999999999998,46.802736499731985,5
5.817988157272339,-71.57188671593265,0.6999999999999997,55.82665512930397,6
6.098418712615967,-73.2474381871352,0.7499999999999998,51.751791163337636,7
6.413775444030762,-74.81880524398865,0.6999999999999997,40.859464264946205,8
6.674593448638916,-75.57183139256499,0.6499999999999997,33.2167444083677,9
6.947364091873169,-74.93135875121787,0.5999999999999996,22.62898304244525,10
7.210176229476929,-70.6608980446629,0.5499999999999996,20.134020373423112,11
7.467605113983154,-68.87241744517702,0.4999999999999996,19.980687862064496,12
7.737138032913208,-67.69988819390913,0.4499999999999996,20.4645461361274,13
8.000115633010864,-66.92964529204427,0.39999999999999963,19.65093623101755,14
8.26966381072998,-64.99855015025567,0.34999999999999964,17.968063901867236,15
8.539169073104858,-62.68521500232371,0.29999999999999966,16.285483508870346,16
8.839961767196655,-60.66237317187768,0.24999999999999967,14.553594217200196,17
9.12519645690918,-59.28733663888703,0.19999999999999968,12.9101776476471,18
9.38821268081665,-58.070820456353395,0.1499999999999997,13.02546174271094,19
9.657823085784912,-57.11553790863356,0.19999999999999968,10.856848918570684,20
9.927379369735718,-55.250881205400844,0.24999999999999967,9.714821803099213,21
10.190405368804932,-53.623522960994634,0.19999999999999968,9.011256382233878,22
10.460075378417969,-52.32553030318612,0.1499999999999997,9.24924619002531,23
10.729623317718506,-51.3857931077906,0.09999999999999969,8.820577712833778,24
11.008254289627075,-50.46557859442093,0.049999999999999684,8.908214009849354,25
11.262124300003052,-50.21902350146169,0.0,8.401299208392267,26
11.547306776046753,-49.85808950825189,0.05,8.57988782376279,27
11.79466986656189,-49.19508397373442,0.0,8.28021565703451,28
12.064188718795776,-48.61331533426549,0.05,8.335433656446064,29
12.333802938461304,-48.08133525370403,0.1,7.496323804001919,30
12.596822738647461,-47.53580741652524,0.05,6.313661785499642,31
12.882067918777466,-47.515608544290814,0.1,7.008438587832227,32
13.167186498641968,-46.79405470290468,0.05,7.4651519277204885,33
13.436726331710815,-46.261904792141756,0.0,5.556571500183165,34
13.731020212173462,-45.92644722358398,0.05,5.9659464718311,35
13.98489499092102,-45.377423464713914,0.1,6.1900113338999905,36
14.254484176635742,-44.880756354924856,0.05,6.9429233555236225,37
14.517421007156372,-44.56731201295976,0.0,6.4322712424893105,38
14.786917448043823,-44.03191663144845,0.05,5.457372646195845,39
15.072060108184814,-43.97083325942042,0.1,5.8984176348864965,40
15.357388734817505,-43.38194360350017,0.05,7.014963887772665,41
15.636057138442993,-43.17514833087205,0.0,6.6020694661395884,42
15.905588388442993,-42.8316640155753,0.0,5.896087709462696,43
16.17511487007141,-42.50787268978982,0.05,5.963580605550934,44
16.444665670394897,-42.1292384353888,0.0,5.641690162428703,45
16.692026138305664,-42.042984493635565,0.0,5.714200910266624,46
16.977171182632446,-41.71609763234894,0.0,6.602911878985619,47
17.293668508529663,-41.46324389018529,0.0,5.365609889728507,48
17.578809022903442,-41.168990527569555,0.0,5.7111267089002205,49
17.841858863830566,-40.8558951148902,0.05,5.7085975192378955,50
18.127034902572632,-40.1128952546041,0.0,6.603454472181218,51
18.380900144577026,-39.28793738897934,0.0,5.433898781588672,52
18.650393962860107,-38.87651016692844,0.0,5.522910318912453,53
18.95120596885681,-38.20794818137798,0.05,4.556644951557855,54
19.214245080947876,-37.53821323711416,0.0,4.5595681536141095,55
19.46818447113037,-36.653877611543834,0.0,3.9901749589503934,56
19.746821641921997,-35.57249365441298,0.0,4.150225928039412,57
20.03196406364441,-34.83574674288946,0.05,5.09532400144629,58
20.301567316055298,-33.74530989734657,0.0,4.976353562170201,59
20.57112169265747,-32.90683930018764,0.0,4.643992567942189,60
20.85632300376892,-32.87131023698033,0.05,5.5322080099503985,61
21.135035753250122,-32.64874221594415,0.1,4.483321403818303,62
21.404571294784546,-32.03136265973576,0.05,6.706466264920604,63
21.689687967300415,-31.65596524345642,0.0,5.375189894554965,64
21.95927357673645,-31.30191527800157,0.0,3.6753974663556206,65
22.23797631263733,-31.115378683793498,0.05,4.461404143625437,66
22.507484912872314,-31.066521777293975,0.0,3.960192058104228,67
22.792590141296387,-30.726235238198587,0.0,2.45040413792958,68
23.06217098236084,-30.545016845558848,0.0,4.502978702857499,69
23.340837955474854,-30.079217807527503,0.0,2.8600517585839698,70
23.625959873199463,-30.17811354955482,0.0,3.341007878110216,71
23.895520210266113,-30.241894408805948,0.0,4.223164769287216,72
24.165072917938232,-30.144689253540673,0.05,3.8420744427675633,73
24.44371724128723,-29.91348602557204,0.0,3.8858561370418307,74
24.71332025527954,-29.725990666282314,0.05,3.4491722432293805,75
24.982841730117798,-29.20379170486781,0.1,4.2614725554834365,76
25.261467218399048,-28.878451630586145,0.05,3.309472981630729,77
25.530982732772827,-28.83501459370737,0.1,4.1962459186929175,78
25.831846237182617,-28.57996684189701,0.05,3.3031165135678338,79
26.132663011550903,-28.35653566852769,0.1,3.0919411729980926,80
26.417906999588013,-28.346647426242413,0.05,3.3611423062838757,81
26.687513828277588,-27.75788274877095,0.0,3.2070446766775946,82
26.96614980697632,-27.747473614593435,0.0,4.179607103384101,83
27.23577356338501,-27.749176832229885,0.05,4.046027378160897,84
27.5052649974823,-27.57458833705635,0.0,2.8037509049913574,85
27.77491807937622,-27.59087639189609,0.05,4.245051353796898,86
28.053585529327393,-27.540792208797527,0.0,3.8080838538488164,87
28.33873200416565,-27.518585810553283,0.05,4.0428531608929905,88
28.608262062072754,-27.542794166232863,0.1,3.905391769192207,89
28.89340329170227,-27.12025225335052,0.05,3.924503696823066,90
29.17867136001587,-27.07743128215915,0.1,4.354560352918373,91
29.457308530807495,-26.795558013813224,0.05,4.893986047846682,92
29.726865530014038,-26.58714312642358,0.1,4.269998035276894,93
29.996402740478516,-26.406453404889216,0.05,4.136688902234347,94
30.281601190567017,-26.238563732590166,0.0,3.749921804290821,95
30.58236837387085,-25.935156878293064,0.0,3.7019828262271885,96
30.861011743545532,-25.89470446106392,0.05,3.7285245440364103,97
