reward,novelty,n_koeff,total_time,iteration
-106.0436807729541,nan,0.95,4.886198997497559,1
-104.43784050016086,0.005,0.8999999999999999,5.232271909713745,2
-103.88662222234969,0.005,0.95,5.563386917114258,3
-102.80097895781985,0.005,0.8999999999999999,5.9064695835113525,4
-101.84522385868064,0.005,0.8499999999999999,6.2794740200042725,5
-101.54917277236052,0.005,0.7999999999999998,6.6295366287231445,6
-100.52314100140536,0.005,0.7499999999999998,6.99256706237793,7
-99.31612987857426,0.005,0.6999999999999997,7.346617698669434,8
-99.20967886703536,0.005,0.6499999999999997,7.705660343170166,9
-98.13728143824903,0.005,0.5999999999999996,8.039764165878296,10
-96.71887101059632,0.005,0.5499999999999996,8.383845090866089,11
-96.24202512825973,0.005,0.4999999999999996,8.703987121582031,12
-95.18256540348423,0.005,0.4499999999999996,9.045075178146362,13
-93.14022573116095,0.005,0.39999999999999963,9.392148971557617,14
-91.25723534151851,0.005,0.34999999999999964,9.748197317123413,15
-88.85482323655602,0.005,0.29999999999999966,10.083300352096558,16
-86.69245489586575,0.005,0.24999999999999967,10.37950849533081,17
-85.91398248730573,0.005,0.19999999999999968,10.71660590171814,18
-83.73375608297997,0.005,0.1499999999999997,10.997853755950928,19
-81.27241906567522,0.005,0.09999999999999969,11.286084175109863,20
-78.7356317818486,0.005,0.049999999999999684,11.570539236068726,21
-76.92157703739743,0.005,0.0,11.856774091720581,22
-76.78951869438598,0.005,0.0,12.156971454620361,23
-76.17909904559951,0.005,0.0,12.47312617301941,24
-74.1066904517962,0.005,0.0,12.782336711883545,25
-72.27061441578326,0.005,0.0,13.092508792877197,26
-71.00033251914775,0.005,0.0,13.466508626937866,27
-69.19006995940052,0.005,0.0,13.7976233959198,28
-68.57520957491445,0.005,0.0,14.110820531845093,29
-67.54118795769213,0.005,0.0,14.420954942703247,30
-66.26827463241044,0.005,0.0,14.730005741119385,31
-64.97920014278908,0.005,0.0,15.031200170516968,32
-64.08848308014136,0.005,0.05,15.334426403045654,33
-63.67279973021534,0.005,0.0,15.619626522064209,34
-62.44209219609889,0.005,0.0,15.91383957862854,35
-61.347580524649224,0.005,0.0,16.22600531578064,36
-60.924471484732194,0.005,0.05,16.545592069625854,37
-59.819869894266866,0.005,0.0,16.855730533599854,38
-59.17745980209398,0.005,0.05,17.14695143699646,39
-58.439326245700315,0.005,0.0,17.43617868423462,40
-57.50306089845729,0.005,0.0,17.72041916847229,41
-57.04685071480222,0.005,0.0,18.00565528869629,42
-56.55810537758175,0.005,0.0,18.304855346679688,43
-56.05451605502071,0.005,0.05,18.62898850440979,44
-55.38968506118147,0.005,0.0,18.91622042655945,45
-54.72377613637341,0.005,0.0,19.219409704208374,46
-54.187262420921684,0.005,0.0,19.561495304107666,47
-53.48428639183027,0.005,0.05,19.92552161216736,48
-53.27307588969157,0.005,0.0,20.302513599395752,49
-52.63392168032996,0.005,0.05,20.615262746810913,50
-50.985011310451995,0.005,0.0,20.931416988372803,51
-49.29049918436784,0.005,0.0,21.298436164855957,52
-47.62997888927606,0.005,0.05,21.637529134750366,53
-46.13341656454951,0.005,0.0,21.946702241897583,54
-44.65215958098288,0.005,0.0,22.240952730178833,55
-43.08956512384818,0.005,0.05,22.52715015411377,56
-41.7271136850345,0.005,0.0,22.82136368751526,57
-40.30906749852384,0.005,0.0,23.183395862579346,58
-38.738257208520565,0.005,0.0,23.487581729888916,59
-37.319862598987385,0.005,0.0,23.774813890457153,60
-36.06349353996285,0.005,0.0,24.064040422439575,61
-34.66654137774101,0.005,0.0,24.359251022338867,62
-33.552150285443496,0.005,0.0,24.64249348640442,63
-32.524616841024965,0.005,0.0,24.92673349380493,64
-31.562842116085694,0.005,0.0,25.21296787261963,65
-30.875192317439925,0.005,0.0,25.495213270187378,66
-30.165692209738722,0.005,0.05,25.77845597267151,67
-29.09317365711789,0.005,0.0,26.067718505859375,68
-28.765915816305498,0.005,0.0,26.37386393547058,69
-28.433259072475234,0.005,0.05,26.682039737701416,70
-28.420287882803027,0.005,0.1,26.981239557266235,71
-27.97826455866752,0.005,0.05,27.303378343582153,72
-26.9566672501379,0.005,0.1,27.62600588798523,73
-26.12107159219106,0.005,0.05,27.904261827468872,74
-25.97530158261549,0.005,0.0,28.23238444328308,75
-25.75956586555766,0.005,0.0,28.5617835521698,76
-25.336930007770924,0.005,0.0,28.87195324897766,77
-25.28116384151198,0.005,0.0,29.162978172302246,78
-24.820325909454624,0.005,0.0,29.472150087356567,79
-24.534239187228877,0.005,0.0,29.75841760635376,80
-24.33857048252851,0.005,0.0,30.05359673500061,81
-24.195322705624005,0.005,0.0,30.36177110671997,82
-23.866935255607803,0.005,0.05,30.670978307724,83
-23.243675450711372,0.005,0.0,30.99507761001587,84
-23.133908930672046,0.005,0.0,31.294278621673584,85
-23.034096543704756,0.005,0.0,31.596469163894653,86
-22.499638734590338,0.005,0.0,31.893676042556763,87
-22.472071711463283,0.005,0.0,32.195865631103516,88
-22.125751002568112,0.005,0.0,32.50607180595398,89
-21.910914350150858,0.005,0.0,32.822192668914795,90
-21.873136398307615,0.005,0.05,33.13734984397888,91
-21.42565419587502,0.005,0.0,33.46248126029968,92
-21.06589219732268,0.005,0.0,33.77863550186157,93
-20.72896834842801,0.005,0.05,34.0925395488739,94
-20.564615785168304,0.005,0.0,34.40769720077515,95
-20.435851744705804,0.005,0.0,34.721858501434326,96
-20.26369794974347,0.005,0.05,35.02508068084717,97
-20.215243311457623,0.005,0.1,35.31925821304321,98
-19.695911555697684,0.005,0.05,35.63541579246521,99
-19.83686664743979,0.005,0.1,36.01041102409363,100
-19.715634759543768,0.005,0.05,36.343520402908325,101
-19.750815054525784,0.005,0.1,36.654688358306885,102
-19.739312637582394,0.005,0.15000000000000002,36.9888277053833,103
-19.631907630272885,0.005,0.10000000000000002,37.290987968444824,104
-19.53516778574149,0.005,0.05000000000000002,37.57976961135864,105
-19.47047346606135,0.005,1.3877787807814457e-17,37.88395857810974,106
-19.35602407690106,0.005,0.0,38.181127071380615,107
-19.29683982501781,0.005,0.0,38.46835899353027,108
-19.275230648751144,0.005,0.05,38.751601696014404,109
-19.331678930346996,0.005,0.0,39.078760623931885,110
-19.268285609365748,0.005,0.0,39.36396527290344,111
-19.209184243658395,0.005,0.0,39.66140818595886,112
-19.067228605363013,0.005,0.0,39.9627251625061,113
-19.122921326135337,0.005,0.05,40.25394606590271,114
-19.11392932345909,0.005,0.0,40.551151275634766,115
-19.077375383381604,0.005,0.0,40.83339762687683,116
-19.0936951966528,0.005,0.0,41.117172718048096,117
-19.049310773681956,0.005,0.05,41.40739679336548,118
-18.833047290791935,0.005,0.0,41.693660736083984,119
-18.854831747586644,0.005,0.0,41.990835189819336,120
-18.691226889966384,0.005,0.05,42.31995463371277,121
-18.67388987002844,0.005,0.0,42.649110078811646,122
-18.563271032960316,0.005,0.05,42.96523141860962,123
-18.525589216078046,0.005,0.0,43.297343254089355,124
-18.56613083449976,0.005,0.05,43.62347102165222,125
-18.586423907966136,0.005,0.1,43.94161772727966,126
-18.60374332348704,0.005,0.05,44.23483443260193,127
-18.58646746787158,0.005,0.0,44.52206635475159,128
-18.34800423653135,0.005,0.05,44.81927180290222,129
-18.239180473410944,0.005,0.0,45.1234176158905,130
-18.23188849723165,0.005,0.05,45.43712377548218,131
-18.188885195651995,0.005,0.0,45.750322341918945,132
-18.175606026393687,0.005,0.0,46.05949306488037,133
-18.157731314582655,0.005,0.0,46.3636474609375,134
-18.194592749815314,0.005,0.05,46.64788770675659,135
-18.21564240815762,0.005,0.1,46.95506501197815,136
-18.173279887614534,0.005,0.05,47.26925849914551,137
-18.198487433737032,0.005,0.1,47.56742715835571,138
-18.205152526901173,0.005,0.05,47.868621587753296,139
-18.29472575374637,0.005,0.0,48.19574856758118,140
-18.479838720396607,0.005,0.0,48.52287244796753,141
-18.564705524534666,0.005,0.0,48.83703255653381,142
-18.552788007852676,0.005,0.05,49.14421224594116,143
-18.574340792919088,0.005,0.0,49.43842315673828,144
-18.6103812198765,0.005,0.05,49.72469234466553,145
-18.633631590152962,0.005,0.0,50.01189041137695,146
-18.607941003474547,0.005,0.05,50.329041719436646,147
-18.622405953330848,0.005,0.1,50.65517020225525,148
-18.625884114798872,0.005,0.05,50.96534252166748,149
-18.453170153887115,0.005,0.0,51.26356077194214,150
-18.45771370779936,0.005,0.05,51.57371664047241,151
-18.36661785806106,0.005,0.0,51.91879081726074,152
-18.362343398417902,0.005,0.05,52.283817291259766,153
-18.23894241884324,0.005,0.1,52.61160373687744,154
-18.1967982714717,0.005,0.05,52.98759698867798,155
-18.15823283046524,0.005,0.0,53.409470319747925,156
-18.125191105288934,0.005,0.05,53.75554442405701,157
-18.147867838545384,0.005,0.0,54.07269597053528,158
-18.139805474231824,0.005,0.0,54.391844272613525,159
-18.083412279908107,0.005,0.0,54.7219614982605,160
-18.109103784955895,0.005,0.05,55.04310083389282,161
-18.139591334197384,0.005,0.0,55.33831286430359,162
-18.0740558834687,0.005,0.0,55.63451933860779,163
-18.09550103983796,0.005,0.0,55.92673921585083,164
-18.082767841788726,0.005,0.0,56.21397113800049,165
-18.08997553121491,0.005,0.05,56.50322937965393,166
-18.093416198163123,0.005,0.0,56.82134556770325,167
-18.062602448740776,0.005,0.0,57.123570919036865,168
-18.04395354270499,0.005,0.05,57.43570423126221,169
-18.024251336350915,0.005,0.1,57.771804094314575,170
-17.993538351154076,0.005,0.05,58.092947006225586,171
-18.01213928059354,0.005,0.1,58.39114809036255,172
-17.953046151490206,0.005,0.05,58.70130157470703,173
-17.88698679213992,0.005,0.0,59.00246334075928,174
-17.840623503267864,0.005,0.05,59.31961679458618,175
-17.817340611407502,0.005,0.0,59.63577151298523,176
-17.81891835221974,0.005,0.0,59.9529230594635,177
-17.86234465676172,0.005,0.0,60.26209497451782,178
-17.81831198071049,0.005,0.0,60.56731176376343,179
-17.76700529732768,0.005,0.0,60.86647868156433,180
-17.73764893795523,0.005,0.05,61.172770738601685,181
-17.7801535109571,0.005,0.1,61.49793457984924,182
-17.76729976704094,0.005,0.05,61.81505274772644,183
-17.765861659110552,0.005,0.0,62.12762141227722,184
-17.759450667268535,0.005,0.0,62.48865580558777,185
-17.71738283353305,0.005,0.0,62.79340982437134,186
-17.65756699404257,0.005,0.05,63.10134315490723,187
-17.55515144956317,0.005,0.1,63.422484397888184,188
-17.516332449264,0.005,0.05,63.8005108833313,189
-17.399266465789477,0.005,0.0,64.1034722328186,190
-17.160835646113057,0.005,0.0,64.4126455783844,191
-17.06372808988791,0.005,0.0,64.7457549571991,192
-17.019107221207953,0.005,0.0,65.0329864025116,193
-16.97208766385788,0.005,0.0,65.33916759490967,194
-16.909566095225497,0.005,0.0,65.66828751564026,195
-16.852462753789375,0.005,0.05,65.9914231300354,196
-16.80367469094205,0.005,0.0,66.30562162399292,197
-16.790492297373742,0.005,0.05,66.61974358558655,198
-16.80572555618757,0.005,0.1,66.93182969093323,199
-16.763726995147756,0.005,0.05,67.23302435874939,200
-16.780235866126187,0.005,0.0,67.54319405555725,201
-16.81268702759888,0.005,0.0,67.89226174354553,202
-16.767724472319,0.005,0.05,68.247309923172,203
-16.835297095545023,0.005,0.0,68.55748128890991,204
-16.812868514526837,0.005,0.0,68.90255784988403,205
-16.8267500069716,0.005,0.05,69.24368000030518,206
-16.78266367306523,0.005,0.1,69.55680918693542,207
-16.788987911883,0.005,0.05,69.8959014415741,208
-16.763458460674187,0.005,0.0,70.1989369392395,209
-16.760862274256695,0.005,0.0,70.49015831947327,210
