n_koeff,iteration,novelty,total_time,reward
0.1499999999999997,62,0.005,24.18814492225647,-70.60202683155049
0.09999999999999969,63,0.005,24.50452470779419,-69.17381038574926
0.049999999999999684,64,0.005,24.820886611938477,-68.25894512276726
0.0,65,0.005,25.128143787384033,-67.10543570851507
0.0,66,0.005,25.42889380455017,-65.75564199804639
0.0,67,0.005,25.745282649993896,-64.96441952261773
0.0,68,0.005,26.077279806137085,-64.11554937248634
0.0,69,0.005,26.39366865158081,-63.10845916869351
0.05,70,0.005,26.710038900375366,-62.411252824975044
0.0,71,0.005,27.01082158088684,-61.51770746692708
0.05,72,0.005,27.31156897544861,-60.84387250504418
0.1,73,0.005,27.650084972381592,-59.89330861406361
0.05,74,0.005,27.966490268707275,-59.26811692391968
0.0,75,0.005,28.26725745201111,-58.36757007974688
0.05,76,0.005,28.583627939224243,-57.3106127679426
0.0,77,0.005,28.899987936019897,-56.24102541627905
0.0,78,0.005,29.238476753234863,-55.177160848946244
0.0,79,0.005,29.601710557937622,-54.08909900596821
0.0,80,0.005,29.933700561523438,-53.06328400906178
0.05,81,0.005,30.24094581604004,-51.7028518313212
0.0,82,0.005,30.573039531707764,-50.614868392860224
0.05,83,0.005,30.858182668685913,-49.59974205772787
0.0,84,0.005,31.221375465393066,-48.81162545808905
0.0,85,0.005,31.591176748275757,-47.713674353502526
0.0,86,0.005,31.92315435409546,-46.67279281364431
0.0,87,0.005,32.246033668518066,-45.49169274874904
0.0,88,0.005,32.56244874000549,-44.20062632776339
0.05,89,0.005,32.941291093826294,-43.18134052973472
0.1,90,0.005,33.248573303222656,-42.235720557548255
0.05,91,0.005,33.54934215545654,-41.09230239729056
0.0,92,0.005,33.9125759601593,-39.91137085414647
0.05,93,0.005,34.23639488220215,-38.73863318661231
0.0,94,0.005,34.5435733795166,-37.79911512809033
0.05,95,0.005,34.862722635269165,-36.663106350835136
0.1,96,0.005,35.17588567733765,-35.59790945647465
0.05,97,0.005,35.500017166137695,-34.55718755232416
0.0,98,0.005,35.87900400161743,-33.29269031690301
0.0,99,0.005,36.288907527923584,-32.21302827569962
0.0,100,0.005,36.730724573135376,-31.14602275817002
0.05,101,0.005,37.13364863395691,-30.160933236859897
0.0,102,0.005,37.47673273086548,-29.17150436546092
0.0,103,0.005,37.817586183547974,-28.010898291743597
0.0,104,0.005,38.1317458152771,-27.042452778097164
0.0,105,0.005,38.44690227508545,-26.02933109893016
0.0,106,0.005,38.756587982177734,-25.189037507062952
0.0,107,0.005,39.07071304321289,-24.734264720424047
0.05,108,0.005,39.37889003753662,-24.029635775328483
0.1,109,0.005,39.6966769695282,-23.53006184218671
0.05,110,0.005,40.01682090759277,-22.578842685912818
0.0,111,0.005,40.331979274749756,-21.8567245313188
0.05,112,0.005,40.647136211395264,-21.145457835578764
0.1,113,0.005,40.96029782295227,-20.96265529928366
0.05,114,0.005,41.29640030860901,-20.765855599582352
0.1,115,0.005,41.617541551589966,-20.616076609667587
0.15000000000000002,116,0.005,41.94566297531128,-20.469104845581555
0.10000000000000002,117,0.005,42.26680517196655,-20.236313727631025
0.15000000000000002,118,0.005,42.5869824886322,-19.983308659971566
0.10000000000000002,119,0.005,42.90912103652954,-19.961379422124324
0.15000000000000002,120,0.005,43.234251976013184,-19.301085697184973
0.10000000000000002,121,0.005,43.560381174087524,-19.081911461800573
0.15000000000000002,122,0.005,43.89548444747925,-18.665727397927142
0.10000000000000002,123,0.005,44.20964479446411,-18.544576388763936
0.05000000000000002,124,0.005,44.50286054611206,-17.99430588820367
1.3877787807814457e-17,125,0.005,44.79108929634094,-17.776504101776837
0.0,126,0.005,45.08630037307739,-17.720821021925104
0.0,127,0.005,45.385533571243286,-17.708074662788366
0.0,128,0.005,45.696666955947876,-17.660843451440986
0.0,129,0.005,46.01713752746582,-17.653230382589697
0.0,130,0.005,46.32701325416565,-17.58992602897546
0.05,131,0.005,46.6391441822052,-17.592371073894707
0.0,132,0.005,46.965272665023804,-17.56439701341662
0.0,133,0.005,47.291401624679565,-17.539893149700813
0.05,134,0.005,47.59558653831482,-17.308086017371423
0.0,135,0.005,47.901769161224365,-17.293380054223235
0.05,136,0.005,48.20296382904053,-17.355296128434144
0.0,137,0.005,48.52410554885864,-17.38265855250005
0.0,138,0.005,48.907081604003906,-17.33433749195136
0.05,139,0.005,49.27769470214844,-17.340551886521954
0.0,140,0.005,49.594640016555786,-17.20514287779358
0.0,141,0.005,49.93173575401306,-17.231564035878385
0.05,142,0.005,50.239911794662476,-17.291543791875352
0.0,143,0.005,50.55307388305664,-17.223363565216882
0.0,144,0.005,50.840306758880615,-17.19235413509533
0.05,145,0.005,51.12454581260681,-17.221704906913512
0.0,146,0.005,51.436872482299805,-17.265027153074683
0.0,147,0.005,51.79690861701965,-17.267353835386874
0.0,148,0.005,52.22576332092285,-17.308524160738568
0.05,149,0.005,52.59577250480652,-17.411601885363133
0.1,150,0.005,52.96179413795471,-17.475239216370934
0.05,151,0.005,53.302881479263306,-17.500023024729163
0.1,152,0.005,53.63000798225403,-17.495133631458327
0.05,153,0.005,53.97308874130249,-17.549236180197173
0.0,154,0.005,54.32913827896118,-17.54196189887737
0.0,155,0.005,54.65227270126343,-17.50849038153471
0.0,156,0.005,54.994357109069824,-17.577925894554664
0.0,157,0.005,55.35339713096619,-17.577590535742406
0.05,158,0.005,55.65259909629822,-17.631841017963776
0.0,159,0.005,55.954789876937866,-17.705996039354716
0.0,160,0.005,56.25099778175354,-17.78931267682775
0.0,161,0.005,56.57214045524597,-17.75242031071009
0.05,162,0.005,56.90225601196289,-17.80505288821114
0.0,163,0.005,57.235366344451904,-17.823545831997443
0.05,164,0.005,57.56188225746155,-17.80726875274958
0.1,165,0.005,57.91001296043396,-17.833085326181617
0.15000000000000002,166,0.005,58.26506304740906,-17.904046639894123
0.10000000000000002,167,0.005,58.6869330406189,-17.964293734727715
0.05000000000000002,168,0.005,59.14072060585022,-18.004767218991848
0.10000000000000002,169,0.005,59.51548933982849,-17.946062041064163
0.15000000000000002,170,0.005,59.88753008842468,-17.96384788482642
0.2,171,0.005,60.22160053253174,-17.988054004381297
0.15000000000000002,172,0.005,60.53775477409363,-17.964413973078855
0.2,173,0.005,60.86388278007507,-18.00125692356682
0.15000000000000002,174,0.005,61.181323289871216,-17.965332431850282
0.10000000000000002,175,0.005,61.50146746635437,-17.94777452873347
0.15000000000000002,176,0.005,61.83461570739746,-17.991714021341014
0.2,177,0.005,62.18065118789673,-18.063374828724807
0.15000000000000002,178,0.005,62.51176404953003,-18.07080662807351
0.10000000000000002,179,0.005,62.80697441101074,-18.09431723874654
0.15000000000000002,180,0.005,63.11714506149292,-18.10703295945252
0.10000000000000002,181,0.005,63.451251745224,-18.131606827877672
0.15000000000000002,182,0.005,63.761422634124756,-18.140845387032588
0.2,183,0.005,64.08459234237671,-18.15393355674206
0.25,184,0.005,64.57624745368958,-18.12749081224321
0.3,185,0.005,64.9632453918457,-18.163630688199884
0.35,186,0.005,65.36214661598206,-18.086257491292667
0.3,187,0.005,65.72218084335327,-18.11450320595393
0.35,188,0.005,66.05750632286072,-18.116267378391825
0.39999999999999997,189,0.005,66.37864804267883,-18.085844546067563
0.35,190,0.005,66.66986894607544,-18.111689283371803
0.3,191,0.005,66.96109008789062,-18.01071908859216
0.35,192,0.005,67.2572979927063,-17.94551787651654
0.39999999999999997,193,0.005,67.604323387146,-17.959008242928306
0.35,194,0.005,67.96236443519592,-17.958068089964332
0.39999999999999997,195,0.005,68.35332083702087,-17.93486245900955
0.35,196,0.005,68.700035572052,-17.911937130701645
0.3,197,0.005,69.02513337135315,-17.876103262809796
0.25,198,0.005,69.37020945549011,-17.849996466474554
0.3,199,0.005,69.70235753059387,-17.813915972936968
0.25,200,0.005,70.0005247592926,-17.80282500164795
0.3,201,0.005,70.29673433303833,-17.791422075279964
0.35,202,0.005,70.5859591960907,-17.782922072773598
0.3,203,0.005,70.92306160926819,-17.784916696146603
0.25,204,0.005,71.23522329330444,-17.743972331886884
0.2,205,0.005,71.54654026031494,-17.710581759810065
0.25,206,0.005,71.83751273155212,-17.68755440147442
0.2,207,0.005,72.13571548461914,-17.74100964634406
0.25,208,0.005,72.45283675193787,-17.681864596758825
0.3,209,0.005,72.81685829162598,-17.618181972735567
0.25,210,0.005,73.16991567611694,-17.547475627557173
0.2,211,0.005,73.48507285118103,-17.572632419305474
0.15000000000000002,212,0.005,73.80724382400513,-17.504231330490818
0.10000000000000002,213,0.005,74.1413164138794,-17.47495226555134
0.15000000000000002,214,0.005,74.45248579978943,-17.45113257840541
0.2,215,0.005,74.74769473075867,-17.448225240278216
0.25,216,0.005,75.03891611099243,-17.37905034584319
0.3,217,0.005,75.34712505340576,-17.302841926087993
0.25,218,0.005,75.64532852172852,-17.284745921261376
0.2,219,0.005,75.93252635002136,-17.279641295599166
0.15000000000000002,220,0.005,76.22274947166443,-17.25680782195256
0.10000000000000002,221,0.005,76.52697515487671,-17.325176563707355
0.05000000000000002,222,0.005,76.84212899208069,-17.36440991615733
1.3877787807814457e-17,223,0.005,77.16124057769775,-17.34928100736737
0.0,224,0.005,77.48740339279175,-17.372114862355104
0.05,225,0.005,77.82546472549438,-17.375985855299156
0.0,226,0.005,78.14664387702942,-17.315027967311643
0.0,227,0.005,78.48074626922607,-17.22067760097462
0.05,228,0.005,78.80487942695618,-17.1840769007208
0.0,229,0.005,79.12299656867981,-17.13965395012243
0.05,230,0.005,79.44513511657715,-17.12625162994053
0.1,231,0.005,79.84305238723755,-17.088574683302827
0.05,232,0.005,80.21605396270752,-17.07471230291067
0.1,233,0.005,80.56910800933838,-17.018058053735547
0.15000000000000002,234,0.005,80.90022373199463,-16.978058607898298
0.10000000000000002,235,0.005,81.24929189682007,-16.955974325589608
0.05000000000000002,236,0.005,81.56395626068115,-16.98421128648463
1.3877787807814457e-17,237,0.005,81.85817241668701,-16.964424921695915
0.05000000000000002,238,0.005,82.14935874938965,-16.900264423973134
1.3877787807814457e-17,239,0.005,82.45254850387573,-16.91756575360535
0.05000000000000002,240,0.005,82.788649559021,-16.870083475200232
0.10000000000000002,241,0.005,83.10284519195557,-16.854427018315732
0.05000000000000002,242,0.005,83.44688773155212,-16.909693927939944
1.3877787807814457e-17,243,0.005,83.9086525440216,-16.888452160016065
0.0,244,0.005,84.32354378700256,-16.811720027671587
0.0,245,0.005,84.67659854888916,-16.81467176983816
0.05,246,0.005,85.0156934261322,-16.798322174654945
0.1,247,0.005,85.34580969810486,-16.796840326611232
0.05,248,0.005,85.66096687316895,-16.763903249909234
0.0,249,0.005,85.99507355690002,-16.6957985650442
0.0,250,0.005,86.31407117843628,-16.717896003606505
0.0,251,0.005,86.6481773853302,-16.669212123131935
0.0,252,0.005,86.9643325805664,-16.71780574743032
0.0,253,0.005,87.32939529418945,-16.661957175405647
0.05,254,0.005,87.71033787727356,-16.668505026032037
0.0,255,0.005,88.0683798789978,-16.684329398232954
0.05,256,0.005,88.39550805091858,-16.66975235254941
0.1,257,0.005,88.74158000946045,-16.60477665755735
0.15000000000000002,258,0.005,89.0712616443634,-16.65194931331999
0.10000000000000002,259,0.005,89.45822620391846,-16.67409626013789
0.15000000000000002,260,0.005,89.778493642807,-16.69381924803695
0.2,261,0.005,90.13653612136841,-16.70049615980157
0.15000000000000002,262,0.005,90.49295115470886,-16.67708905123089
0.10000000000000002,263,0.005,90.83802938461304,-16.644303591069946
0.15000000000000002,264,0.005,91.1312460899353,-16.630625232414022
0.10000000000000002,265,0.005,91.4563775062561,-16.601866576540466
0.15000000000000002,266,0.005,91.79247713088989,-16.61326277375318
0.10000000000000002,267,0.005,92.09466934204102,-16.653081969165058
0.05000000000000002,268,0.005,92.39187407493591,-16.659863114707296
1.3877787807814457e-17,269,0.005,92.69406628608704,-16.662768446125394
0.05000000000000002,270,0.005,92.98329162597656,-16.648068031466266
0.10000000000000002,271,0.005,93.27750706672668,-16.536794043446527
0.05000000000000002,272,0.005,93.57770323753357,-16.53008904178559
1.3877787807814457e-17,273,0.005,93.88189125061035,-16.52161009455567
0.0,274,0.005,94.19285345077515,-16.552207641727158
0.05,275,0.005,94.50299286842346,-16.597855037572334
0.1,276,0.005,94.82313418388367,-16.582727390784086
0.15000000000000002,277,0.005,95.2273862361908,-16.556208091035987
0.2,278,0.005,95.61235690116882,-16.624337882450842
0.25,279,0.005,95.9694037437439,-16.643741465112285
0.2,280,0.005,96.30749940872192,-16.694775348634515
0.25,281,0.005,96.61770176887512,-16.724635783202835
0.2,282,0.005,96.91188311576843,-16.72177060656533
0.25,283,0.005,97.20756196975708,-16.69844644343111
0.3,284,0.005,97.51972770690918,-16.724452550536338
0.25,285,0.005,97.83488488197327,-16.70233529607819
0.2,286,0.005,98.1520369052887,-16.676814138122776
0.25,287,0.005,98.48817491531372,-16.682940791722984
0.2,288,0.005,98.81825542449951,-16.756014993530215
0.15000000000000002,289,0.005,99.14338564872742,-16.772737173921527
0.2,290,0.005,99.45654821395874,-16.795082140789365
0.15000000000000002,291,0.005,99.8173394203186,-16.797680538652752
0.2,292,0.005,100.19532918930054,-16.79674444622676
0.25,293,0.005,100.52943515777588,-16.778322543148846
0.3,294,0.005,100.88348960876465,-16.804281317421168
0.25,295,0.005,101.19964289665222,-16.81238496720303
0.2,296,0.005,101.48725748062134,-16.86743619827175
0.15000000000000002,297,0.005,101.7844626903534,-16.86152821770836
0.10000000000000002,298,0.005,102.08172249794006,-16.886944549451368
0.15000000000000002,299,0.005,102.38291692733765,-16.9442131038049
0.10000000000000002,300,0.005,102.7070848941803,-16.925099625472676
0.05000000000000002,301,0.005,103.03118371963501,-16.95696765222489
1.3877787807814457e-17,302,0.005,103.36753392219543,-16.915556234812424
0.0,303,0.005,103.7315924167633,-16.9701658700504
0.0,304,0.005,104.1155321598053,-16.971204588055567
0.05,305,0.005,104.43970131874084,-16.95787868436472
0.0,306,0.005,104.77077960968018,-16.96647534356036
0.05,307,0.005,105.08076453208923,-16.937576553782268
0.1,308,0.005,105.39891266822815,-16.881610470670626
0.05,309,0.005,105.73102498054504,-16.852368636830203
0.0,310,0.005,106.06014323234558,-16.864636145542864
0.05,311,0.005,106.3872709274292,-16.877730156349575
0.0,312,0.005,106.71339726448059,-16.870843727149776
0.0,313,0.005,107.05441975593567,-16.867791782785734
0.05,314,0.005,107.37356472015381,-16.91400295374069
0.0,315,0.005,107.70069074630737,-16.930479945721785
0.0,316,0.005,108.02083420753479,-16.93294807359669
0.0,317,0.005,108.33724284172058,-16.907752188663878
0.05,318,0.005,108.69827795028687,-16.86409387812047
0.1,319,0.005,109.07427406311035,-16.873707452526038
0.05,320,0.005,109.51609206199646,-16.91090143221371
0.0,321,0.005,109.86715149879456,-16.935823869929237
0.0,322,0.005,110.21821331977844,-16.903819735249552
0.0,323,0.005,110.55730652809143,-16.907406795854065
0.05,324,0.005,110.87445831298828,-16.90958744255448
0.0,325,0.005,111.21654391288757,-16.87290918481641
0.0,326,0.005,111.55667304992676,-16.857822552025407
0.0,327,0.005,111.89074230194092,-16.893061730690402
0.05,328,0.005,112.20588707923889,-16.8731375638891
0.0,329,0.005,112.5250334739685,-16.837788100335707
0.0,330,0.005,112.85016417503357,-16.82049627290665
0.05,331,0.005,113.1693115234375,-16.783302313708614
0.0,332,0.005,113.47648906707764,-16.762177614253297
0.0,333,0.005,113.77672052383423,-16.765361123673205
0.0,334,0.005,114.09982180595398,-16.756215543047833
0.05,335,0.005,114.43592381477356,-16.788505136208386
0.0,336,0.005,114.75207781791687,-16.785179099990742
0.0,337,0.005,115.06324625015259,-16.75151149445896
0.0,338,0.005,115.37840366363525,-16.72828959589568
0.05,339,0.005,115.71749663352966,-16.67564104664743
0.0,340,0.005,116.05160331726074,-16.672399596256593
0.0,341,0.005,116.40465974807739,-16.651184206250335
0.0,342,0.005,116.69590997695923,-16.647465603348685
0.0,343,0.005,117.02802014350891,-16.6764009835537
0.05,344,0.005,117.42001008987427,-16.680034301350496
0.0,345,0.005,117.75906491279602,-16.653985232742226
0.05,346,0.005,118.07924509048462,-16.592619779026236
0.0,347,0.005,118.40334272384644,-16.636109930568328
0.0,348,0.005,118.72847270965576,-16.675909000458226
0.0,349,0.005,119.11647033691406,-16.659671995655454
0.05,350,0.005,119.49641942977905,-16.711346453939687
0.0,351,0.005,119.84947514533997,-16.719715251388223
0.0,352,0.005,120.15166664123535,-16.704354421496806
0.0,353,0.005,120.50475740432739,-16.656030432381325
0.0,354,0.005,120.82387185096741,-16.669028292974055
0.05,355,0.005,121.14108157157898,-16.66351062549961
0.1,356,0.005,121.47817730903625,-16.625178725374884
0.05,357,0.005,121.81627607345581,-16.64199481302026
0.0,358,0.005,122.1314332485199,-16.655759644567723
0.0,359,0.005,122.46653580665588,-16.673356613586176
0.0,360,0.005,122.77574419975281,-16.665775543424253
0.0,361,0.005,123.07989406585693,-16.66227633482749
0.0,362,0.005,123.41001224517822,-16.649687368255712
0.0,363,0.005,123.71918439865112,-16.64293840996116
0.0,364,0.005,124.03434443473816,-16.60226167867653
0.05,365,0.005,124.35847616195679,-16.587314312922295
0.1,366,0.005,124.66465878486633,-16.555922305264506
0.05,367,0.005,124.97682237625122,-16.568993738920735
0.1,368,0.005,125.2720320224762,-16.56866969840154
0.05,369,0.005,125.60514402389526,-16.625491978056303
0.1,370,0.005,125.91747260093689,-16.60088965368846
0.15000000000000002,371,0.005,126.25062918663025,-16.60470786402468
0.10000000000000002,372,0.005,126.55880331993103,-16.6248385782287
0.15000000000000002,373,0.005,126.85999822616577,-16.612602982144335
0.10000000000000002,374,0.005,127.15720319747925,-16.629623872318806
0.05000000000000002,375,0.005,127.46837091445923,-16.63028109781378
1.3877787807814457e-17,376,0.005,127.77953910827637,-16.650045767631234
0.05000000000000002,377,0.005,128.0877149105072,-16.6304895382137
1.3877787807814457e-17,378,0.005,128.3809311389923,-16.63579881525085
0.05000000000000002,379,0.005,128.69409346580505,-16.70863599925674
0.10000000000000002,380,0.005,129.01224279403687,-16.732317326723464
0.05000000000000002,381,0.005,129.3348104953766,-16.792211658161353
0.10000000000000002,382,0.005,129.6629340648651,-16.81677514696139
0.05000000000000002,383,0.005,129.9900608062744,-16.82504149007536
1.3877787807814457e-17,384,0.005,130.31419157981873,-16.81951627595605
0.0,385,0.005,130.66129803657532,-16.811090387031896
0.05,386,0.005,130.9873926639557,-16.82238799805152
0.0,387,0.005,131.32552480697632,-16.82851177823131
0.0,388,0.005,131.68552589416504,-16.789115831043986
0.05,389,0.005,132.08246445655823,-16.84202659042909
0.1,390,0.005,132.47042751312256,-16.834854654353084
0.05,391,0.005,132.83513641357422,-16.831279184999392
0.1,392,0.005,133.22309851646423,-16.844455628830573
0.05,393,0.005,133.57914638519287,-16.871695157534205
0.0,394,0.005,133.89558458328247,-16.886078767798296
0.05,395,0.005,134.2137336730957,-16.895690897233195
0.0,396,0.005,134.5478389263153,-16.900614889525272
0.0,397,0.005,134.89092254638672,-16.858895559359198
0.05,398,0.005,135.2170491218567,-16.837749121834012
0.0,399,0.005,135.53220772743225,-16.852944842656008
0.05,400,0.005,135.8304088115692,-16.790286635073997
0.0,401,0.005,136.12861132621765,-16.737681812699456
0.0,402,0.005,136.42681550979614,-16.810917044990102
0.0,403,0.005,136.75892734527588,-16.854997495333272
0.0,404,0.005,137.08209609985352,-16.88128181759704
0.05,405,0.005,137.40519762039185,-16.90098388599747
0.0,406,0.005,137.71241450309753,-16.928678899909727
0.0,407,0.005,138.01855897903442,-16.915447878200258
0.05,408,0.005,138.31875491142273,-16.959706085994487
0.0,409,0.005,138.62094807624817,-16.971973354991523
0.05,410,0.005,138.92214345932007,-17.036195043195335
0.1,411,0.005,139.22226572036743,-17.03722733692531
0.05,412,0.005,139.5334677696228,-17.042324580003775
0.1,413,0.005,139.8526167869568,-17.056610041703763
0.15000000000000002,414,0.005,140.174720287323,-17.11005267496411
0.10000000000000002,415,0.005,140.48788142204285,-17.13325174067448
0.15000000000000002,416,0.005,140.80407071113586,-17.14515631113632
0.10000000000000002,417,0.005,141.1152036190033,-17.16193065512373
0.05000000000000002,418,0.005,141.40845680236816,-17.222893158481558
1.3877787807814457e-17,419,0.005,141.70462894439697,-17.158870341555783
0.0,420,0.005,142.00083684921265,-17.162323744915053
0.0,421,0.005,142.30602097511292,-17.158061831787077
0.0,422,0.005,142.5972421169281,-17.15450648839515
0.0,423,0.005,142.89145398139954,-17.17328911829959
0.0,424,0.005,143.2055253982544,-17.156804522817854
0.0,425,0.005,143.5156955718994,-17.157287683791957
0.0,426,0.005,143.8119022846222,-17.166792366639747
0.05,427,0.005,144.11609053611755,-17.1863095374332
0.1,428,0.005,144.41628623008728,-17.167013476804723
0.05,429,0.005,144.76335835456848,-17.09302372843699
0.0,430,0.005,145.08150672912598,-17.048019466978037
0.0,431,0.005,145.40068769454956,-17.000288030523528
0.0,432,0.005,145.72777938842773,-17.00371457461757
0.0,433,0.005,146.07945370674133,-17.00808944456178
0.0,434,0.005,146.42153882980347,-17.04609974564576
0.0,435,0.005,146.78559947013855,-17.043862969772974
0.0,436,0.005,147.11069631576538,-17.07740253300569
0.0,437,0.005,147.4278483390808,-17.09830689875457
0.0,438,0.005,147.7873363494873,-17.123380718871644
0.0,439,0.005,148.14737582206726,-17.06540632639383
0.0,440,0.005,148.49743819236755,-17.108533434238772
0.0,441,0.005,148.89038825035095,-17.11236284693892
0.0,442,0.005,149.23945426940918,-17.0540567637578
0.05,443,0.005,149.5675768852234,-17.020585266583534
0.0,444,0.005,149.9169578552246,-16.971979619909906
0.0,445,0.005,150.2360692024231,-16.987334692290673
0.05,446,0.005,150.55007076263428,-16.99667820776757
0.1,447,0.005,150.85225987434387,-17.002258447698
0.05,448,0.005,151.18337416648865,-16.990233285286635
0.0,449,0.005,151.48560214042664,-16.9960901330205
0.0,450,0.005,151.8176784515381,-17.023700798191694
0.0,451,0.005,152.1548981666565,-17.0311421055044
0.0,452,0.005,152.48205542564392,-16.970092311182537
0.05,453,0.005,152.8071892261505,-16.98213500295536
0.0,454,0.005,153.14724493026733,-16.985084526747457
0.0,455,0.005,153.46902012825012,-16.971541565343795
0.0,456,0.005,153.8280942440033,-16.94692785739572
0.05,457,0.005,154.15718173980713,-16.929269227635675
0.0,458,0.005,154.47931957244873,-16.893185212764866
0.0,459,0.005,154.80714201927185,-16.91598776592534
0.05,460,0.005,155.13725805282593,-16.88479313432431
0.1,461,0.005,155.48333358764648,-16.904506948373765
0.05,462,0.005,155.78652238845825,-16.946635543303344
0.0,463,0.005,156.0917067527771,-16.936619067017098
0.0,464,0.005,156.38990807533264,-16.87559088497437
0.05,465,0.005,156.70307183265686,-16.856126893552776
0.1,466,0.005,156.99828124046326,-16.881600233269808
0.05,467,0.005,157.30346727371216,-16.850618699495143
0.1,468,0.005,157.62863087654114,-16.812790354524594
0.05,469,0.005,157.95372867584229,-16.84196268720864
0.0,470,0.005,158.2529273033142,-16.83140292922151
0.0,471,0.005,158.55657982826233,-16.85777172042863
0.05,472,0.005,158.87269949913025,-16.91912087017832
0.0,473,0.005,159.21781253814697,-16.936154666694495
0.05,474,0.005,159.5549077987671,-16.91462403486855
0.0,475,0.005,159.88599061965942,-16.89872725626887
0.0,476,0.005,160.21315026283264,-16.864255478015142
0.0,477,0.005,160.54123997688293,-16.82825653948634
0.0,478,0.005,160.85044860839844,-16.793382286796458
0.0,479,0.005,161.1666021347046,-16.801592876283365
0.05,480,0.005,161.46975708007812,-16.820546189154648
0.1,481,0.005,161.76898956298828,-16.848323495320447
0.05,482,0.005,162.07142639160156,-16.842435384827755
0.0,483,0.005,162.37960171699524,-16.828666509109144
0.05,484,0.005,162.68726682662964,-16.797191340318683
0.0,485,0.005,162.98573207855225,-16.81655454914586
0.05,486,0.005,163.29390859603882,-16.775564248079178
0.1,487,0.005,163.65294861793518,-16.734055030438984
0.15000000000000002,488,0.005,164.00999402999878,-16.736194044619477
0.10000000000000002,489,0.005,164.36205315589905,-16.786634397537032
0.05000000000000002,490,0.005,164.6542673110962,-16.774735570608563
