n_koeff,iteration,novelty,total_time,reward
0.95,1,nan,4.863993406295776,-78.68378058615328
0.8999999999999999,2,0.005,5.188126564025879,-80.93653997698827
0.8499999999999999,3,0.005,5.495305061340332,-79.34976531716045
0.7999999999999998,4,0.005,5.805476903915405,-76.38076378112984
0.7499999999999998,5,0.005,6.117643117904663,-76.56091010286771
0.6999999999999997,6,0.005,6.425817966461182,-74.46623154109282
0.6499999999999997,7,0.005,6.735989570617676,-72.29065420520915
0.5999999999999996,8,0.005,7.0421693325042725,-70.61136181790403
0.5499999999999996,9,0.005,7.335386276245117,-67.10602231033825
0.4999999999999996,10,0.005,7.617630481719971,-63.80918642686694
0.4499999999999996,11,0.005,7.898879528045654,-60.99488550543586
0.39999999999999963,12,0.005,8.183117151260376,-58.56193021111938
0.34999999999999964,13,0.005,8.471348762512207,-56.34183810555233
0.29999999999999966,14,0.005,8.75159740447998,-55.24117729254169
0.24999999999999967,15,0.005,9.037832498550415,-54.37157743870921
0.19999999999999968,16,0.005,9.318787336349487,-52.85343233392183
0.1499999999999997,17,0.005,9.64890718460083,-51.278091298983256
0.19999999999999968,18,0.005,9.96007490158081,-50.16762742022453
0.24999999999999967,19,0.005,10.248268365859985,-49.32983425009124
0.29999999999999966,20,0.005,10.557441234588623,-48.33227613723297
0.34999999999999964,21,0.005,10.881575345993042,-48.318637839893114
0.29999999999999966,22,0.005,11.255577564239502,-48.052138498698575
0.24999999999999967,23,0.005,11.637900590896606,-47.45394430939397
0.19999999999999968,24,0.005,12.001963138580322,-46.19682642286176
0.1499999999999997,25,0.005,12.430818319320679,-46.4231718657754
0.09999999999999969,26,0.005,12.749927282333374,-45.77998548016665
0.1499999999999997,27,0.005,13.070071935653687,-45.70041253828521
0.09999999999999969,28,0.005,13.394204139709473,-45.46664855385974
0.1499999999999997,29,0.005,13.729308128356934,-44.619023444229214
0.09999999999999969,30,0.005,14.039478778839111,-44.529607535246036
0.049999999999999684,31,0.005,14.346590757369995,-44.6610181468917
0.0,32,0.005,14.663742303848267,-43.931933289898026
0.0,33,0.005,14.990868091583252,-43.9220714348641
0.0,34,0.005,15.285080909729004,-43.465914727147755
0.05,35,0.005,15.593256711959839,-42.91207289009377
0.0,36,0.005,15.88746976852417,-42.963988254710905
0.0,37,0.005,16.168752670288086,-42.37402329466148
0.05,38,0.005,16.474900484085083,-42.27749864589885
0.1,39,0.005,16.77609372138977,-42.00493952414035
0.15000000000000002,40,0.005,17.083272457122803,-41.700269776167445
0.10000000000000002,41,0.005,17.38147473335266,-41.36498895272177
0.15000000000000002,42,0.005,17.670701265335083,-41.0015768327501
0.2,43,0.005,18.018284559249878,-40.93075056009593
0.15000000000000002,44,0.005,18.369344472885132,-40.658663618017854
0.10000000000000002,45,0.005,18.71142840385437,-40.41700321646598
0.05000000000000002,46,0.005,18.99468994140625,-40.50471860256704
1.3877787807814457e-17,47,0.005,19.316828966140747,-40.31384791315264
0.0,48,0.005,19.672877311706543,-40.10207117504259
0.05,49,0.005,19.9820499420166,-39.65394733911398
0.1,50,0.005,20.27547550201416,-39.736540810456866
0.05,51,0.005,20.588631868362427,-38.74017790280958
0.1,52,0.005,20.940691232681274,-37.55944638200907
0.15000000000000002,53,0.005,21.231911659240723,-36.66545196791494
0.2,54,0.005,21.51615262031555,-35.76381307874684
0.15000000000000002,55,0.005,21.801388025283813,-34.82023596294688
0.10000000000000002,56,0.005,22.126518487930298,-34.07297436302631
0.05000000000000002,57,0.005,22.39743995666504,-33.41798467141766
0.10000000000000002,58,0.005,22.683675050735474,-32.864844557513194
0.05000000000000002,59,0.005,22.99883198738098,-32.72008516965218
0.10000000000000002,60,0.005,23.285066604614258,-32.64391895187833
0.05000000000000002,61,0.005,23.57429575920105,-32.57705569240288
0.10000000000000002,62,0.005,23.866512060165405,-32.53899188266697
0.15000000000000002,63,0.005,24.1517493724823,-32.44791127070301
0.2,64,0.005,24.443967819213867,-32.18865241926687
0.25,65,0.005,24.724218606948853,-31.82371280555185
0.3,66,0.005,25.020427465438843,-31.82922221669628
0.25,67,0.005,25.318718194961548,-31.86864201440916
0.2,68,0.005,25.5989351272583,-31.7464203379258
0.15000000000000002,69,0.005,25.886167287826538,-31.599853350864986
0.2,70,0.005,26.176424503326416,-31.517599745565985
0.25,71,0.005,26.47961401939392,-31.211061529252945
0.3,72,0.005,26.820703983306885,-30.780223342491517
0.35,73,0.005,27.128843784332275,-30.88393801340509
0.39999999999999997,74,0.005,27.40909457206726,-31.010254029646326
0.44999999999999996,75,0.005,27.732229948043823,-30.334061512270576
0.39999999999999997,76,0.005,28.04542636871338,-30.221391508718952
0.35,77,0.005,28.360585689544678,-29.773659462247778
0.39999999999999997,78,0.005,28.637842416763306,-29.453638956752698
0.35,79,0.005,28.921051740646362,-29.68713897372289
0.39999999999999997,80,0.005,29.208316564559937,-29.302264862926855
0.44999999999999996,81,0.005,29.50552248954773,-28.776796857015366
0.49999999999999994,82,0.005,29.802693605422974,-28.783253224925648
0.5499999999999999,83,0.005,30.132811546325684,-28.66636400453758
