total_time,n_koeff,novelty,iteration,reward
20.195842027664185,0.05,0.005,53,-50.97208200075608
20.470359086990356,0.0,0.005,54,-50.4806364923981
20.780158281326294,0.0,0.005,55,-49.927163918182195
21.0534188747406,0.0,0.005,56,-49.113500536614644
21.33458399772644,0.0,0.005,57,-48.204175535897114
21.622316360473633,0.0,0.005,58,-47.627365400150346
21.935693979263306,0.05,0.005,59,-46.78753718609545
22.258586406707764,0.0,0.005,60,-45.74988330593632
22.606299877166748,0.0,0.005,61,-44.60573882509371
22.943668127059937,0.05,0.005,62,-44.02834494075767
23.22786593437195,0.0,0.005,63,-43.031944596933165
23.496877670288086,0.05,0.005,64,-42.60415552423566
23.7719464302063,0.0,0.005,65,-41.64124665610627
24.051058769226074,0.0,0.005,66,-40.60314971158547
24.318012475967407,0.05,0.005,67,-39.594294806675514
24.598652601242065,0.0,0.005,68,-38.74039442833554
24.867990255355835,0.0,0.005,69,-38.308670866572406
25.115384340286255,0.05,0.005,70,-38.06778492441849
25.397522926330566,0.1,0.005,71,-37.43627173499536
25.691160440444946,0.05,0.005,72,-37.17334479634976
25.939146280288696,0.0,0.005,73,-36.74231658484874
26.218774795532227,0.05,0.005,74,-36.30373376495494
26.487112760543823,0.1,0.005,75,-36.42703797345868
26.756274223327637,0.05,0.005,76,-35.66510721613137
27.04184913635254,0.0,0.005,77,-34.85596070983038
27.320504665374756,0.0,0.005,78,-34.34424596211307
27.605417251586914,0.05,0.005,79,-33.53584065502609
27.874835729599,0.0,0.005,80,-33.090338127319555
28.137866973876953,0.05,0.005,81,-32.83169417265844
28.40728783607483,0.1,0.005,82,-32.09679742629923
28.69405484199524,0.05,0.005,83,-31.59664026216852
28.961798191070557,0.1,0.005,84,-30.911653701051026
29.24703025817871,0.15000000000000002,0.005,85,-30.33723480297217
29.541292428970337,0.10000000000000002,0.005,86,-29.897131559533154
29.810595273971558,0.15000000000000002,0.005,87,-29.79713897767735
30.09743046760559,0.2,0.005,88,-29.12409070050725
30.380598306655884,0.15000000000000002,0.005,89,-28.783527781712237
30.650136470794678,0.10000000000000002,0.005,90,-28.094872212249342
30.950926542282104,0.05000000000000002,0.005,91,-27.474013486866976
31.23399019241333,0.10000000000000002,0.005,92,-27.09511217684316
31.514180183410645,0.15000000000000002,0.005,93,-26.49274685541385
31.799297094345093,0.2,0.005,94,-25.779001418842626
32.06878638267517,0.15000000000000002,0.005,95,-25.386107169064143
32.351850748062134,0.10000000000000002,0.005,96,-24.730044059427787
32.61737942695618,0.15000000000000002,0.005,97,-24.392676550879614
32.88692808151245,0.10000000000000002,0.005,98,-24.067384640019604
33.20189142227173,0.05000000000000002,0.005,99,-23.534156205230587
33.48822593688965,1.3877787807814457e-17,0.005,100,-23.136321378777623
33.80337691307068,0.05000000000000002,0.005,101,-22.665546891417026
34.07414102554321,1.3877787807814457e-17,0.005,102,-22.27702374975554
34.366498708724976,0.0,0.005,103,-22.12622282208305
34.734880208969116,0.05,0.005,104,-21.513664221640852
35.05302906036377,0.0,0.005,105,-20.955330167109185
35.36519432067871,0.05,0.005,106,-20.52679737289443
35.64238357543945,0.1,0.005,107,-20.30580992479869
35.911874771118164,0.15000000000000002,0.005,108,-19.8236324707837
36.165738582611084,0.10000000000000002,0.005,109,-19.576560012702252
36.42872476577759,0.05000000000000002,0.005,110,-19.582303668686663
36.814093828201294,0.10000000000000002,0.005,111,-19.59322520873042
37.13045406341553,0.05000000000000002,0.005,112,-19.203252374924585
37.431233644485474,1.3877787807814457e-17,0.005,113,-19.159271589900253
37.85030269622803,0.05000000000000002,0.005,114,-18.506513929397464
38.48281645774841,0.10000000000000002,0.005,115,-18.53831804503384
38.89405870437622,0.05000000000000002,0.005,116,-18.581123896049395
39.28480362892151,0.10000000000000002,0.005,117,-18.412407992926138
39.64719247817993,0.05000000000000002,0.005,118,-18.389988695637438
39.97965335845947,1.3877787807814457e-17,0.005,119,-18.314005513459158
40.28234362602234,0.05000000000000002,0.005,120,-17.989349921838603
40.575141191482544,1.3877787807814457e-17,0.005,121,-17.82057103533218
40.86375570297241,0.05000000000000002,0.005,122,-17.77813900736061
41.13324451446533,1.3877787807814457e-17,0.005,123,-17.699131616322962
41.43406057357788,0.05000000000000002,0.005,124,-17.71558625791274
41.70351195335388,1.3877787807814457e-17,0.005,125,-17.013633799924975
41.98210573196411,0.0,0.005,126,-16.950341362979188
42.251595973968506,0.0,0.005,127,-16.917184591326002
42.56795573234558,0.0,0.005,128,-16.858647590647273
42.85308313369751,0.05,0.005,129,-16.745942109592264
43.13819456100464,0.0,0.005,130,-16.81472671474314
43.50792121887207,0.0,0.005,131,-16.77965007569664
43.94353151321411,0.0,0.005,132,-16.8014082317475
44.237752199172974,0.0,0.005,133,-16.826603235985704
44.522902727127075,0.0,0.005,134,-16.609882120460576
44.79239201545715,0.05,0.005,135,-16.699021499226582
45.093127727508545,0.0,0.005,136,-16.71660323972343
45.37826895713806,0.05,0.005,137,-16.68448465512383
45.66349935531616,0.1,0.005,138,-16.671791045992673
45.94867134094238,0.05,0.005,139,-16.657071552788917
46.21165919303894,0.1,0.005,140,-16.71176002044768
46.48116183280945,0.15000000000000002,0.005,141,-16.68246512839566
46.78191518783569,0.10000000000000002,0.005,142,-16.70893952917713
47.05140447616577,0.15000000000000002,0.005,143,-16.723768106847032
47.33000707626343,0.10000000000000002,0.005,144,-16.675676558263607
47.583885192871094,0.15000000000000002,0.005,145,-16.687759531085803
47.85338115692139,0.2,0.005,146,-16.707115042989443
48.131988763809204,0.15000000000000002,0.005,147,-16.72859540861034
48.41710090637207,0.10000000000000002,0.005,148,-16.899068708435376
48.70225477218628,0.05000000000000002,0.005,149,-16.956841098262956
48.971712827682495,0.10000000000000002,0.005,150,-17.00053204096252
49.256853342056274,0.15000000000000002,0.005,151,-17.023603572910208
49.55107855796814,0.2,0.005,152,-16.954025650041917
49.85832595825195,0.25,0.005,153,-17.028885915834397
50.15905737876892,0.3,0.005,154,-17.028692104321394
50.459789514541626,0.25,0.005,155,-17.116801355114706
50.72277903556824,0.2,0.005,156,-17.158565693071044
51.007896423339844,0.15000000000000002,0.005,157,-17.173667435175947
51.30865979194641,0.10000000000000002,0.005,158,-17.178834469084237
51.60939931869507,0.05000000000000002,0.005,159,-17.202747417091174
51.894561767578125,1.3877787807814457e-17,0.005,160,-17.18500991238379
52.164002656936646,0.0,0.005,161,-17.16912378610601
52.442615270614624,0.05,0.005,162,-17.091131365608167
52.71210741996765,0.1,0.005,163,-17.083366130747592
52.98170852661133,0.05,0.005,164,-17.07157072739337
53.26677680015564,0.1,0.005,165,-17.09961357681315
53.54539227485657,0.15000000000000002,0.005,166,-17.123888734311475
53.883888721466064,0.10000000000000002,0.005,167,-17.2474712569566
54.21587157249451,0.15000000000000002,0.005,168,-17.280231823553205
54.54794764518738,0.2,0.005,169,-17.293107731215706
54.86432099342346,0.25,0.005,170,-17.342321455292343
55.171608686447144,0.2,0.005,171,-17.283348413979507
55.43460011482239,0.25,0.005,172,-17.30326849470416
55.75454807281494,0.3,0.005,173,-17.29607698761103
56.04879379272461,0.35,0.005,174,-17.280303333065234
56.36664390563965,0.3,0.005,175,-17.321970417625227
56.67980623245239,0.35,0.005,176,-17.350973323107354
56.985986948013306,0.39999999999999997,0.005,177,-17.46305487499339
57.281463861465454,0.44999999999999996,0.005,178,-17.538328145763625
57.56008243560791,0.49999999999999994,0.005,179,-17.553304676993356
57.82968211174011,0.5499999999999999,0.005,180,-17.56431321618056
58.11479687690735,0.6,0.005,181,-17.6037124433091
58.38428974151611,0.6,0.005,182,-17.564304021464185
58.67851161956787,0.5499999999999999,0.005,183,-17.542145754711772
58.94800162315369,0.6,0.005,184,-17.477781492989337
59.23314952850342,0.5499999999999999,0.005,185,-17.400265386184273
59.50264549255371,0.49999999999999994,0.005,186,-17.50158705876318
59.765658140182495,0.44999999999999996,0.005,187,-17.53437675164598
60.088515281677246,0.49999999999999994,0.005,188,-17.52666407170463
60.35149574279785,0.44999999999999996,0.005,189,-17.528985114045476
60.65224099159241,0.39999999999999997,0.005,190,-17.529578460835747
60.92174315452576,0.35,0.005,191,-17.578540019466192
61.206902503967285,0.3,0.005,192,-17.604440382251884
61.469841957092285,0.35,0.005,193,-17.58360565999854
61.755000829696655,0.39999999999999997,0.005,194,-17.625127956954064
62.02454733848572,0.35,0.005,195,-17.66154663027249
62.294047832489014,0.3,0.005,196,-17.674741471197777
62.572657108306885,0.25,0.005,197,-17.707972979869464
62.857783794403076,0.3,0.005,198,-17.58297725458348
63.12729215621948,0.25,0.005,199,-17.48443489473831
63.396854877471924,0.3,0.005,200,-17.47522209378021
63.67546010017395,0.25,0.005,201,-17.470797792242184
63.929343461990356,0.2,0.005,202,-17.446759197903603
64.29608964920044,0.15000000000000002,0.005,203,-17.407548547135754
64.60723209381104,0.10000000000000002,0.005,204,-17.435334732048194
64.9402928352356,0.05000000000000002,0.005,205,-17.39395287687608
65.251455783844,1.3877787807814457e-17,0.005,206,-17.389235964767
65.55192017555237,0.0,0.005,207,-17.39576235663539
65.82142233848572,0.05,0.005,208,-17.49509457544291
66.12207436561584,0.0,0.005,209,-17.470057964106935
66.41036915779114,0.05,0.005,210,-17.45748335303144
66.67090392112732,0.0,0.005,211,-17.44002497319671
66.95755624771118,0.05,0.005,212,-17.470513962888653
67.22565507888794,0.0,0.005,213,-17.47071217053204
67.51083278656006,0.0,0.005,214,-17.468644953344675
67.78927183151245,0.0,0.005,215,-17.397832574583592
68.05889344215393,0.05,0.005,216,-17.339838801014658
68.36005687713623,0.1,0.005,217,-17.237697006342103
68.6612811088562,0.05,0.005,218,-17.246097437578825
68.94285488128662,0.0,0.005,219,-17.19689314963663
69.25725293159485,0.0,0.005,220,-17.281625634774088
69.63127827644348,0.0,0.005,221,-17.273727324220893
70.002286195755,0.0,0.005,222,-17.28374311310613
70.3225085735321,0.0,0.005,223,-17.355875982670028
70.62304854393005,0.0,0.005,224,-17.381623726612773
70.94393277168274,0.0,0.005,225,-17.38315885166509
71.30877017974854,0.0,0.005,226,-17.342668094741274
71.68326425552368,0.05,0.005,227,-17.297334625012926
72.00217175483704,0.0,0.005,228,-17.277938206820405
72.30294632911682,0.0,0.005,229,-17.213325096643374
72.61931276321411,0.05,0.005,230,-17.172271249117316
72.89791107177734,0.0,0.005,231,-17.12600893352997
73.18301582336426,0.0,0.005,232,-17.12347924261394
73.46813321113586,0.0,0.005,233,-17.097011253180675
73.75329256057739,0.0,0.005,234,-17.113692801982282
74.02278113365173,0.0,0.005,235,-17.067186687169407
74.30789279937744,0.05,0.005,236,-16.97110375187771
74.5865318775177,0.0,0.005,237,-16.9837005800518
74.88731384277344,0.05,0.005,238,-16.970910026689918
75.17250990867615,0.0,0.005,239,-16.979772954387194
75.48885107040405,0.0,0.005,240,-16.974523343469844
75.77398157119751,0.05,0.005,241,-16.908050287477234
76.04348850250244,0.0,0.005,242,-16.916058235563565
76.3286247253418,0.05,0.005,243,-16.987324451441165
76.62937927246094,0.1,0.005,244,-16.978198357293248
76.91448044776917,0.15000000000000002,0.005,245,-16.984895141919285
77.17746996879578,0.10000000000000002,0.005,246,-17.002212106669433
77.46259784698486,0.15000000000000002,0.005,247,-16.9714979640303
77.76333212852478,0.2,0.005,248,-16.972069799846064
78.03284883499146,0.15000000000000002,0.005,249,-17.00695537512263
78.31794428825378,0.2,0.005,250,-16.971446902067868
78.61868739128113,0.25,0.005,251,-16.993684014687947
78.91941499710083,0.3,0.005,252,-17.034366598988854
79.22022008895874,0.25,0.005,253,-17.055624881076223
79.53658318519592,0.3,0.005,254,-17.057850628600207
79.81518411636353,0.35,0.005,255,-17.024054810690565
80.08478903770447,0.3,0.005,256,-16.99146847979297
80.35425686836243,0.35,0.005,257,-16.940686317181015
80.62375688552856,0.39999999999999997,0.005,258,-16.865064972544445
80.9023814201355,0.44999999999999996,0.005,259,-16.863993136019616
81.21874260902405,0.39999999999999997,0.005,260,-16.912712388220754
81.50386548042297,0.44999999999999996,0.005,261,-16.966922365786616
81.82026934623718,0.49999999999999994,0.005,262,-16.988553570666063
82.08977150917053,0.5499999999999999,0.005,263,-16.971208021990932
82.35930681228638,0.6,0.005,264,-16.991405092276114
82.62879824638367,0.6,0.005,265,-17.017149651645614
82.92303347587585,0.6,0.005,266,-17.044891643911996
83.19253754615784,0.6,0.005,267,-17.03733383923438
83.46204447746277,0.5499999999999999,0.005,268,-17.02702832736866
83.7315456867218,0.6,0.005,269,-17.05801722611847
84.03227972984314,0.6,0.005,270,-16.972913471295843
84.29528093338013,0.5499999999999999,0.005,271,-17.028273146949353
84.56481623649597,0.6,0.005,272,-16.998249190912357
84.84993624687195,0.5499999999999999,0.005,273,-16.966601239178434
85.13505554199219,0.49999999999999994,0.005,274,-16.982116731679106
85.42928433418274,0.44999999999999996,0.005,275,-16.964269320461064
85.75223422050476,0.49999999999999994,0.005,276,-16.9660589434335
86.08420872688293,0.44999999999999996,0.005,277,-16.90291931533211
86.40057063102722,0.39999999999999997,0.005,278,-16.879128870476034
86.70131731033325,0.44999999999999996,0.005,279,-16.927347377746436
87.03277730941772,0.49999999999999994,0.005,280,-16.92804479725058
87.32607436180115,0.5499999999999999,0.005,281,-16.95722607973688
87.59880256652832,0.6,0.005,282,-16.935252315998405
87.87982773780823,0.6,0.005,283,-16.959564406787216
88.16497302055359,0.5499999999999999,0.005,284,-16.956745359527535
88.51257801055908,0.49999999999999994,0.005,285,-16.952420712172046
88.78213381767273,0.44999999999999996,0.005,286,-16.943863356548196
89.0672504901886,0.39999999999999997,0.005,287,-16.92919294434311
89.33676052093506,0.35,0.005,288,-16.943539393895847
89.59975075721741,0.39999999999999997,0.005,289,-16.948683418312598
89.90048837661743,0.35,0.005,290,-16.92912277963969
90.18562197685242,0.3,0.005,291,-16.91731501294603
90.47085285186768,0.35,0.005,292,-16.88180838907588
90.75599098205566,0.39999999999999997,0.005,293,-16.807529298930913
91.05674386024475,0.44999999999999996,0.005,294,-16.81005282717928
91.35746717453003,0.39999999999999997,0.005,295,-16.772918627183614
91.65822076797485,0.44999999999999996,0.005,296,-16.763030471370982
91.94334650039673,0.39999999999999997,0.005,297,-16.764611008460694
92.24409532546997,0.35,0.005,298,-16.73770636797028
92.52921175956726,0.3,0.005,299,-16.739581645745158
92.8455913066864,0.35,0.005,300,-16.768538555605772
93.12419247627258,0.3,0.005,301,-16.802523828454976
93.40931725502014,0.25,0.005,302,-16.797134325493346
93.6788239479065,0.3,0.005,303,-16.749654918742277
93.96394968032837,0.25,0.005,304,-16.75304802802392
94.26473307609558,0.2,0.005,305,-16.79681116103502
94.56546378135681,0.25,0.005,306,-16.86183189657105
94.85060572624207,0.2,0.005,307,-16.862640140807404
95.1292085647583,0.15000000000000002,0.005,308,-16.850658191797546
95.41432785987854,0.10000000000000002,0.005,309,-16.8960461388735
95.68382978439331,0.15000000000000002,0.005,310,-16.891492109904235
95.96894478797913,0.10000000000000002,0.005,311,-16.853995003062515
96.2384512424469,0.05000000000000002,0.005,312,-16.797727372675357
96.5391960144043,1.3877787807814457e-17,0.005,313,-16.76083652804774
96.81781458854675,0.0,0.005,314,-16.718231645607478
97.0873110294342,0.0,0.005,315,-16.70842372556386
97.40367364883423,0.0,0.005,316,-16.69363962954366
97.70442390441895,0.0,0.005,317,-16.65052850830083
97.9739396572113,0.0,0.005,318,-16.64332540379946
98.27472472190857,0.0,0.005,319,-16.660613894149485
98.55983090400696,0.0,0.005,320,-16.620715982533834
98.8605706691742,0.05,0.005,321,-16.579214302807983
99.14570379257202,0.0,0.005,322,-16.62410296217142
99.40872359275818,0.05,0.005,323,-16.61759722297913
99.6938087940216,0.0,0.005,324,-16.56676031786345
99.97893834114075,0.0,0.005,325,-16.567815930332202
100.27971577644348,0.0,0.005,326,-16.56980830385769
100.54918432235718,0.05,0.005,327,-16.589868907945732
100.84997344017029,0.0,0.005,328,-16.553032368938954
101.15078234672546,0.05,0.005,329,-16.49776459603474
101.42940020561218,0.0,0.005,330,-16.46522669682563
101.75251269340515,0.05,0.005,331,-16.47026404750344
102.1020679473877,0.1,0.005,332,-16.467084312371377
102.47264981269836,0.15000000000000002,0.005,333,-16.43663518250388
102.76252293586731,0.2,0.005,334,-16.418443238958726
103.13153743743896,0.15000000000000002,0.005,335,-16.368170912562665
103.46998119354248,0.2,0.005,336,-16.391434139246893
103.75861716270447,0.25,0.005,337,-16.349407310628678
104.05936336517334,0.2,0.005,338,-16.354183020416116
104.37573480606079,0.25,0.005,339,-16.296120514985944
104.67662978172302,0.3,0.005,340,-16.292766429646523
104.98387670516968,0.35,0.005,341,-16.278803573202037
105.26248955726624,0.39999999999999997,0.005,342,-16.32339768378932
105.5632734298706,0.35,0.005,343,-16.29282343060738
105.84837627410889,0.39999999999999997,0.005,344,-16.256419687853963
106.14913129806519,0.35,0.005,345,-16.237006545425253
106.44987440109253,0.3,0.005,346,-16.20292003748509
106.73500800132751,0.25,0.005,347,-16.19057554261757
107.03576254844666,0.2,0.005,348,-16.219384531070265
107.32089757919312,0.15000000000000002,0.005,349,-16.204567165734453
107.62169694900513,0.2,0.005,350,-16.212421857216384
107.90682220458984,0.15000000000000002,0.005,351,-16.19148877364076
108.20757055282593,0.2,0.005,352,-16.185680154014623
108.49268674850464,0.25,0.005,353,-16.15842579423764
108.78692960739136,0.2,0.005,354,-16.13984498875197
109.09418654441833,0.25,0.005,355,-16.09057891180435
109.39493250846863,0.2,0.005,356,-16.063086460463314
109.71787333488464,0.25,0.005,357,-16.047191631806147
110.09155106544495,0.2,0.005,358,-16.08238613349074
110.41450357437134,0.15000000000000002,0.005,359,-16.00861774125468
110.72517371177673,0.10000000000000002,0.005,360,-15.989458593737035
111.06010127067566,0.05000000000000002,0.005,361,-15.990482761523507
111.35231494903564,1.3877787807814457e-17,0.005,362,-15.989405630141102
111.66498494148254,0.0,0.005,363,-16.047189202681842
111.9678053855896,0.05,0.005,364,-16.044398759228088
112.27837777137756,0.1,0.005,365,-16.002433231468316
112.5939474105835,0.15000000000000002,0.005,366,-15.957546161328246
112.89775538444519,0.10000000000000002,0.005,367,-15.953471978949908
113.21912693977356,0.05000000000000002,0.005,368,-15.971853172949295
113.52994108200073,1.3877787807814457e-17,0.005,369,-15.947614603218248
113.8619225025177,0.05000000000000002,0.005,370,-15.956452620261118
114.1782796382904,1.3877787807814457e-17,0.005,371,-16.006086725996195
114.47903037071228,0.0,0.005,372,-15.956964786874966
114.77979278564453,0.0,0.005,373,-15.97118607124865
115.06495594978333,0.0,0.005,374,-16.023734021021088
115.35007643699646,0.05,0.005,375,-16.00510669570935
115.65078735351562,0.1,0.005,376,-15.987057395345026
115.93593692779541,0.15000000000000002,0.005,377,-15.965666810279442
116.25239658355713,0.2,0.005,378,-15.969083862712216
116.55311727523804,0.25,0.005,379,-15.99962096065161
116.83828902244568,0.3,0.005,380,-16.00917324074763
117.15475869178772,0.35,0.005,381,-16.01572213393052
117.43984985351562,0.3,0.005,382,-16.072265155682327
117.77184629440308,0.35,0.005,383,-16.057496829526563
118.13507509231567,0.39999999999999997,0.005,384,-16.043813753013442
118.4735677242279,0.35,0.005,385,-16.077249285720367
118.83681845664978,0.39999999999999997,0.005,386,-16.072809570680917
119.15974807739258,0.44999999999999996,0.005,387,-16.13508812431261
119.44485831260681,0.49999999999999994,0.005,388,-16.163363667534096
119.7925055027008,0.44999999999999996,0.005,389,-16.184344697423366
120.0775887966156,0.49999999999999994,0.005,390,-16.155374441339525
120.3783278465271,0.5499999999999999,0.005,391,-16.163024731711165
120.67909908294678,0.49999999999999994,0.005,392,-16.14312695646868
120.97986626625061,0.44999999999999996,0.005,393,-16.19195512146611
121.29626417160034,0.49999999999999994,0.005,394,-16.19246844317101
121.5970139503479,0.5499999999999999,0.005,395,-16.234299796302807
121.88216972351074,0.6,0.005,396,-16.252014420187944
122.16733717918396,0.6,0.005,397,-16.265845542377612
122.46807384490967,0.6,0.005,398,-16.257852997252314
122.75325560569763,0.5499999999999999,0.005,399,-16.240698002380796
123.05404090881348,0.49999999999999994,0.005,400,-16.252171284926554
123.3326485157013,0.44999999999999996,0.005,401,-16.202248193874876
123.64901614189148,0.39999999999999997,0.005,402,-16.23028999416839
123.95626068115234,0.35,0.005,403,-16.281417003294504
124.25699400901794,0.39999999999999997,0.005,404,-16.2818693352988
124.57339763641357,0.35,0.005,405,-16.32705660590467
124.85849785804749,0.39999999999999997,0.005,406,-16.302944360726528
125.1748673915863,0.44999999999999996,0.005,407,-16.331069357613654
125.4756829738617,0.49999999999999994,0.005,408,-16.278749049428967
125.77645444869995,0.5499999999999999,0.005,409,-16.35203747093288
126.07728433609009,0.49999999999999994,0.005,410,-16.309723777709273
126.36242938041687,0.5499999999999999,0.005,411,-16.292087874570697
126.66317391395569,0.6,0.005,412,-16.28661716033301
126.96398186683655,0.6,0.005,413,-16.28192985208643
127.25821089744568,0.6,0.005,414,-16.266017405255024
127.55896353721619,0.6,0.005,415,-16.2584772650034
127.86621499061584,0.6,0.005,416,-16.295200918408028
128.1669659614563,0.5499999999999999,0.005,417,-16.287228301088152
128.4677083492279,0.49999999999999994,0.005,418,-16.30059622926554
128.7619731426239,0.5499999999999999,0.005,419,-16.329750885210128
129.06278252601624,0.49999999999999994,0.005,420,-16.327464467092042
129.36352920532227,0.44999999999999996,0.005,421,-16.33011505436569
129.6707763671875,0.39999999999999997,0.005,422,-16.327779931284322
129.97151923179626,0.44999999999999996,0.005,423,-16.33157668276778
130.27232789993286,0.39999999999999997,0.005,424,-16.27296586061063
130.5730984210968,0.35,0.005,425,-16.314709764891514
130.88947200775146,0.39999999999999997,0.005,426,-16.3482369199641
131.2748258113861,0.44999999999999996,0.005,427,-16.370543222661578
131.67592668533325,0.39999999999999997,0.005,428,-16.360692322241746
132.03932809829712,0.35,0.005,429,-16.34203095038678
132.37786102294922,0.39999999999999997,0.005,430,-16.339424705851673
132.6720838546753,0.44999999999999996,0.005,431,-16.322549993783124
132.9793345928192,0.49999999999999994,0.005,432,-16.276555226849258
133.27359676361084,0.5499999999999999,0.005,433,-16.320698901180677
133.55877304077148,0.49999999999999994,0.005,434,-16.344213438573153
133.89728355407715,0.44999999999999996,0.005,435,-16.33294105550669
134.26050925254822,0.39999999999999997,0.005,436,-16.298857473602812
134.59330797195435,0.44999999999999996,0.005,437,-16.23008817026817
134.84569001197815,0.49999999999999994,0.005,438,-16.200488883599654
135.1877098083496,0.44999999999999996,0.005,439,-16.19343765198751
135.54097700119019,0.39999999999999997,0.005,440,-16.224123429033334
135.84339714050293,0.35,0.005,441,-16.26926899929
136.1539843082428,0.39999999999999997,0.005,442,-16.232661935460026
136.44261169433594,0.35,0.005,443,-16.256029011165513
136.74334168434143,0.3,0.005,444,-16.279410498039667
137.04409384727478,0.25,0.005,445,-16.297464817821137
137.36697340011597,0.2,0.005,446,-16.314139859426717
137.66121339797974,0.25,0.005,447,-16.33384374829673
137.9463529586792,0.3,0.005,448,-16.337459148589044
138.24710512161255,0.35,0.005,449,-16.35100296936968
138.54784083366394,0.39999999999999997,0.005,450,-16.299699352503854
138.83299851417542,0.35,0.005,451,-16.321013407306896
139.14934277534485,0.39999999999999997,0.005,452,-16.33602894760905
139.45009565353394,0.44999999999999996,0.005,453,-16.33661723351058
139.73524737358093,0.49999999999999994,0.005,454,-16.359365152763413
140.05161929130554,0.5499999999999999,0.005,455,-16.369295239722916
140.33672857284546,0.6,0.005,456,-16.406884075047447
140.67523884773254,0.6,0.005,457,-16.40557779344274
140.9694902896881,0.6,0.005,458,-16.43233514511759
141.25462651252747,0.6,0.005,459,-16.397367490194156
141.57757306098938,0.6,0.005,460,-16.394320658119927
141.8940589427948,0.5499999999999999,0.005,461,-16.386786320930533
142.1791365146637,0.49999999999999994,0.005,462,-16.429842587731212
142.4798846244812,0.5499999999999999,0.005,463,-16.410521265891333
142.78061485290527,0.49999999999999994,0.005,464,-16.437521798791337
143.11261248588562,0.5499999999999999,0.005,465,-16.484498507062096
143.41337490081787,0.6,0.005,466,-16.466515820758417
143.72974014282227,0.5499999999999999,0.005,467,-16.522014569784773
144.03049516677856,0.6,0.005,468,-16.496210897047007
144.34686756134033,0.5499999999999999,0.005,469,-16.504437773641833
144.6853997707367,0.6,0.005,470,-16.549862533438926
145.01740908622742,0.5499999999999999,0.005,471,-16.555872525709443
145.3494164943695,0.6,0.005,472,-16.558365014480696
145.65016627311707,0.6,0.005,473,-16.529626487594417
145.98214626312256,0.5499999999999999,0.005,474,-16.54305602037772
146.282883644104,0.6,0.005,475,-16.526219447633306
146.5836718082428,0.6,0.005,476,-16.49162243634587
146.89091968536377,0.5499999999999999,0.005,477,-16.476026931815134
147.16954851150513,0.49999999999999994,0.005,478,-16.501443823374455
147.47030091285706,0.44999999999999996,0.005,479,-16.498248323523534
