iteration,n_koeff,total_time,novelty,reward
127,0.25,51.93800139427185,0.005,-21.44813804799165
128,0.2,52.316845178604126,0.005,-21.50055785921188
129,0.15000000000000002,52.655346393585205,0.005,-21.287604273253322
130,0.2,52.940444231033325,0.005,-21.03458296944773
131,0.25,53.27243137359619,0.005,-20.974313403879066
132,0.3,53.55759882926941,0.005,-20.889346457830285
133,0.3,53.858301877975464,0.005,-20.626353883039204
134,0.3,54.15905261039734,0.005,-20.590246983449376
135,0.25,54.49107217788696,0.005,-20.521385884060592
136,0.3,54.838677406311035,0.005,-20.366318766444195
137,0.3,55.13941931724548,0.005,-20.15211629643164
138,0.3,55.46239614486694,0.005,-20.094351029231998
139,0.25,55.74750232696533,0.005,-20.00825096716447
140,0.3,56.04826474189758,0.005,-20.003443936585743
141,0.3,56.32693529129028,0.005,-20.001617470976814
142,0.25,56.6654326915741,0.005,-19.94686315721848
143,0.2,56.96617126464844,0.005,-19.925905437572546
144,0.25,57.3293936252594,0.005,-19.87899836899335
145,0.2,57.699134826660156,0.005,-19.82268302719927
146,0.25,58.08453178405762,0.005,-19.85052955700457
147,0.2,58.48439311981201,0.005,-19.88961017429124
148,0.25,58.82916307449341,0.005,-19.83684901903997
149,0.3,59.14793109893799,0.005,-19.6979367627853
150,0.25,59.47992396354675,0.005,-19.451080012844308
151,0.2,59.7962806224823,0.005,-19.467056943148016
152,0.15000000000000002,60.112628698349,0.005,-19.374832654299393
153,0.10000000000000002,60.42900466918945,0.005,-19.270017638802482
154,0.05000000000000002,60.767499685287476,0.005,-19.326989489504975
155,1.3877787807814457e-17,61.068238496780396,0.005,-19.284293678618447
156,0.0,61.384604692459106,0.005,-19.227532853831587
157,0.0,61.700969219207764,0.005,-19.099384100043366
158,0.0,62.03295421600342,0.005,-19.104773583303587
159,0.05,62.34931254386902,0.005,-19.008917980637463
160,0.0,62.67218995094299,0.005,-18.83804050319653
161,0.05,62.9885528087616,0.005,-18.89929664153536
162,0.1,63.30496954917908,0.005,-18.755340789102423
163,0.15000000000000002,63.637011766433716,0.005,-18.743369708668524
164,0.2,63.95994710922241,0.005,-18.73134668402885
165,0.15000000000000002,64.27630138397217,0.005,-18.711070426907224
166,0.2,64.5770742893219,0.005,-18.590420705333614
167,0.25,64.86221671104431,0.005,-18.56853874848895
168,0.2,65.1786789894104,0.005,-18.570408019047328
169,0.15000000000000002,65.46375060081482,0.005,-18.499118459456632
170,0.2,65.78010988235474,0.005,-18.429141304177
171,0.25,66.06521511077881,0.005,-18.409537897215877
172,0.3,66.38172149658203,0.005,-18.37211080923022
173,0.25,66.6667890548706,0.005,-18.403081454942207
174,0.3,66.94544267654419,0.005,-18.320284412987057
175,0.25,67.23059248924255,0.005,-18.25416000325143
176,0.2,67.51572275161743,0.005,-18.274124264435407
177,0.15000000000000002,67.83207821846008,0.005,-18.129662869200843
178,0.10000000000000002,68.17061018943787,0.005,-18.063579290866834
179,0.15000000000000002,68.48704433441162,0.005,-18.032147096490778
180,0.2,68.80336475372314,0.005,-18.02232203816714
181,0.25,69.10410642623901,0.005,-18.04448015503424
182,0.2,69.37360143661499,0.005,-18.032573011403393
183,0.15000000000000002,69.67432975769043,0.005,-18.06209269130968
184,0.10000000000000002,69.96855616569519,0.005,-18.10118020354468
185,0.05000000000000002,70.253737449646,0.005,-18.10466667953088
186,1.3877787807814457e-17,70.57669949531555,0.005,-18.104024287103027
187,0.0,70.87750029563904,0.005,-18.020831142054202
188,0.05,71.15613770484924,0.005,-18.00656085739574
189,0.0,71.45685482025146,0.005,-18.038131490468288
190,0.05,71.75770020484924,0.005,-17.939890253721845
191,0.1,72.08060574531555,0.005,-17.866800349445096
192,0.05,72.41267514228821,0.005,-17.880622148041493
193,0.1,72.71342086791992,0.005,-17.891109559354426
194,0.05,73.04540205001831,0.005,-17.804595759638797
195,0.1,73.39953327178955,0.005,-17.85986940092835
196,0.15000000000000002,73.78496384620667,0.005,-17.836669885862335
197,0.2,74.14031648635864,0.005,-17.83178651519234
198,0.15000000000000002,74.43302154541016,0.005,-17.80996632701945
199,0.2,74.76000642776489,0.005,-17.874005659259048
200,0.25,75.13114285469055,0.005,-17.892408082810274
201,0.3,75.43334221839905,0.005,-17.78813437054616
202,0.3,75.72195315361023,0.005,-17.833795297138174
203,0.25,76.00707530975342,0.005,-17.912304983920148
204,0.2,76.3078076839447,0.005,-17.877141292386842
205,0.25,76.6085798740387,0.005,-17.8841227479813
206,0.3,76.92497754096985,0.005,-17.91953986680429
207,0.25,77.22571396827698,0.005,-17.96718845196184
208,0.2,77.56423377990723,0.005,-18.049752336096034
209,0.25,77.88062167167664,0.005,-18.261821908596907
210,0.3,78.1970112323761,0.005,-18.33983856596187
211,0.25,78.52898955345154,0.005,-18.396415924687034
212,0.2,78.82972455024719,0.005,-18.339637751397767
213,0.15000000000000002,79.11484622955322,0.005,-18.460883357160693
214,0.10000000000000002,79.41558718681335,0.005,-18.472757315065017
215,0.05000000000000002,79.71632170677185,0.005,-18.480665983177317
216,0.10000000000000002,80.01706290245056,0.005,-18.53659566505543
217,0.15000000000000002,80.33342862129211,0.005,-18.549221250566482
218,0.2,80.67195868492126,0.005,-18.58222749161695
219,0.15000000000000002,81.00404739379883,0.005,-18.60205332184694
220,0.10000000000000002,81.33612704277039,0.005,-18.6379837297833
221,0.15000000000000002,81.65249514579773,0.005,-18.815791753260452
222,0.2,81.95973801612854,0.005,-18.87050724447909
223,0.15000000000000002,82.27610468864441,0.005,-18.753419279288835
224,0.10000000000000002,82.60808873176575,0.005,-18.83207866447751
225,0.15000000000000002,82.92443776130676,0.005,-18.775740458311947
226,0.10000000000000002,83.26292395591736,0.005,-18.65754818883786
227,0.15000000000000002,83.57928967475891,0.005,-18.662427896166772
228,0.2,83.89572787284851,0.005,-18.662356452078665
229,0.15000000000000002,84.22770690917969,0.005,-18.568349869669095
230,0.10000000000000002,84.55973649024963,0.005,-18.442618781879048
231,0.05000000000000002,84.86698722839355,0.005,-18.403219801088134
232,0.10000000000000002,85.19897508621216,0.005,-18.48239263859352
233,0.15000000000000002,85.54667639732361,0.005,-18.480638773538338
234,0.2,85.86952829360962,0.005,-18.475243387299923
235,0.25,86.21724319458008,0.005,-18.527594268099406
236,0.3,86.54922461509705,0.005,-18.571678744063323
237,0.25,86.84996628761292,0.005,-18.6198505484902
238,0.2,87.1728286743164,0.005,-18.656884996504917
239,0.25,87.48919343948364,0.005,-18.643765591341445
240,0.2,87.80563354492188,0.005,-18.659923198089153
241,0.15000000000000002,88.13760209083557,0.005,-18.652481961659433
242,0.10000000000000002,88.47613763809204,0.005,-18.548330322619897
243,0.05000000000000002,88.77686858177185,0.005,-18.512929687109377
244,1.3877787807814457e-17,89.09323453903198,0.005,-18.56063065147832
245,0.0,89.47858214378357,0.005,-18.538331762582292
246,0.05,89.85743260383606,0.005,-18.438145502069734
247,0.1,90.21155667304993,0.005,-18.36404318489372
248,0.15000000000000002,90.54353046417236,0.005,-18.364777673025266
249,0.10000000000000002,90.88517618179321,0.005,-18.373983362179228
250,0.05000000000000002,91.20763945579529,0.005,-18.35199323305065
251,0.10000000000000002,91.5708875656128,0.005,-18.41173352655258
252,0.15000000000000002,91.87385702133179,0.005,-18.348336653445685
253,0.2,92.16247344017029,0.005,-18.267828371770218
254,0.15000000000000002,92.4475839138031,0.005,-18.282805546365235
255,0.2,92.74836254119873,0.005,-18.24436288412963
256,0.15000000000000002,93.0334780216217,0.005,-18.221853762671632
257,0.10000000000000002,93.31859588623047,0.005,-18.141079588045873
258,0.05000000000000002,93.60372138023376,0.005,-18.04175911753163
259,1.3877787807814457e-17,93.88882350921631,0.005,-17.8231351934135
260,0.05000000000000002,94.18963027000427,0.005,-17.76855760128768
261,1.3877787807814457e-17,94.4903609752655,0.005,-17.64023854599118
262,0.05000000000000002,94.79109215736389,0.005,-17.645065843394004
263,0.10000000000000002,95.09189939498901,0.005,-17.555401315527156
264,0.15000000000000002,95.42396283149719,0.005,-17.53332742481586
265,0.10000000000000002,95.74032640457153,0.005,-17.539266734683423
266,0.05000000000000002,96.09450697898865,0.005,-17.498704589152698
267,0.10000000000000002,96.41098141670227,0.005,-17.470786333508016
268,0.15000000000000002,96.72734904289246,0.005,-17.37736814877899
269,0.10000000000000002,97.04379105567932,0.005,-17.40897470404916
270,0.05000000000000002,97.36010599136353,0.005,-17.39443382800708
271,1.3877787807814457e-17,97.67647099494934,0.005,-17.22214405450449
272,0.05000000000000002,97.9772584438324,0.005,-17.16371634136695
273,1.3877787807814457e-17,98.31575608253479,0.005,-17.148642446949516
274,0.0,98.60089206695557,0.005,-17.18565307962666
275,0.05,98.87949728965759,0.005,-17.18920707319731
276,0.1,99.16461849212646,0.005,-17.208024295448357
277,0.15000000000000002,99.46535515785217,0.005,-17.217905860726695
278,0.2,99.80391597747803,0.005,-17.139861639586407
279,0.15000000000000002,100.10464692115784,0.005,-17.129043755301606
280,0.2,100.42100262641907,0.005,-17.193381390328426
281,0.15000000000000002,100.73740720748901,0.005,-17.14649957687961
282,0.10000000000000002,101.03811383247375,0.005,-17.027077425131946
283,0.05000000000000002,101.33886194229126,0.005,-16.978725120873314
284,0.10000000000000002,101.63960552215576,0.005,-16.921872622442592
285,0.15000000000000002,101.95613145828247,0.005,-16.86033947706235
286,0.10000000000000002,102.24121809005737,0.005,-17.03486150117446
287,0.15000000000000002,102.59453439712524,0.005,-16.96662677881759
288,0.2,102.92594075202942,0.005,-16.891816168045516
289,0.25,103.30945181846619,0.005,-16.85395333136151
290,0.3,103.64093971252441,0.005,-16.79929023983503
291,0.3,103.98500728607178,0.005,-16.787891478977645
292,0.25,104.30799508094788,0.005,-16.860628353599598
293,0.3,104.61224675178528,0.005,-16.803140451800253
294,0.25,104.89740681648254,0.005,-16.749982963736443
295,0.3,105.19813990592957,0.005,-16.75000672303937
296,0.3,105.53664803504944,0.005,-16.811956766692646
297,0.25,105.92201113700867,0.005,-16.83298171737346
298,0.3,106.25400996208191,0.005,-16.811350256723514
299,0.25,106.65748763084412,0.005,-16.74977886199792
300,0.2,106.98036479949951,0.005,-16.777788468019345
301,0.15000000000000002,107.29304265975952,0.005,-16.772058027806732
302,0.10000000000000002,107.62561702728271,0.005,-16.734639784098132
303,0.05000000000000002,107.93610072135925,0.005,-16.70551303641996
304,1.3877787807814457e-17,108.23855113983154,0.005,-16.651904245261672
305,0.0,108.53345060348511,0.005,-16.613499634861085
306,0.05,108.8144679069519,0.005,-16.647994398176323
307,0.0,109.11524629592896,0.005,-16.653981919260318
308,0.0,109.4537308216095,0.005,-16.62985143511638
309,0.05,109.75454878807068,0.005,-16.625363192397
310,0.1,110.07104825973511,0.005,-16.546753097118366
311,0.05,110.38737607002258,0.005,-16.573776057792784
312,0.0,110.71942973136902,0.005,-16.581766366324175
313,0.0,111.03579711914062,0.005,-16.50123106161017
314,0.0,111.35870122909546,0.005,-16.449794113536814
315,0.05,111.70634484291077,0.005,-16.406334715870738
316,0.0,112.02270460128784,0.005,-16.42487939243521
317,0.0,112.3078134059906,0.005,-16.389420194576516
318,0.05,112.60855269432068,0.005,-16.351154972535884
319,0.1,112.89366936683655,0.005,-16.308909664610887
320,0.15000000000000002,113.19448733329773,0.005,-16.271141327540064
321,0.2,113.49522995948792,0.005,-16.275312510721673
322,0.25,113.81159114837646,0.005,-16.28574277100293
323,0.3,114.0967435836792,0.005,-16.28367276268124
324,0.25,114.38183426856995,0.005,-16.167920980442613
325,0.3,114.68260788917542,0.005,-16.12447498795076
326,0.25,114.98339033126831,0.005,-16.097956373888504
327,0.3,115.26852655410767,0.005,-16.036551040427238
328,0.3,115.5692687034607,0.005,-16.048811171161933
329,0.25,115.87007927894592,0.005,-16.074369146610568
330,0.2,116.14869213104248,0.005,-16.067430208173565
331,0.15000000000000002,116.44942593574524,0.005,-16.04217819286187
332,0.10000000000000002,116.75016355514526,0.005,-16.045303679385224
333,0.15000000000000002,117.0509123802185,0.005,-16.058442251576096
334,0.10000000000000002,117.3360288143158,0.005,-16.014095359574906
335,0.05000000000000002,117.65238833427429,0.005,-15.998635647166159
336,1.3877787807814457e-17,117.9531238079071,0.005,-15.753069353675837
337,0.05000000000000002,118.22261834144592,0.005,-15.713816704932126
338,0.10000000000000002,118.52345180511475,0.005,-15.765526443423322
339,0.15000000000000002,118.85540008544922,0.005,-15.742772954306474
340,0.10000000000000002,119.14051270484924,0.005,-15.74305422098647
341,0.05000000000000002,119.42569613456726,0.005,-15.756896824792317
342,0.10000000000000002,119.74205350875854,0.005,-15.755093209347034
343,0.05000000000000002,120.02726578712463,0.005,-15.779131647215282
344,1.3877787807814457e-17,120.34372091293335,0.005,-15.756954478625387
345,0.0,120.6131944656372,0.005,-15.712389344175685
346,0.05,120.9139654636383,0.005,-15.627462358561461
347,0.1,121.21471619606018,0.005,-15.601941645128115
348,0.15000000000000002,121.54703760147095,0.005,-15.584022206465358
349,0.10000000000000002,121.90769624710083,0.005,-15.570496633450409
350,0.05000000000000002,122.2687656879425,0.005,-15.532345742518244
351,1.3877787807814457e-17,122.57218098640442,0.005,-15.560524513125019
352,0.0,122.94272756576538,0.005,-15.572082675401859
353,0.05,123.31811141967773,0.005,-15.579167366474255
354,0.1,123.64939260482788,0.005,-15.626862068965423
355,0.05,123.96013498306274,0.005,-15.644339113384532
356,0.0,124.26090931892395,0.005,-15.681775116327469
357,0.0,124.59291386604309,0.005,-15.741777220218896
358,0.0,124.8780677318573,0.005,-15.755973059939345
359,0.0,125.1631326675415,0.005,-15.77956717381197
360,0.0,125.45735883712769,0.005,-15.78287259318733
361,0.05,125.75812673568726,0.005,-15.78774094575587
362,0.1,126.06536555290222,0.005,-15.787403672187173
363,0.05,126.38179612159729,0.005,-15.810962079539799
364,0.0,126.68249416351318,0.005,-15.874894264899636
365,0.0,126.9832501411438,0.005,-15.859560024812515
366,0.0,127.28399896621704,0.005,-15.811830423643219
367,0.05,127.61598777770996,0.005,-15.850060430567963
368,0.0,127.94810676574707,0.005,-15.901828795968456
369,0.05,128.27094626426697,0.005,-15.903743136223666
370,0.1,128.60292148590088,0.005,-15.959159314570966
371,0.15000000000000002,128.93496894836426,0.005,-15.96927199911424
372,0.10000000000000002,129.27349591255188,0.005,-15.953025653527193
373,0.05000000000000002,129.58985805511475,0.005,-15.992083140644526
374,1.3877787807814457e-17,129.93758034706116,0.005,-16.007232851185858
375,0.0,130.26960158348083,0.005,-16.021828502267272
376,0.0,130.5925121307373,0.005,-15.982313807153504
377,0.05,130.90889358520508,0.005,-15.999279764927364
378,0.1,131.2096586227417,0.005,-15.995787686385672
379,0.15000000000000002,131.51040029525757,0.005,-16.089112546770064
380,0.10000000000000002,131.82677054405212,0.005,-16.135796898439217
381,0.15000000000000002,132.14311718940735,0.005,-16.201091205915915
382,0.2,132.4816083908081,0.005,-16.285863375283306
383,0.15000000000000002,132.79797196388245,0.005,-16.27735974357631
384,0.2,133.11444449424744,0.005,-16.319959330458683
385,0.15000000000000002,133.41514372825623,0.005,-16.344636672156945
386,0.10000000000000002,133.7315080165863,0.005,-16.33777098859684
387,0.15000000000000002,134.01663303375244,0.005,-16.343282991024747
388,0.10000000000000002,134.3173840045929,0.005,-16.307359843930442
389,0.05000000000000002,134.6026086807251,0.005,-16.37725224387973
390,1.3877787807814457e-17,134.93456077575684,0.005,-16.403427012876488
391,0.05000000000000002,135.23530387878418,0.005,-16.384403139696875
392,1.3877787807814457e-17,135.55166053771973,0.005,-16.376478109562388
393,0.0,135.8836488723755,0.005,-16.411094310097486
394,0.05,136.22214674949646,0.005,-16.46222102282788
395,0.1,136.52294778823853,0.005,-16.46640135806111
396,0.05,136.87050414085388,0.005,-16.49574586988655
397,0.0,137.19336676597595,0.005,-16.511167879881167
398,0.0,137.5409755706787,0.005,-16.493938890865646
399,0.0,137.895090341568,0.005,-16.558678301886168
400,0.05,138.227117061615,0.005,-16.601992070767928
401,0.0,138.57472252845764,0.005,-16.627860065036188
402,0.0,138.87546062469482,0.005,-16.699163810284283
403,0.05,139.19183731079102,0.005,-16.700633884298195
404,0.1,139.51477694511414,0.005,-16.647414985016596
405,0.15000000000000002,139.89361238479614,0.005,-16.626719130081753
406,0.2,140.2008831501007,0.005,-16.535121289576306
407,0.15000000000000002,140.53287720680237,0.005,-16.501815641048385
408,0.10000000000000002,140.84923839569092,0.005,-16.560042533804403
409,0.15000000000000002,141.16563487052917,0.005,-16.579272581230658
410,0.2,141.4820020198822,0.005,-16.59163766129979
411,0.15000000000000002,141.79835891723633,0.005,-16.567949270276024
412,0.2,142.1055953502655,0.005,-16.617684182937314
413,0.25,142.43758416175842,0.005,-16.645010468116503
414,0.2,142.78519749641418,0.005,-16.594683762659862
415,0.25,143.08597111701965,0.005,-16.63857123623572
416,0.2,143.42443943023682,0.005,-16.68934062332501
417,0.25,143.7408094406128,0.005,-16.676153543518197
418,0.2,144.07281732559204,0.005,-16.685628523542526
419,0.25,144.3891851902008,0.005,-16.69171013913701
420,0.2,144.7276701927185,0.005,-16.670121039132088
421,0.15000000000000002,145.09090995788574,0.005,-16.619739732187153
422,0.10000000000000002,145.41385674476624,0.005,-16.624285780459033
423,0.15000000000000002,145.74590706825256,0.005,-16.639110177113295
424,0.2,146.0622420310974,0.005,-16.64571942444666
425,0.25,146.40987706184387,0.005,-16.644468787442268
426,0.3,146.7171573638916,0.005,-16.677894361173898
427,0.25,147.04914164543152,0.005,-16.707579081379627
428,0.3,147.38113141059875,0.005,-16.72854573433186
429,0.25,147.71310758590698,0.005,-16.64928769997333
430,0.3,148.05165004730225,0.005,-16.60968102541021
431,0.25,148.38360714912415,0.005,-16.616312409030215
432,0.3,148.71559691429138,0.005,-16.531227730053985
433,0.3,149.03846073150635,0.005,-16.5737574461017
434,0.3,149.354825258255,0.005,-16.578111287817766
435,0.3,149.63996124267578,0.005,-16.526781984201346
436,0.25,150.00326418876648,0.005,-16.608279644506762
437,0.3,150.28846192359924,0.005,-16.60246960851351
438,0.25,150.60482931137085,0.005,-16.60581527220026
439,0.2,150.90553522109985,0.005,-16.575873170092805
440,0.15000000000000002,151.20627093315125,0.005,-16.565653198287347
441,0.2,151.52268600463867,0.005,-16.566453646301483
442,0.25,151.84555006027222,0.005,-16.593502743037373
443,0.3,152.16192197799683,0.005,-16.59857827555044
444,0.3,152.4939363002777,0.005,-16.556443653131904
445,0.3,152.81030464172363,0.005,-16.56478314818453
446,0.3,153.13321089744568,0.005,-16.581426195090952
447,0.3,153.534188747406,0.005,-16.575386503243955
448,0.3,153.9130380153656,0.005,-16.59441063327559
449,0.3,154.2610936164856,0.005,-16.57842941237473
450,0.25,154.54868745803833,0.005,-16.54735545919056
451,0.3,154.88961172103882,0.005,-16.481490275160617
452,0.25,155.2913374900818,0.005,-16.460046058412804
453,0.2,155.62333273887634,0.005,-16.460865156784894
454,0.25,155.95530819892883,0.005,-16.48614912075068
455,0.3,156.2560441493988,0.005,-16.525773348669876
456,0.3,156.55686163902283,0.005,-16.56452751126887
457,0.25,156.85760116577148,0.005,-16.55596036698509
458,0.3,157.15833568572998,0.005,-16.542086870309532
459,0.3,157.4968957901001,0.005,-16.529662757338432
460,0.3,157.8289134502411,0.005,-16.563874811162353
461,0.25,158.1987442970276,0.005,-16.5794686523474
462,0.3,158.5307252407074,0.005,-16.565822692695072
463,0.3,158.90046381950378,0.005,-16.586681713519603
464,0.3,159.20120358467102,0.005,-16.587441932145186
465,0.25,159.50194716453552,0.005,-16.544011372855067
466,0.3,159.80267882347107,0.005,-16.514440988758746
467,0.3,160.10341835021973,0.005,-16.493502259303806
468,0.25,160.4197859764099,0.005,-16.495635186297292
469,0.2,160.76742672920227,0.005,-16.48705545314385
470,0.15000000000000002,161.0993721485138,0.005,-16.454954726057764
471,0.10000000000000002,161.437908411026,0.005,-16.461972771672517
472,0.15000000000000002,161.78566145896912,0.005,-16.438103547890123
473,0.10000000000000002,162.10850143432617,0.005,-16.411498456881233
474,0.15000000000000002,162.47173047065735,0.005,-16.393767607362555
475,0.2,162.8727719783783,0.005,-16.373911869111524
476,0.15000000000000002,163.25779485702515,0.005,-16.370293897899657
477,0.10000000000000002,163.64325594902039,0.005,-16.3603166322581
478,0.15000000000000002,163.99085664749146,0.005,-16.385097400796575
479,0.2,164.32935070991516,0.005,-16.41595775943898
480,0.25,164.64572763442993,0.005,-16.45710364053086
481,0.2,164.9777171611786,0.005,-16.423768603209524
482,0.25,165.294105052948,0.005,-16.433557948241937
