novelty,total_time,iteration,reward,n_koeff
nan,5.308233022689819,1,46.82968629866282,0.0
0.20650982518615776,5.489980459213257,2,48.41089212071152,0.0
0.21688324114296167,5.683870792388916,3,46.234423849934444,0.0
0.25732686762924456,5.873578071594238,4,50.6788703790019,0.0
0.21841897221717513,6.086097002029419,5,62.353990569325674,0.0
0.35052450894156656,6.284646272659302,6,62.917367243532965,0.0
0.3084679974614585,6.507321834564209,7,68.99260582758765,0.0
0.36475893135162823,6.823671579360962,8,73.77001200451323,0.0
0.3643278985615443,7.155648231506348,9,76.71753674302188,0.0
0.3144075019027177,7.487691402435303,10,82.61643212539241,0.0
0.30256753737177466,7.772792100906372,11,81.38996609441091,0.0
0.2602377634634637,8.12700080871582,12,87.08768077856655,0.0
0.26303960101270274,8.49031376838684,13,88.59858087336596,0.0
0.2684048774973488,8.891438961029053,14,97.19081227928665,0.0
0.29613754070540016,9.245555400848389,15,97.61160911912674,0.0
0.26170055945549014,9.662189245223999,16,98.10049723997128,0.0
0.29083389449150526,10.063289165496826,17,97.86163746766115,0.0
0.257360040413572,10.580151557922363,18,108.90999957446599,0.0
0.24135379791100678,10.981189489364624,19,108.74228662131868,0.0
0.2177507197023815,11.53193187713623,20,108.38635994512325,0.0
0.21460547162053764,11.979897260665894,21,110.21464273306216,0.05
0.2425859743843005,12.518925189971924,22,111.4150118993612,0.05
0.21236493263854617,13.10992431640625,23,109.9355021530705,0.05
0.21559230437703816,14.107823133468628,24,112.84647334295487,0.05
0.21335773095429442,15.015629768371582,25,115.93149525904666,0.05
0.19166284841985845,15.817125082015991,26,113.88098427003115,0.0
0.17458354580928562,16.53557586669922,27,113.29959445050288,0.0
0.1700864649598578,17.335566520690918,28,111.78835619881097,0.0
0.1694168113283657,18.306883096694946,29,113.51537956175339,0.0
0.16951307203001095,19.281054496765137,30,115.74667858834059,0.0
0.16963249738798572,20.278613328933716,31,116.4498820362311,0.0
0.16924348257391686,21.130966186523438,32,133.1139129993077,0.0
0.17083908802555667,21.932188272476196,33,134.22772678215463,0.0
0.19603205690004386,22.63954782485962,34,135.71306523186158,0.0
0.17082547082933397,23.373785734176636,35,137.92711451476495,0.0
0.18480948516930273,24.23302388191223,36,139.73133694264038,0.0
0.17073700167079756,25.036811113357544,37,147.1156936289758,0.0
0.1731875412067425,26.20875072479248,38,154.11783300387654,0.0
0.17020025233792327,27.04620862007141,39,158.19874592956373,0.0
0.184914462387446,27.931013822555542,40,157.49984576502848,0.0
0.15113293123858884,28.921454906463623,41,156.43957529061385,0.0
0.15208811265439484,29.96625280380249,42,163.10202838492552,0.0
0.17358883355557975,31.423518180847168,43,166.33160222616425,0.0
0.17201817917403237,32.80587029457092,44,166.21134137248953,0.0
0.140163745510361,34.28198981285095,45,171.83861206101668,0.0
0.13799306135745457,35.91759777069092,46,190.5139131743732,0.0
0.13938207556859544,37.319769859313965,47,193.2077362175962,0.0
0.1398844539653729,38.798778772354126,48,193.40837755657546,0.0
0.14905528260388465,40.26290440559387,49,200.12153316395487,0.0
0.12549058417695833,41.91617488861084,50,212.6442518212927,0.0
0.13969752257934248,43.49859547615051,51,231.49244232806777,0.0
0.11435477739832837,45.25941801071167,52,250.66806663584183,0.0
0.11512071124589222,47.58278751373291,53,269.7539736320139,0.0
0.10376531075065205,50.24798512458801,54,288.7722180088038,0.0
0.09380951249244947,52.66306686401367,55,306.8255655042757,0.0
0.10673013484944417,54.61685085296631,56,325.6547873469975,0.0
0.11454177485934114,56.87916016578674,57,343.5933802934297,0.0
