total_time,novelty,reward,n_koeff,iteration
3.373671531677246,nan,41.43983484657678,0.0,1
3.5067267417907715,0.20909416636981207,39.32534272804419,0.0,2
3.6556599140167236,0.2080222009911711,43.876194302825745,0.0,3
3.8085389137268066,0.23911917969841892,46.183415655517386,0.0,4
3.95745849609375,0.24486273998871655,50.62960766144567,0.0,5
4.1515419483184814,0.2520722723248985,52.92703122069685,0.0,6
4.333166599273682,0.2283579685556043,59.282825552859336,0.0,7
4.494081974029541,0.24478667753293118,62.809189051776244,0.0,8
4.683245658874512,0.24130320170884342,65.04042228249578,0.0,9
4.90682315826416,0.25502698770266025,67.45013789594881,0.0,10
5.1663782596588135,0.2968073676758283,70.57225814112692,0.0,11
5.482741355895996,0.2939010180209538,72.47550061748082,0.0,12
5.840511083602905,0.26530764725656236,74.87808567111455,0.0,13
6.151280641555786,0.3242179878567997,80.39599242086479,0.0,14
6.5871498584747314,0.2896559865159169,81.50045089109457,0.0,15
7.049947500228882,0.2966639086836328,81.97155768247227,0.0,16
7.40305233001709,0.2906874983247892,83.02051761697597,0.0,17
7.6948442459106445,0.2979585959501741,83.59209398060206,0.0,18
7.916228532791138,0.28934420768608854,82.5549382708537,0.0,19
8.168014526367188,0.26572763989827786,84.2023250461355,0.0,20
8.399572372436523,0.2614656447960566,86.24456516996833,0.05,21
8.641279458999634,0.29474954715084617,87.89623499143678,0.05,22
8.882630109786987,0.2614361251093675,87.93889930973131,0.05,23
9.175695896148682,0.2931019384451789,89.44792665191757,0.05,24
9.487362146377563,0.29193470393838056,91.07014272888938,0.05,25
9.799562454223633,0.26245183933093297,90.16609585398835,0.0,26
10.165229082107544,0.2594446875863452,89.95445543505406,0.0,27
10.592278718948364,0.28961238087487184,91.17171136008986,0.0,28
11.034802675247192,0.2814152558763667,92.45355632791536,0.0,29
11.435940504074097,0.29240614382814395,93.6759642043092,0.0,30
11.938301086425781,0.2614796209367636,94.4017540342492,0.05,31
12.391488790512085,0.25880285543743053,96.34861291193019,0.05,32
12.793674945831299,0.288230322719174,96.6855362613035,0.05,33
13.14559817314148,0.30114310589005083,97.0145479710642,0.05,34
13.495460033416748,0.24815652162100746,98.08558095817763,0.05,35
13.809393167495728,0.24604227344332005,98.4762459156439,0.0,36
14.149486780166626,0.27833913024060125,98.70628611269466,0.0,37
14.534282684326172,0.25384794876367434,103.03829279084245,0.0,38
15.107887268066406,0.24935817568753801,104.48900932522223,0.0,39
15.67164397239685,0.2715014271814482,106.92593277555986,0.0,40
16.295809745788574,0.275607839356265,108.31375865789319,0.0,41
17.050410747528076,0.23375133524087585,110.28981032412473,0.0,42
17.82545304298401,0.23685227930590877,111.68076529057868,0.0,43
18.713497161865234,0.266412781057526,121.15258279765457,0.0,44
19.4603328704834,0.2344977513145987,130.4485018909013,0.0,45
20.176942586898804,0.2363518140898121,133.251795936219,0.0,46
21.03091335296631,0.2389574538895023,137.4514246459642,0.0,47
21.727015495300293,0.26289649777690244,139.8626287698228,0.0,48
22.599626779556274,0.2645926884625232,139.84798372345102,0.0,49
23.257143259048462,0.25916011441713854,142.12248351347,0.0,50
23.828823804855347,0.231786233777719,147.65623284448023,0.05,51
24.856890201568604,0.23723638738980643,150.3064234847117,0.05,52
26.24613380432129,0.2326891895368012,155.331265638119,0.05,53
27.07394242286682,0.23670651305418988,159.525280670143,0.05,54
28.199626445770264,0.23686887036179796,163.73802494735878,0.05,55
29.497767448425293,0.23414715408519163,167.81728572311397,0.0,56
30.82655930519104,0.23227725538495933,171.91907792303044,0.0,57
32.059916973114014,0.23401386113558856,172.91702175004752,0.0,58
33.322962522506714,0.23450910031151498,180.88061808825864,0.0,59
34.73094034194946,0.24840135191887625,198.48881958643392,0.0,60
36.22735285758972,0.22570043211342675,205.64599147577232,0.0,61
37.65936851501465,0.2215515815486284,224.14770627223893,0.0,62
39.23031949996948,0.18763564149075995,236.25402253597608,0.0,63
41.005051136016846,0.1825277587264369,253.15968018988417,0.0,64
42.68763494491577,0.20932660179029935,264.68075425470033,0.0,65
44.379536628723145,0.18244974326377342,269.560022220388,0.0,66
45.9831337928772,0.16961937202047506,287.8600138837244,0.0,67
47.70721673965454,0.2251113959445318,300.1808479992474,0.0,68
49.4675235748291,0.16457896368199657,309.0935472516422,0.0,69
51.24480104446411,0.17144675466933565,326.62796803644,0.0,70
53.36632204055786,0.13831792801760245,343.5873612372876,0.0,71
55.322802782058716,0.1345297340951234,361.2771148269565,0.0,72
57.401756286621094,0.1266022337476855,379.5223344901476,0.0,73
59.73473572731018,0.13361926417721504,396.99557409344476,0.0,74
62.11997938156128,0.1305198520073581,413.90638222075904,0.0,75
64.81759905815125,0.09756277383690277,432.74337435190967,0.0,76
67.49756073951721,0.08930645717251125,451.1044796006816,0.0,77
70.18744468688965,0.08457892473266555,468.80327973081046,0.0,78
72.82928204536438,0.08281881845686094,486.3796178842313,0.0,79
75.48625588417053,0.07877600639910005,503.80628764591626,0.0,80
78.30884194374084,0.1364699710765285,521.4351851327918,0.0,81
80.95384883880615,0.07613207870801646,538.353385494579,0.0,82
83.7066912651062,0.10218134134330392,556.2757344922021,0.0,83
86.36729335784912,0.10646023917065718,574.0685591339054,0.0,84
88.97784161567688,0.10789810851085457,591.3170924420571,0.0,85
91.6587164402008,0.07258888540148013,609.2014334519339,0.0,86
94.47659492492676,0.07170755796755687,627.168960281605,0.0,87
97.02145886421204,0.07071852779306269,641.8067387296522,0.0,88
99.6868839263916,0.09648704327056268,658.6206441551669,0.0,89
102.633305311203,0.09947118610624543,674.6563947276123,0.0,90
105.53313326835632,0.06667116072254818,691.5424627791966,0.0,91
108.56343030929565,0.06584873010843108,707.7116343235034,0.0,92
111.61452102661133,0.06461592481089244,724.4826509849722,0.0,93
114.57172679901123,0.0658448303873689,733.8777656403424,0.0,94
117.65034556388855,0.09842030139745728,743.0368374929874,0.0,95
120.74124550819397,0.12324002723541481,757.8701542628653,0.0,96
123.37104487419128,0.06911125349994539,771.3036260942022,0.0,97
127.3964786529541,0.062493714735587146,786.272927226155,0.0,98
131.17244005203247,0.09730139195803879,803.503202395972,0.0,99
133.83107805252075,0.1336827484819794,818.2435151760162,0.0,100
136.9372091293335,0.0852665367433112,831.8783792698571,0.0,101
140.20721578598022,0.10270567658070766,848.5784214055374,0.0,102
143.93213510513306,0.09796389239322467,862.5456929097994,0.0,103
147.47125887870789,0.0906626822890765,877.2411998142134,0.0,104
150.48751783370972,0.10442383971836676,891.3630707311356,0.0,105
153.48432636260986,0.059677473366136206,905.9748230556646,0.0,106
156.6789128780365,0.061939509170314024,919.6841634509233,0.0,107
160.45148372650146,0.09474693991617707,936.8298739904316,0.0,108
163.98829078674316,0.06014335767194606,947.2407568537783,0.0,109
167.00573635101318,0.06395419860518274,947.5792721847739,0.0,110
169.94983005523682,0.09285792926842519,958.3049814380606,0.05,111
173.52624797821045,0.05370582253658584,958.01126173888,0.05,112
177.41248869895935,0.1276035639303311,963.7808543654505,0.05,113
180.90124201774597,0.11372482442316408,963.6707458524033,0.05,114
183.86784148216248,0.05962687221624222,970.2031290405662,0.05,115
186.79737281799316,0.058155207923681694,983.675936784085,0.1,116
190.51272225379944,0.09127620153619452,983.4894296360096,0.1,117
194.59176588058472,0.060054076825359626,989.0383901360238,0.1,118
198.12508535385132,0.05870126157226294,998.7276109427327,0.1,119
201.2384271621704,0.05773758835121911,998.8631699155491,0.1,120
204.31379985809326,0.060457321341265025,999.395097922724,0.15000000000000002,121
208.72112321853638,0.10903171772526545,999.2320747545203,0.15000000000000002,122
213.1876358985901,0.05712661647333439,999.4364951997472,0.15000000000000002,123
217.070298910141,0.12333478809130251,999.5554817692483,0.15000000000000002,124
220.9528284072876,0.057028201340593755,1000.0652837847098,0.15000000000000002,125
225.97997903823853,0.061409211898537784,999.6069337879895,0.2,126
229.9141571521759,0.10496688701269742,999.433338559738,0.2,127
233.75822806358337,0.061502090307688516,999.2380141217603,0.2,128
238.47712755203247,0.058049120722991544,998.8837047092234,0.2,129
243.99513840675354,0.11276732382504895,998.6451743512522,0.2,130
247.5786850452423,0.08985259186492911,998.4271518850411,0.15000000000000002,131
250.9701111316681,0.058100784566559066,998.4498993542882,0.15000000000000002,132
255.18669772148132,0.05695307159225349,998.2923441097832,0.15000000000000002,133
259.61061573028564,0.08345178325987017,998.1928567060845,0.15000000000000002,134
263.01980543136597,0.05903107702603483,998.2592092284799,0.15000000000000002,135
266.6212360858917,0.06416468479673597,998.0233710274221,0.10000000000000002,136
271.0373446941376,0.0877064247984322,997.8232035925107,0.10000000000000002,137
275.3840341567993,0.08452751958134243,998.0371843879865,0.10000000000000002,138
278.8001046180725,0.05589255211291307,998.1630962630411,0.10000000000000002,139
282.28806734085083,0.05678530130089433,998.0836987503973,0.10000000000000002,140
286.4971160888672,0.058406246267578794,997.7849296589054,0.05000000000000002,141
290.9810461997986,0.042051984235967795,997.8126010598348,0.05000000000000002,142
294.30781292915344,0.05774660804214663,997.5917277977521,0.05000000000000002,143
297.60780143737793,0.05821601234719978,997.3302030794705,0.05000000000000002,144
301.3324918746948,0.056452204946760516,997.3684740326618,0.05000000000000002,145
305.899507522583,0.08862622790923069,997.2797046268748,1.3877787807814457e-17,146
309.19831371307373,0.058139241175629575,997.1341301112606,1.3877787807814457e-17,147
312.5243864059448,0.052468828261939215,997.1037402636496,1.3877787807814457e-17,148
315.9176506996155,0.05651284454446534,996.8861260338724,1.3877787807814457e-17,149
320.51687264442444,0.0906285605271293,996.9157290296155,1.3877787807814457e-17,150
324.3599030971527,0.058159077132163346,996.9374435809709,0.0,151
327.62686681747437,0.08025438765850544,996.5569319758355,0.0,152
331.08599305152893,0.05636102715337691,996.3949034845728,0.0,153
335.1849772930145,0.12643857866596936,996.406784374617,0.0,154
339.1916377544403,0.0549766624744627,996.7798391312336,0.0,155
342.47775387763977,0.05760085231396753,996.675306451102,0.0,156
345.75909066200256,0.09353148478303942,996.7885032246958,0.0,157
349.3692672252655,0.055494609630451164,996.6980506317556,0.0,158
353.7675633430481,0.08976880820245786,996.645794409049,0.0,159
357.3933176994324,0.05617509504754776,996.7912237556391,0.0,160
361.12929368019104,0.05505963467338382,996.7284183715278,0.0,161
365.0666558742523,0.0566089914123852,996.5824389849384,0.0,162
369.6076571941376,0.05403768296781555,996.4309288202136,0.0,163
379.39950704574585,0.10323178584344471,996.4396593971281,0.0,164
382.5931828022003,0.053629490084838465,996.395174654918,0.0,165
385.799031496048,0.08276587108749335,996.2317379695983,0.05,166
389.2385129928589,0.059063864950822914,995.9483266613041,0.05,167
392.4845426082611,0.05491493848319203,996.0223081044334,0.05,168
395.80576395988464,0.0941111935800527,996.2787662070458,0.05,169
400.23177790641785,0.07727305045556836,996.1491492672076,0.05,170
404.3456196784973,0.05518347398364711,996.0946055493749,0.1,171
407.85218691825867,0.1191888344547421,995.9774758370381,0.1,172
411.58872509002686,0.07937230062256186,995.7233643106861,0.1,173
416.32139587402344,0.059057114485266966,995.7894925965014,0.1,174
420.6412127017975,0.05238046730447693,995.706082325928,0.1,175
424.18950724601746,0.0572723306121432,996.0753352991771,0.05,176
427.95025396347046,0.05673416293565665,996.0249378381781,0.05,177
433.01335167884827,0.0874695844738669,995.9108802720001,0.05,178
436.8333444595337,0.05812204477832869,996.0709533837544,0.05,179
440.6179919242859,0.053291378985965844,996.2142059108426,0.05,180
444.435898065567,0.058807799627297125,996.3764308485675,0.0,181
449.5153841972351,0.10416151268471278,996.293297879572,0.0,182
453.52053117752075,0.08907328787001102,996.322236731805,0.0,183
456.87982201576233,0.07707550971524943,996.418652322519,0.0,184
460.46679282188416,0.0823674820285339,996.2293474703345,0.0,185
465.43989157676697,0.0851795595684235,996.3834271291,0.0,186
469.2632830142975,0.08876133229193645,996.4770308462618,0.0,187
472.87646889686584,0.08801034535943413,996.3871067621246,0.0,188
476.46912121772766,0.05605729099608819,996.1763851748001,0.0,189
481.287878036499,0.05424374948449723,996.1623067025865,0.0,190
485.0648396015167,0.1178763527375331,996.23155991109,0.05,191
488.626042842865,0.09107076497114765,996.1642883224871,0.05,192
492.31012058258057,0.0800282661394607,996.3173800695477,0.05,193
497.7537512779236,0.09817424123986267,996.6250701728543,0.05,194
502.2408113479614,0.10681814044961428,996.7747174232189,0.05,195
