reward,total_time,n_koeff,iteration,novelty
8.14778715827844,3.9903244972229004,0.95,1,nan
7.191684436367019,4.32229471206665,0.5,2,0.19711843460032608
7.71651936953241,4.723285436630249,0.5,3,0.17312054617905687
7.72384420982744,5.039632558822632,0.5,4,0.15305540409433427
7.971649808668407,5.34037446975708,0.5,5,0.1438533184122424
8.339017235568269,5.641128778457642,0.5,6,0.15600944892172275
9.08247761296179,5.964011192321777,0.5,7,0.1300343367836118
9.430576220804934,6.327225923538208,0.5,8,0.14665331231967588
9.688605382308916,6.712600231170654,0.5,9,0.15975433834263333
10.061883664897703,7.0289626121521,0.5,10,0.1494273778095154
10.292605049656059,7.351839065551758,0.5,11,0.15102282925601127
10.481914998484703,7.699449777603149,0.5,12,0.13890817434421418
10.725006292749585,8.015803337097168,0.45,13,0.13508701648658109
13.426966869605208,8.369934558868408,0.4,14,0.13999838853793647
13.752336946090965,8.755285024642944,0.35000000000000003,15,0.1367265273055792
14.230444551492702,9.171883583068848,0.30000000000000004,16,0.1181239907592755
17.4555776451263,9.635348796844482,0.25000000000000006,17,0.11708463510854208
17.59629972280306,10.132752418518066,0.20000000000000007,18,0.1262924144603519
31.127064875819194,10.779175758361816,0.15000000000000008,19,0.14908531034359815
44.195972465322534,11.49529218673706,0.10000000000000007,20,0.21544045958748956
53.65650049899942,12.271437644958496,0.05000000000000007,21,0.26825503317166277
67.93051306782577,13.20931100845337,6.938893903907228e-17,22,0.31216390026224244
72.6151971738211,14.310417413711548,0.0,23,0.3574634202470832
90.96341305758233,15.30751657485962,0.0,24,0.307742757481039
93.73790813004767,16.459241151809692,0.0,25,0.41951623211777717
107.94380956170136,17.653786182403564,0.0,26,0.3115304971438151
113.81394587037538,18.846013069152832,0.0,27,0.3020759247316278
125.27990370933607,20.188398122787476,0.0,28,0.27603456109225893
132.82545429791128,21.559941291809082,0.0,29,0.3154593900946224
143.30207226254302,22.976701498031616,0.0,30,0.2307372635264721
150.76600606033495,24.401443481445312,0.0,31,0.21582719623370747
163.62480685640304,25.989655256271362,0.0,32,0.20874645746692472
189.74280335287943,27.804754972457886,0.0,33,0.2152472102417221
196.3277771022855,29.573850631713867,0.0,34,0.1953243160981431
205.40650960052443,31.681015968322754,0.0,35,0.18419093387638835
208.89508898918783,33.952680587768555,0.0,36,0.2000694789673045
216.52738065387138,35.94015336036682,0.0,37,0.16101105075637434
224.5774023367068,38.37265205383301,0.0,38,0.14737157229576917
245.06851373760364,40.576929330825806,0.0,39,0.1882658013317544
264.85863159812936,43.1430344581604,0.0,40,0.1446317488446075
271.9565903702186,45.28490114212036,0.0,41,0.17875034843976859
290.09728187092395,48.019171953201294,0.0,42,0.18158418601849177
307.4798320030071,50.61095833778381,0.0,43,0.14027261809880104
323.79968891092796,53.5566623210907,0.0,44,0.18216195597766385
339.7832609142929,56.30373954772949,0.0,45,0.16909878746298113
354.74007787848564,59.51754546165466,0.0,46,0.1839734470579485
369.0631269794587,62.46142625808716,0.0,47,0.18298385775547168
382.79809169646677,65.65415215492249,0.0,48,0.17226682911843427
395.91541317852653,69.02026557922363,0.0,49,0.17540990472883508
408.46273542507987,72.87845945358276,0.0,50,0.16513722045190757
410.64639397788227,76.38736295700073,0.0,51,0.1617496757695273
431.1628606912925,79.78554439544678,0.0,52,0.15065904305133893
451.4366885450079,83.30808615684509,0.0,53,0.1624671907650997
471.79169549848507,87.08129835128784,0.0,54,0.16286035936637305
492.24909016458696,90.78256464004517,0.0,55,0.1678687983141759
512.7405154706744,94.40358138084412,0.05,56,0.14628514488544303
533.0792274271056,97.79685497283936,0.0,57,0.14743098499747473
553.4721971472251,101.69524478912354,0.0,58,0.17035878926018874
573.8862046282222,105.47421383857727,0.0,59,0.16086760072769507
594.3427676211638,109.72864890098572,0.0,60,0.14906807421813403
614.5938491327067,113.95357894897461,0.0,61,0.14814392098478213
635.181293076867,118.56795620918274,0.0,62,0.18009835178208025
655.4140856241352,121.91554045677185,0.0,63,0.16689400525911163
675.020571760109,125.94211506843567,0.0,64,0.15553814484676237
695.3120129184368,130.3179271221161,0.0,65,0.15695127497315672
715.5909977629088,134.44812870025635,0.0,66,0.13677750126373883
735.0556539470857,138.29133462905884,0.0,67,0.1350791153332181
755.2976447741738,142.8583083152771,0.0,68,0.15254493222124726
770.3424473076641,147.22397327423096,0.0,69,0.14757495372952706
785.1273441297034,151.36090517044067,0.05,70,0.13112474792242845
800.9058894320419,155.2769067287445,0.1,71,0.15486655372361147
814.2051713294354,159.26267838478088,0.05,72,0.13419562590832407
831.2832079345391,163.3502757549286,0.0,73,0.15645634526211794
841.6101336284676,167.78708124160767,0.0,74,0.15156324157838208
858.8342109821336,172.36902332305908,0.0,75,0.17713022518714433
870.3680337528322,176.46569633483887,0.0,76,0.1593653180653761
885.6504161388381,180.16624116897583,0.0,77,0.14843874541966326
897.6711076421047,184.24747920036316,0.0,78,0.1439471161810498
911.5658054664672,188.1099352836609,0.0,79,0.1540731555972222
923.3189661874676,192.22195386886597,0.0,80,0.14404181261500998
936.6816149895199,196.79171633720398,0.0,81,0.14348077552519597
946.1452020677268,201.40218925476074,0.0,82,0.18619216364546687
946.2430995862201,205.9849944114685,0.0,83,0.15432456689810534
958.7554842910884,210.41505408287048,0.0,84,0.1434399569276092
969.2685410673269,214.44735479354858,0.05,85,0.13793479497704608
983.4366134264111,219.19904327392578,0.0,86,0.13302899863195036
994.342970039221,224.57686185836792,0.0,87,0.1251161288367925
1004.4872769890544,229.0215709209442,0.0,88,0.14846651937740094
1004.5848557497027,233.99607801437378,0.0,89,0.13879514740157192
1004.4945318471508,238.8763508796692,0.0,90,0.1285240241507449
1014.0175231911547,243.39545822143555,0.0,91,0.1188286096113602
1014.0936983453728,247.90145993232727,0.0,92,0.12208464933962844
1014.1109221715224,252.661217212677,0.0,93,0.1247116371598053
1014.4407366177626,257.45080971717834,0.0,94,0.14194690021684234
1014.343889131893,262.2589931488037,0.0,95,0.1650907375418244
1014.4012931928983,266.9688844680786,0.0,96,0.1473233153098123
1014.5997840543224,271.9806315898895,0.0,97,0.13075968595913579
1014.7086388207441,276.8941967487335,0.0,98,0.1406036705333043
1015.1710435265879,281.9566729068756,0.0,99,0.12735135073848533
1015.5043231787765,286.9288122653961,0.0,100,0.14503131265778182
1033.9943380773614,291.87729144096375,0.0,101,0.13612468207609027
1034.342189324815,296.50893998146057,0.0,102,0.1459673751705842
1034.7836101705723,301.29629254341125,0.0,103,0.13067299297823903
1035.1662068928824,306.1376602649689,0.0,104,0.1319050110458724
1035.1911808226537,310.69538474082947,0.0,105,0.16041291985894643
1035.3106425129895,315.75825095176697,0.0,106,0.13502125092061212
1035.281285929339,320.60252475738525,0.0,107,0.13027339909446523
1035.4634641396149,325.77891635894775,0.0,108,0.12362169481367054
1035.4861336964975,330.9105203151703,0.0,109,0.12409989991716718
1035.422610679024,336.45802450180054,0.0,110,0.09066874167832317
1035.7280787202872,341.39779901504517,0.0,111,0.09641343034340874
1035.5751648646565,346.86409735679626,0.0,112,0.13520080649971378
1035.77121065485,351.7407112121582,0.0,113,0.13043967683285712
1035.8214048020843,356.9953501224518,0.0,114,0.09491702111330405
1036.1738497121341,362.3696639537811,0.0,115,0.09036860294458092
1036.2547055877628,367.65144181251526,0.0,116,0.09835210036291174
1036.1170557713822,372.69528341293335,0.0,117,0.10632763808164171
1036.30114170946,378.34815669059753,0.0,118,0.09432073193033337
1036.4218285710908,383.5208806991577,0.05,119,0.12389456065920136
1036.5211200761435,388.9852228164673,0.0,120,0.11739881974281895
1036.6685190520432,394.0084857940674,0.0,121,0.1279643360638089
1036.7615137689136,399.15265250205994,0.0,122,0.13296634758373982
1036.9423525171817,404.8081967830658,0.0,123,0.14111043984105878
1037.0721847196858,409.59998750686646,0.0,124,0.13427886589774243
1037.3155450811034,414.60194277763367,0.0,125,0.1186758882129444
1037.2952039029396,420.28085446357727,0.0,126,0.09958494498128478
1037.2567991709966,425.00222659111023,0.0,127,0.13043137740369218
1037.2794159375464,430.3342390060425,0.0,128,0.11471360942187532
1037.0583752158598,435.8118395805359,0.0,129,0.11217398278063913
1036.9930317421158,441.05855202674866,0.0,130,0.1118100596926203
1036.7813882038774,446.19099473953247,0.0,131,0.12579035326810675
1036.74877551134,451.959525346756,0.0,132,0.07787867438766839
1036.8421297431892,457.0151720046997,0.0,133,0.12562010610692162
1036.7612717820941,462.6512107849121,0.0,134,0.11099137601297544
1036.5649481031915,468.1896240711212,0.0,135,0.10549987074764486
1036.3917258326876,473.892861366272,0.0,136,0.0969943759329989
1036.2099402609338,478.8867120742798,0.0,137,0.11688825373150627
1036.1903717440211,484.80518531799316,0.0,138,0.09874076312874366
1036.1211972229921,489.7159535884857,0.0,139,0.12236103224255604
1036.122163210465,495.2892827987671,0.0,140,0.11151822871186495
1036.1016360233727,500.6130883693695,0.0,141,0.08891579907348124
1036.0130442000311,506.2689504623413,0.0,142,0.10286726231512963
1035.946889999615,511.82816219329834,0.05,143,0.10033600412319123
1035.774385269092,517.3556911945343,0.0,144,0.08832382756621705
1035.8905438944305,523.155797958374,0.0,145,0.08796990425442486
1035.8869681189806,528.8406021595001,0.0,146,0.09171628353860634
1035.7241632145758,534.5270438194275,0.0,147,0.09420113751215771
1035.8193838513223,539.9706485271454,0.0,148,0.10629938750557522
1035.5394599320532,545.5493075847626,0.0,149,0.0993195304186795
1035.5519453346135,551.216121673584,0.0,150,0.10849657068064192
1035.3154880231407,556.692743062973,0.0,151,0.11644946198814506
1034.8737815175245,562.5832250118256,0.0,152,0.07997109848968255
1034.548719261664,568.0175001621246,0.0,153,0.11320211263049013
1034.3440736501266,573.4393818378448,0.0,154,0.1046665823872745
1034.2980561278644,578.8774492740631,0.0,155,0.07891251326887698
1034.255519858044,584.7528886795044,0.0,156,0.07353029267494683
1034.589527684889,590.653781414032,0.0,157,0.08991858113605851
1034.418480804065,596.4507081508636,0.0,158,0.09475807774495071
1034.4783698632111,602.0858752727509,0.0,159,0.08992608323483191
1034.5240482358695,607.9446287155151,0.0,160,0.09084340654360411
1034.4328572140598,613.6835813522339,0.0,161,0.08242543773510759
1034.2861486437894,619.6227748394012,0.0,162,0.09404104160765994
1034.2786828592143,625.8673710823059,0.0,163,0.08740945027605151
