novelty,n_koeff,reward,iteration,total_time
nan,0.0,38.73087699655928,1,4.0048558712005615
0.188203864685778,0.0,44.935734573328546,2,4.205345392227173
0.23166121981845209,0.0,43.62715241753898,3,4.405833959579468
0.20052189227403203,0.0,45.1021902554165,4,4.5750792026519775
0.24086755795845072,0.0,51.58969973668208,5,4.791194677352905
0.23382476279071582,0.0,53.554063539061396,6,4.976068735122681
0.24020872645809596,0.0,56.453581861813404,7,5.223428010940552
0.2761619926838184,0.0,77.1644107610055,8,5.477291107177734
0.28709389933795815,0.0,77.74265763884445,9,5.762403249740601
0.2625849940761094,0.0,82.6828380696524,10,6.110005855560303
0.253202879340696,0.0,95.20423936138367,11,6.548740863800049
0.23229820528057665,0.0,91.89900474142615,12,6.980787992477417
0.24990651796133634,0.0,91.97363657466327,13,8.046902656555176
0.21453765270853975,0.0,91.42771133873937,14,8.857681035995483
0.2132433606856977,0.0,90.90904083719163,15,9.330465316772461
0.20803301108249647,0.0,101.9491898402036,16,9.905925750732422
0.24595637451481908,0.0,102.27191531902909,17,10.4328453540802
0.2776344204666444,0.0,114.35246923999777,18,11.077852487564087
0.21183915409314036,0.0,118.50352024913326,19,11.599678754806519
0.20886476740543877,0.0,123.0501269890955,20,12.417270421981812
0.21175362426955488,0.0,126.9455923211692,21,13.154406070709229
0.21481761851985262,0.0,130.4885002364604,22,13.81098461151123
0.21218522302217888,0.0,133.76669248902087,23,14.38547968864441
0.21299387517030696,0.0,136.003527063443,24,15.008379936218262
0.2102033222111587,0.0,133.60028143409906,25,15.675239086151123
0.2128312275880233,0.0,137.58967948467875,26,16.472944021224976
0.2767955788275457,0.0,148.10102480313265,27,17.128644943237305
0.2088336486874843,0.0,152.4264485075693,28,17.772697925567627
0.22138747521901878,0.0,153.45795838214633,29,18.417835235595703
0.22358953886539043,0.0,153.07324998726875,30,19.132256031036377
0.2251061269245617,0.0,153.17743505885102,31,19.926231384277344
0.1896708540948527,0.0,166.39306998578377,32,20.849140405654907
0.17943158252278915,0.0,170.00911905254134,33,21.714083909988403
0.17729136439462986,0.0,193.66734835837974,34,22.781932592391968
0.17556066324153244,0.0,208.37055244656293,35,24.241536617279053
0.202738270529805,0.0,209.00157444814442,36,25.528563022613525
0.20885450169715955,0.0,228.65356863607317,37,27.032948970794678
0.1713186815272989,0.0,226.47914209467694,38,28.838727951049805
0.1573143666556529,0.0,238.54684344712035,39,30.51619291305542
0.15946720137478002,0.0,257.8853175563101,40,31.794782638549805
0.1419292021116811,0.0,276.1556362171458,41,33.22691798210144
0.16565520009527152,0.0,293.82559647316873,42,34.921096086502075
0.1588768718997969,0.0,310.44872600600723,43,36.62862849235535
0.13222937064559012,0.0,325.9375924898681,44,38.382933616638184
0.1321822189414191,0.0,340.78939567373607,45,41.54911470413208
0.1545011553547082,0.0,355.9318576512317,46,44.27177906036377
0.14782236175223856,0.0,369.27958813487146,47,46.68980932235718
0.15421126463017465,0.0,382.4311974772356,48,48.76075768470764
0.12620895357169176,0.0,395.30798767697075,49,51.09770703315735
0.15303737637743184,0.0,407.1077113162843,50,53.482112884521484
0.1204861391295801,0.0,426.4774613349889,51,56.49424886703491
0.12776717724439599,0.0,445.177366705894,52,60.29136538505554
0.1192072267212207,0.0,464.3680094443354,53,63.22982048988342
0.14935753208135896,0.0,483.1712260134347,54,65.48886060714722
0.11732780710474107,0.0,499.0395236654996,55,67.99838447570801
0.09705063244862155,0.0,517.7923331872018,56,70.72429871559143
0.11728769993799808,0.0,536.2688621865435,57,74.1773750782013
0.12633072809755294,0.0,551.585584937277,58,77.42131042480469
0.0941935289898924,0.0,569.5245682394825,59,80.34692740440369
0.08749519232295944,0.0,586.6615414138545,60,82.95946717262268
0.08777480518390705,0.0,590.0035295785913,61,85.5104353427887
0.08215824896192532,0.0,609.2226066017533,62,88.59701704978943
0.08337237271507354,0.0,627.2318464407972,63,92.46885704994202
0.1210615426976438,0.0,645.4903383203929,64,95.57890343666077
0.06152751217050568,0.0,664.2699597736938,65,98.48083400726318
0.07450150619954178,0.0,678.6421240456397,66,101.2211549282074
0.0724164098089803,0.0,696.4310725762127,67,104.683354139328
0.07904410503893265,0.0,710.2781628628483,68,108.92282724380493
0.10560562768374564,0.0,726.136066646485,69,111.76457476615906
0.07165774529576606,0.0,742.0514086817004,70,114.46051096916199
0.06828227816958722,0.0,757.3441970607195,71,116.98338150978088
0.06924229652401027,0.0,773.0302519936198,72,120.32336163520813
0.06848794874725099,0.0,789.1803763853018,73,124.24453973770142
0.10528353005713396,0.0,805.622223647689,74,127.20923113822937
0.10211236849208034,0.0,823.8357011060403,75,129.84784269332886
0.11975221431164795,0.0,839.1516678870124,76,133.1855194568634
0.0672424620270621,0.0,850.5708506552479,77,137.0263967514038
0.0671238097691808,0.0,865.1877573342282,78,141.2711696624756
0.06925252218496543,0.0,881.4985174986375,79,144.7712140083313
0.059210260012804584,0.0,898.7671950683758,80,148.15017414093018
0.06428618374267865,0.0,915.7217440870369,81,151.09011006355286
0.09299925840310491,0.0,924.0338266921425,82,155.46805930137634
0.11579574068137007,0.0,938.4367705541513,83,159.8541316986084
0.09463085719657856,0.0,938.9114681752144,84,162.79999232292175
0.06436249194840653,0.0,944.6461809775251,85,165.62393021583557
0.09966647419728115,0.0,960.1040822533697,86,169.63838815689087
0.06347874732329668,0.0,961.4994732876115,87,173.70426535606384
0.09731609914978269,0.0,978.7187410704308,88,177.39118599891663
0.08491500516411456,0.0,984.9928534874026,89,180.51123571395874
0.09114021419135054,0.0,984.6355022892255,90,184.11350893974304
0.09461334281489005,0.05,984.4192752161609,91,188.7462854385376
0.09040784730143618,0.05,984.3424787754572,92,192.5253472328186
0.066565507056276,0.05,984.2388883695194,93,196.30242276191711
0.06618849735114689,0.05,984.543394923313,94,200.23790860176086
0.06547474472069713,0.05,984.9176594172437,95,204.79702877998352
0.06422917403186214,0.0,984.1979940656431,96,208.4507930278778
0.10178735256001785,0.0,984.6761647978171,97,211.76409721374512
0.06428132832325328,0.0,984.6927509847926,98,214.886372089386
0.06540559563221744,0.0,984.4964494233926,99,219.5167360305786
0.09733292678591489,0.0,985.054933578269,100,223.34822130203247
0.0936190456775776,0.0,985.0193142664887,101,226.81109929084778
0.09496865068027623,0.0,985.268987260553,102,230.17214012145996
0.06315006372697184,0.0,985.2067678893765,103,234.76219129562378
0.09835475602416303,0.0,985.4168787519735,104,238.89728665351868
0.06560572842719696,0.0,987.9396218297727,105,242.42219185829163
0.06746566130822505,0.0,988.0450669345429,106,245.85833716392517
0.11743022877869713,0.0,988.0767980474973,107,250.52711153030396
0.09690107017961712,0.0,988.1776956071516,108,254.57612419128418
0.0695552827317002,0.0,988.5598877606909,109,258.5267379283905
0.062245117053838235,0.0,988.8305125746311,110,262.0628910064697
0.12331654873942778,0.0,1000.8806666220131,111,266.8966534137726
0.0822180886560427,0.0,1000.5435940746814,112,271.03985929489136
0.06133637959813774,0.0,1000.8207193843278,113,274.50537943840027
0.062184235503448336,0.0,1000.694736217096,114,277.97267985343933
0.06353676246535885,0.0,1000.1701416874713,115,282.59296798706055
0.06065910460527829,0.0,1000.6370602132617,116,286.8785161972046
0.0629877416457038,0.0,1000.7939354435609,117,290.6281216144562
0.06687516734475708,0.0,1000.42989213209,118,294.20574045181274
0.06331322111821133,0.0,1000.7700169275882,119,299.31091713905334
0.06310917242694218,0.0,1000.5388888302325,120,303.283638715744
0.06194311242350611,0.05,1000.9060546015639,121,306.7208707332611
0.06397084263666487,0.05,1000.9862264721919,122,310.11267709732056
0.11947180653735019,0.05,1000.7338764776509,123,316.0932834148407
0.11742996143542576,0.05,1000.5540516202157,124,320.2210683822632
0.06224495752424091,0.05,1000.867253789245,125,323.8613820075989
0.10020007286507293,0.1,1000.8239273423424,126,328.15979623794556
0.09846959907982057,0.1,1000.7667866901503,127,333.3067982196808
0.062310758747684,0.1,1000.7699285688973,128,337.39078736305237
0.08343645743523627,0.1,1000.7627928628749,129,340.8576240539551
0.06325863002911472,0.1,1000.6119889613151,130,345.3534781932831
0.062248753275467174,0.15000000000000002,1000.49782198712,131,350.2203779220581
0.08301261109869565,0.15000000000000002,1000.5664760871994,132,353.9508876800537
0.09324979725978805,0.15000000000000002,1000.3748072924642,133,357.78717041015625
0.0718326079382094,0.15000000000000002,1000.2744092142058,134,362.43511056900024
0.05878893425708317,0.15000000000000002,1000.3738154777096,135,367.02876901626587
