num_episodes,ep_rew_mean,total timesteps,total_time,total_loss,value_loss,entropy_loss,policy_gradient_loss
5259,286.3419729,393216,532.2979745864868,0.064408070750719,0.06495085492751969,-0.973798765707761,-0.0005427841768007
5322,286.42327131999997,401408,543.3995778560638,0.07562030416513235,0.0757602503625094,-0.9693768937606364,-0.00013994619737704006
5383,301.0735897,409600,554.3724219799042,0.07597870977502762,0.07693525582180882,-0.964993244362995,-0.0009565460467812019
5445,294.99256772000007,417792,565.0636689662933,0.07872903934616604,0.08020502545077761,-0.9602169513236731,-0.0014759861046115784
5507,295.21985772,425984,576.3552277088165,0.10850681286109742,0.10897678033434204,-0.9459344337228686,-0.0004699674732446127
5568,304.82438596,434176,587.3681819438934,0.14127324887121206,0.1410911349390517,-0.9337238543201238,0.00018211393216037522
5628,306.3377546,442368,598.2117576599121,0.11841929993017623,0.11907288579459419,-0.9257214244455099,-0.0006535858644179566
5686,310.73681666000004,450560,609.1584739685059,0.1506907796527932,0.15073776927165455,-0.9155227301176637,-4.6989618861339575e-05
5745,321.15951163999995,458752,620.9777054786682,0.11937081734260091,0.119675045285112,-0.9005526457447559,-0.00030422794251107387
5802,332.68459943999994,466944,632.5518095493317,0.14825573312174184,0.14871241177570482,-0.8928903137799352,-0.00045667865396297955
5859,335.692693,475136,644.6908078193665,0.0963688642129564,0.09712252863500907,-0.8882304081693292,-0.0007536644220526847
5914,348.41433888000006,483328,658.5953710079193,0.14884630916016314,0.1496927973923448,-0.8736661611590535,-0.0008464882321816529
5969,351.57559430000003,491520,670.8338046073914,0.09967602151459572,0.0997077509873634,-0.8539820216130465,-3.1729472767680866e-05
6022,373.0911197599999,499712,682.6085407733917,0.10409517421230743,0.1049360088101821,-0.8324165195226669,-0.0008408345978746627
6074,381.35827911999985,507904,694.4801292419434,0.09754314912733905,0.09706072081826278,-0.8163074464537203,0.0004824283090762704
6124,398.8482293999999,516096,706.2774572372437,0.09906762976541064,0.09831858371908311,-0.8110134436748921,0.0007490460463275256
6173,411.93421953999996,524288,718.2088599205017,0.0770800618255444,0.07779147794572054,-0.7953352829441428,-0.0007114161201761391
6222,420.24968806,532480,729.9995608329773,0.07488985060117521,0.0754928197748086,-0.7850470373407006,-0.0006029691736333887
6271,418.127633,540672,741.9553091526031,0.09422794340494182,0.09449082882310904,-0.773314393311739,-0.0002628854181672127
6318,426.3527116,548864,753.6823377609253,0.11595682634264289,0.11640708696140792,-0.7661324562504888,-0.0004502606187650527
6362,463.94341419999995,557056,765.3568007946014,0.13451472906083156,0.1349466512874642,-0.7663192099891603,-0.00043192222663263546
6406,472.55083249999996,565248,776.9183847904205,0.06778543843320384,0.06866104244654707,-0.7549374043941498,-0.0008756040133432348
6445,490.85389326000006,573440,788.6379792690277,0.07449390918421865,0.07481463648873614,-0.7433352475054562,-0.00032072730451748375
6485,525.07391576,581632,800.7235584259033,0.06958398167643684,0.07020194412471029,-0.7451993154827505,-0.0006179624482734365
6525,512.2786590400001,589824,812.5842485427856,0.05848203909634775,0.059275229653576386,-0.7448785160668194,-0.0007931905572286472
6564,521.50261082,598016,824.224761724472,0.07039085114237907,0.07149333201377886,-0.7411044800188392,-0.0011024808713997812
6599,564.70109688,606208,836.1973848342896,0.0849982777943628,0.08406502254438238,-0.7283944639377296,0.0009332552499804183
6640,524.8140670600001,614400,847.8434455394745,0.06719543802466385,0.06735785424316418,-0.7186423097271473,-0.00016241621850033097
6679,521.90026952,622592,859.8593859672546,0.12006860411320015,0.11974833294589189,-0.7034054315183311,0.00032027116730825163
6713,598.0557112399999,630784,871.5513000488281,0.2885995377582108,0.2879888290990493,-0.683744649682194,0.0006107086591614796
6749,620.4588328599999,638976,883.2853538990021,0.08497487527386767,0.08473587795742787,-0.6731949913315475,0.00023899731643979485
6779,646.47147882,647168,895.1633992195129,0.1051965442152214,0.10432807901815977,-0.6630561895202846,0.0008684651970616233
6811,680.65544422,655360,906.4675600528717,0.03485932006318,0.03577377802466799,-0.6525406428147107,-0.000914457961487993
6843,678.7374023400001,663552,918.1375796794891,0.044880961583036116,0.04492593584145652,-0.6400323774199933,-4.497425842040553e-05
6876,655.0966547200001,671744,929.861160993576,0.06825007934877252,0.06855683905159822,-0.6299252273980528,-0.00030675970282570316
6906,688.5827288,679936,941.8840665817261,0.04213254841766573,0.043036073172697795,-0.6109160248655826,-0.0009035247550320741
6938,685.4203312999999,688128,953.9556136131287,0.03196648734584068,0.03172793977573747,-0.6034406596329063,0.0002385475701032133
6970,696.7861746599999,696320,965.6863617897034,0.08050791223657075,0.08073690281780728,-0.5841577779501677,-0.00022899058123653323
7002,682.81287092,704512,977.8349723815918,0.05483824643491233,0.05541363395823282,-0.559811993688345,-0.000575387523320495
7033,690.50724712,712704,989.9754502773285,0.04363736472011988,0.04280049914450501,-0.5447840839158744,0.000836865575614865
7066,686.7322465199999,720896,1001.7397294044495,0.04390905280700664,0.0442703851746046,-0.5283547631464899,-0.00036133236759796044
7096,723.21361668,729088,1013.6921854019165,0.08274865232997411,0.08271567864867393,-0.5094350701197982,3.297368130018002e-05
7124,772.87395764,737280,1025.14755320549,0.04863761437680124,0.04847591605066555,-0.48891244223341346,0.00016169832613569646
7153,786.2515884600002,745472,1036.9465684890747,0.05306938637561474,0.0522303212514089,-0.4789374829502776,0.0008390651242058381
7183,789.81558624,753664,1048.739828824997,0.0314515951862311,0.031054196643526665,-0.46518836861941965,0.0003973985427044273
7213,764.8149703999999,761856,1060.0993430614471,0.032628064367600684,0.03183852647143794,-0.4543558534467593,0.0007895378961627366
7243,781.24581974,770048,1072.0201926231384,0.03152355691391003,0.03118305779153161,-0.4450969971483573,0.00034049912237842783
7270,805.51163898,778240,1084.0089349746704,0.05477970456798573,0.05416909579653293,-0.43046630162280053,0.0006106087714527969
7300,793.4034348200001,786432,1095.7708971500397,0.04832280073883984,0.04749666145908123,-0.421461847727187,0.0008261392797586194
7327,809.8200840599999,794624,1107.596305847168,0.04567428142620998,0.045465940741269154,-0.40963206908199934,0.0002083406849408335
7356,818.5130031399999,802816,1119.2990508079529,0.03730864908130298,0.03640170694852714,-0.39185611247085034,0.0009069421327758467
7384,854.5138896,811008,1130.5267536640167,0.02557708077195913,0.024986497407735443,-0.37150718572083863,0.0005905833642236885
7410,861.6604326199999,819200,1142.0701978206635,0.02729989581334369,0.026167049898140247,-0.3626894264714792,0.0011328459152034353
7437,863.73692822,827392,1153.6655762195587,0.027350200778543478,0.02606828658354061,-0.3519324847264215,0.0012819141950028631
7464,880.1389659399999,835584,1165.1954655647278,0.025520124649070147,0.025814697767418692,-0.3476812744280323,-0.00029457311834854186
7488,923.9519523399998,843776,1176.864342212677,0.023471601594270083,0.0231542765195627,-0.35189227827358993,0.00031732507470738495
7513,964.3281590999999,851968,1188.9753005504608,0.028101003769492077,0.02810777724153013,-0.3503909656312317,-6.773472038051117e-06
7536,994.5018821199999,860160,1200.7230982780457,0.023640299709779163,0.022474928254996484,-0.3478148777037859,0.001165371454782678
7559,1025.7360771,868352,1212.2508120536804,0.019195884943509323,0.018428585982110234,-0.3299830867210403,0.000767298961399089
7583,1019.7044975799998,876544,1224.0793287754059,0.021602967551855774,0.020562880065335777,-0.3121928151929751,0.0010400874865199982
7607,1014.5903215999999,884736,1236.0053217411041,0.026624571662292863,0.026124849984807953,-0.2937430367805064,0.0004997216774849121
7629,1031.3072217000001,892928,1247.7855396270752,0.028216044838309518,0.026625436688482294,-0.2846634084125981,0.001590608149827221
7652,1052.9026534599998,901120,1259.4966564178467,0.018222060387726124,0.017480182083454567,-0.2774017067393288,0.0007418783042715575
7674,1048.65124934,909312,1271.303496837616,0.01798325640697273,0.01753114212224318,-0.2653540284140036,0.00045211428472955215
7698,1035.11959384,917504,1282.6921501159668,0.021045602996736433,0.019041832909351797,-0.2457415646640584,0.002003770087384637
7722,1010.4773208400001,925696,1294.6179044246674,0.016642553889666994,0.015539198593069159,-0.23222112449584528,0.0011033552965978373
7746,1011.0766998800001,933888,1305.5819599628448,0.03101208317240991,0.03056986331830558,-0.2379125273320824,0.000442219854104332
