total timesteps,total_time,ep_rew_mean,num_episodes,policy_gradient_loss,value_loss,entropy_loss,total_loss
8192,3.3760690689086914,9.12527268,502,,,,
16384,15.244327068328857,10.27264734,958,-0.005264777269848976,2.6662739253602923,-1.4075149864889682,2.661009148090443
24576,27.4256911277771,13.647047559999999,1330,-0.004930737338253115,1.7431346039753408,-1.3921954091638327,1.7382038666370878
32768,39.52743744850159,19.769585,1660,-0.007446808061299404,1.2012115365359932,-1.3823919415473938,1.1937647284746937
40960,51.30660080909729,37.41326428,1893,-0.009959226798222798,1.1234538804274052,-1.3678668808192014,1.1134946536291825
49152,63.387187004089355,114.88480842000001,2009,-0.009886005701182848,1.5417470620479434,-1.3448719715699553,1.5318610563467607
57344,75.34521842002869,111.03225253999999,2131,-0.003980875716599384,2.5166401233524085,-1.3288965079002082,2.512659247635809
65536,87.4588692188263,114.72868582,2260,-0.0011931224845884826,2.5414104961790143,-1.323415649216622,2.5402173736944262
73728,99.45712113380432,114.70300042000001,2386,-0.0015747290819116623,1.5357578455936163,-1.319016817305237,1.5341831165117048
81920,111.36649751663208,130.25387306,2501,-0.0028095576231996233,0.8997698915423825,-1.3138565244153142,0.8969603339191827
90112,123.44395232200623,149.73183949999998,2603,-0.0022795578074220014,0.5035168769885786,-1.3137622583657502,0.5012373191811565
98304,135.764221906662,170.61262367999998,2691,-0.0031232473055953177,0.39724734586197885,-1.310819470603019,0.3941240985563835
106496,147.882874250412,194.70035713999997,2766,-0.0034691625226492794,0.295110114722047,-1.3047984211705626,0.2916409521993978
114688,160.3924617767334,190.85247718000002,2827,-0.002375794144535746,0.38643246800638736,-1.2965478293597699,0.38405667386185166
122880,172.3419849872589,232.1288121,2880,-0.001295452696566017,0.5512270721548702,-1.2892947495914995,0.5499316194583042
131072,184.4333634376526,271.72265183999997,2925,-0.003658128444526689,0.25990039539465215,-1.2848082821816207,0.2562422669501255
139264,196.2347493171692,293.8095923,2963,-0.0028271148821089717,0.16997604873031377,-1.265851837489754,0.1671489338482048
147456,208.19520211219788,327.56848918,2998,-0.0031611709604029634,0.12335646329302108,-1.2502956287004054,0.12019529233261812
155648,220.05876111984253,370.52995752000004,3024,-0.0026707386516705944,0.08500801985283032,-1.2410151414573192,0.08233728120115974
163840,231.50817012786865,409.27037299999995,3052,-0.001777592413829516,0.06979410670865036,-1.2399228553287684,0.06801651429482083
172032,243.63782286643982,360.79037561999996,3083,-0.0024704918273511594,0.08103166345317732,-1.2433721274137497,0.07856117162582617
180224,255.35912704467773,324.3081974,3118,-0.0032410454354356993,0.17529272304091137,-1.2403380827978254,0.17205167760547566
188416,267.348272562027,340.88622408000003,3147,-0.0021795290289445706,0.21365899044030812,-1.2357968850061298,0.21147946141136353
196608,279.3473138809204,348.6351394799999,3176,-0.002129344901869346,0.13263686009158845,-1.2276769827120007,0.13050751518971912
204800,291.4020447731018,380.6386941,3201,-0.0022435130802536925,0.22207757092110114,-1.23136467570439,0.21983405784084745
212992,303.3766689300537,448.87538395999997,3223,-0.002730369267042653,0.0986270355679153,-1.229778920393437,0.09589666630087265
221184,315.3640856742859,455.99374446,3246,-0.0020694366553512785,0.07172424150121515,-1.22467033714056,0.06965480484586387
229376,326.8796305656433,444.85944467999997,3268,-0.0019512612255315567,0.12030104341829428,-1.2116679914295674,0.11834978219276274
237568,338.8897705078125,500.55158866000005,3291,-0.0023589242113348486,0.13657901959013544,-1.189391571469605,0.13422009537880059
245760,350.82448959350586,514.6333967400001,3314,-0.0016004130061436494,0.09359967451964621,-1.1769428751431406,0.09199926151350256
253952,363.0308508872986,490.57026982,3337,-0.0011128926893985958,0.08127863906920538,-1.168510160315782,0.08016574637980678
262144,375.0764071941376,500.1601819,3359,-0.001793372110806609,0.08527823778349557,-1.1532196596264839,0.08348486567268895
270336,386.7367653846741,551.3705402400001,3382,-0.001610189651514551,0.10647895836445968,-1.1434438101015985,0.10486876871294512
278528,398.75805830955505,619.6165945800001,3402,-0.002109247868835127,0.1086600606678985,-1.1288326174020766,0.10655081279906338
286720,410.5054738521576,644.4286036399999,3424,-0.0022425606116687822,0.09100311400834471,-1.1236914466135204,0.08876055339667592
294912,422.2991507053375,715.1304454599999,3441,-0.0025167440425859213,0.1386855291784741,-1.115843840688467,0.1361687851358882
303104,434.2184064388275,748.2858535199999,3463,-0.0021139068758294945,0.12309816465131007,-1.1115880010649561,0.12098425777548058
311296,446.15842461586,709.4060535999998,3486,-0.0017148571277877203,0.1607957977656042,-1.1025573606602848,0.1590809406378165
