total timesteps,total_time,ep_rew_mean,num_episodes,policy_gradient_loss,value_loss,entropy_loss,total_loss
319488,458.19814229011536,755.22244462,3506,-0.0021964237063908758,0.2609473457123386,-1.0841106776148082,0.25875092200594774
327680,469.79139375686646,854.2785565599999,3522,-0.0012601234276342487,0.12156068962212885,-1.0728764670901,0.12030056619449461
335872,481.8068268299103,889.30915884,3543,-0.0016294547315603453,0.07255954557767837,-1.0612604825757443,0.07093009084611801
344064,493.77097725868225,925.4361580000001,3561,-0.0020433229938184366,0.162558842508588,-1.0454087115824222,0.16051551951476956
352256,505.6005001068115,898.59074224,3580,-0.001550333777702298,0.07924775323626818,-1.0209378549829125,0.07769741945856588
360448,517.2073781490326,950.6079697000001,3599,-0.0017804007309197942,0.14387381023989293,-1.0096150033175946,0.14209340950897312
368640,529.0401878356934,960.9194442,3615,-0.0009629923594602884,0.19380770648785983,-1.0113307619467378,0.19284471412839954
376832,540.4717798233032,1066.67318662,3630,-0.0007318412168362084,0.15296068153038506,-1.009999434929341,0.15222884031354883
385024,552.4313440322876,1115.29427762,3645,-0.0018642744898372536,0.08717682181813871,-1.0013226774521171,0.08531254732830144
393216,564.3198428153992,1107.09126932,3665,-0.0012876508731407567,0.06481072495516856,-0.9950495036784559,0.0635230740820278
401408,576.3203625679016,1081.28399678,3681,-0.0012992761965086809,0.08430838884160038,-0.9794614515732973,0.08300911264509171
409600,588.311585187912,1100.4275972399998,3698,-0.0008836461566305946,0.06973009962966899,-0.9593669002875685,0.06884645347303839
417792,599.9889225959778,1148.58797332,3714,-0.0009039918345627644,0.06681628385122167,-0.9391755850519985,0.06591229201665891
425984,611.8226540088654,1196.09949256,3729,-0.0008488810727249692,0.06007925503436127,-0.9243878376204521,0.05923037396163631
434176,623.6562955379486,1168.5779832599999,3746,-0.0011669308436074522,0.06507325345264689,-0.9081988997757435,0.06390632260903943
442368,635.5115847587585,1226.26316266,3761,-0.0010883231768975998,0.06271895065438002,-0.8941937313880771,0.06163062747748242
450560,647.3799183368683,1247.7271107400002,3774,-0.0008561807825095384,0.06031887079734588,-0.8821231792215258,0.05946269001483634
458752,659.2184851169586,1337.7424701599998,3786,-0.0006067554778612835,0.10308444528491237,-0.8774130808189511,0.10247768980705108
466944,670.9059157371521,1455.68598318,3800,-0.0009172895866291156,0.08398575469545903,-0.872668179962784,0.08306846510882993
475136,682.9504859447479,1428.5181701799997,3816,-0.0011154142841163501,0.06662417693805764,-0.8565037479624152,0.0655087626539413
483328,694.944703578949,1293.4901929,3831,-0.0006956417873486586,0.05497721488500247,-0.8435649179853499,0.0542815730976538
491520,707.2326743602753,1262.04571386,3847,-0.0006454326249347829,0.11414168745614006,-0.8210744232870638,0.11349625483120529
499712,719.3294351100922,1201.88119072,3863,0.00011346043494967692,0.0805964256014704,-0.8033864769618958,0.08070988603642008
507904,731.4082159996033,1176.19477634,3881,-0.0003293834270691277,0.08768993979974767,-0.7981901947874576,0.08736055637267853
516096,743.4632561206818,1048.82369332,3901,-0.0018871777560906552,0.11086979759929819,-0.7983872581273317,0.10898261984320752
524288,755.0890247821808,1066.9159451599999,3914,-0.001154211136074552,0.11030280943014077,-0.7872484796214849,0.10914859829406623
532480,767.1382193565369,1132.45083658,3930,-0.000791619627298875,0.04427316016954137,-0.7746952267363667,0.0434815405422425
540672,779.1885075569153,1250.74559826,3941,-0.0008704111897774314,0.08036535007886414,-0.7463227127678692,0.07949493888908672
548864,790.7445826530457,1371.29217786,3954,0.000983735896126773,0.05273659964586841,-0.7267348306253553,0.05372033554199518
557056,802.8217368125916,1407.4849853599999,3967,-0.0006710814450706472,0.039154681323634574,-0.7240900866687298,0.03848359987856394
565248,814.9228055477142,1475.3061721200002,3980,-0.0005316907053537541,0.0420620748114743,-0.7122603511437774,0.04153038410612055
573440,826.6964333057404,1445.77565582,3993,-0.0005536803608383561,0.025560002510246704,-0.6975144973490387,0.025006322149408344
581632,838.5103628635406,1396.89850064,4004,-0.000480088169559909,0.055471114784450035,-0.6883867794647813,0.05499102661489012
589824,850.2391886711121,1328.8248713399998,4019,-0.0001643411323928986,0.0639905874584656,-0.6743309715762734,0.0638262463260727
598016,862.1186292171478,1323.7021686799999,4032,0.00022873457952280254,0.062326119161298266,-0.6714912559371442,0.06255485374082106
606208,874.1485395431519,1383.14396734,4044,-0.0002735033701658906,0.06502562259265687,-0.6752965860068798,0.06475211922249098
614400,886.1123464107513,1450.8245745800002,4056,-0.00011816382184543402,0.05102161891481956,-0.6762333991937339,0.05090345509297413
622592,898.0426218509674,1443.5743390799998,4071,0.0010773727862659385,0.02216657674398448,-0.671075148275122,0.023243949530250416
630784,909.695698261261,1447.4829112600003,4086,6.685589430773893e-05,0.05780734881882381,-0.6596813366282731,0.05787420471313155
638976,921.2218773365021,1453.4700556000003,4099,0.00043210931785458534,0.06204612537403591,-0.6488340404815972,0.06247823469189049
647168,933.2361328601837,1445.0943255999998,4110,-8.640769587239249e-05,0.06119567338937486,-0.6485318884253501,0.06110926569350247
655360,945.1172802448273,1427.53431346,4125,-0.0007284512725096125,0.10889334716193844,-0.639121007360518,0.10816489588942883
663552,956.7501921653748,1454.9586603399998,4137,-3.6268235901860694e-05,0.11648312528013775,-0.6236043616663665,0.1164468570442359
671744,968.3438928127289,1485.8129439600002,4150,0.00036815687316330714,0.10765252830242389,-0.6156831371597946,0.1080206851755872
679936,980.3964438438416,1561.2099191399998,4158,-0.0008864495652348174,0.08909347552398686,-0.6031005840282887,0.08820702595875204
688128,992.6709654331207,1646.25651018,4168,0.0013256416133540889,0.07796030618264922,-0.6029435976408422,0.07928594779600331
696320,1004.6552107334137,1792.2215849600002,4177,0.000514906201915156,0.10114891138546227,-0.6047115971334278,0.10166381758737741
704512,1016.163125038147,1922.9868710199999,4187,0.0008936814973830043,0.12225014503019338,-0.6054690121207387,0.12314382652757638
712704,1028.0185985565186,2002.8450693599998,4198,0.0002252991697210012,0.07354254417423363,-0.609954335866496,0.07376784334395461
720896,1040.152323961258,1831.55831168,4213,-0.00018629665472736073,0.07399579934572102,-0.6156960411928594,0.07380950269099366
729088,1051.98402094841,1557.85046424,4228,0.0004252045777620791,0.12090076900130953,-0.6152675779536366,0.12132597357907163
737280,1063.4468488693237,1292.47781558,4243,-0.00019577281769377224,0.10313038653985132,-0.6133305939845741,0.10293461372215754
745472,1075.441265821457,1314.5316169999999,4256,-0.0010149214758809859,0.10847676045523258,-0.6113617532886565,0.10746183897935158
753664,1087.7429192066193,1407.88484754,4269,-2.9220557160198906e-05,0.028691658819479927,-0.6199249105062336,0.028662438262319727
761856,1099.653242111206,1492.2758631599997,4281,-0.0007433868129783505,0.023291415067251364,-0.6147179109975696,0.022548028254273014
770048,1111.6876299381256,1568.5115207200004,4294,-0.0008485787754577169,0.06481360105244675,-0.6064168670214712,0.06396502227698904
778240,1123.6409533023834,1419.6842817000004,4310,-0.0010565936163656135,0.031573643566298416,-0.6038828758988529,0.0305170499499328
786432,1135.4611504077911,1357.7573537,4325,0.0024580975884735557,0.030645130712582614,-0.6079082081094385,0.03310322830105617
794624,1147.3067636489868,1365.0312741000002,4340,-0.000359861037302048,0.04461869968363317,-0.6029159719590098,0.044258838646331115
802816,1158.8769459724426,1424.04431408,4353,5.804300118284335e-05,0.041037994538783096,-0.5956591470167041,0.041096037539965935
811008,1171.042451620102,1524.91179486,4367,-0.0005561390409410066,0.02716535894505796,-0.5878989585675299,0.026609219904116955
819200,1182.883766412735,1588.2329110800001,4379,-0.001396588416899345,0.014876534095128591,-0.5684469392523169,0.013479945678229244
827392,1194.6466586589813,1588.7910218199997,4396,-0.0012986050346976336,0.01240121116870796,-0.5629580918233842,0.011102606134010326
835584,1207.1679344177246,1508.76042306,4411,-0.0007732086141845362,0.02280132545201923,-0.5452905820682645,0.022028116837834694
843776,1218.8845717906952,1407.78058454,4428,-9.74871759409141e-05,0.017846494530385826,-0.5417783567681909,0.01774900735444491
851968,1231.0601315498352,1379.49760442,4443,-0.0008310988061346564,0.02552091411780566,-0.5328443059232086,0.024689815311671005
860160,1242.672301530838,1509.0584380999999,4455,-0.0001719346541084999,0.0481890262595698,-0.5126549788285046,0.048017091605461304
868352,1254.3852906227112,1623.04257154,4468,0.0008674319279879239,0.02790766025900666,-0.49395626278128474,0.02877509218699459
876544,1266.257872581482,1835.61761474,4478,0.00018995873426112418,0.04391017103698687,-0.4746834797784686,0.044100129771247984
884736,1277.921348810196,1981.5430238800002,4489,0.000432337727400278,0.03707632904715865,-0.46168333578389137,0.03750866677455893
892928,1289.9367752075195,2058.4885335999993,4499,0.0004575440752076441,0.04209595091178926,-0.4515040242113173,0.042553494986996905
901120,1301.9873394966125,2147.30710664,4510,0.00017383527231574542,0.09040826166055922,-0.4423273372463882,0.09058209693287497
909312,1313.6287734508514,2243.20166534,4518,0.0006732408439067323,0.08084849122060404,-0.4396955793257803,0.08152173206451079
917504,1325.372052192688,2157.0895485799997,4530,0.0004966014026147757,0.08226962817643653,-0.44171833705622704,0.0827662295790513
925696,1337.2116091251373,2132.08786686,4540,-2.558718361871876e-05,0.08252898374594224,-0.44225629190914334,0.08250339656232353
933888,1348.8489322662354,2168.10391278,4552,8.586268557566759e-05,0.06245048957043764,-0.4401971132960171,0.06253635225601331
942080,1360.664489030838,2171.1040257199998,4562,0.0007899319325431586,0.0740224857487192,-0.4377111887093633,0.07481241768126234
950272,1372.4781720638275,1958.2752406200002,4575,7.157253438139681e-05,0.06679644938012644,-0.4426187868230045,0.06686802191450783
958464,1384.5332353115082,1954.6519155800001,4589,0.000407625355957149,0.05871551282780274,-0.44607374193146826,0.059123138183759895
966656,1396.3008725643158,1927.4928045000001,4601,-0.0005207402183504495,0.053395365837059214,-0.43766684995498506,0.05287462561870877
974848,1408.3326406478882,1808.5216680800002,4612,5.1415383749916536e-05,0.05318904434006981,-0.4286037469981238,0.05324045972381973
983040,1420.2869534492493,1851.3221033799998,4627,0.0012450447357077693,0.018895715576582005,-0.4241993010509759,0.020140760312289775
991232,1432.0317106246948,1841.1905463800001,4641,-0.0003432663967759454,0.05965055781889532,-0.4138096431503072,0.05930729142211938
999424,1443.789742231369,1755.3736857200001,4654,0.0004226427657868944,0.018976891103375238,-0.40661108391359446,0.01939953386916213
1007616,1455.5908515453339,1722.3714669000003,4667,0.0006586367394710051,0.03633285776850244,-0.4022122971247882,0.03699149450797344
