total_time,ep_rew_mean,num_episodes,total timesteps,total_loss,entropy_loss,value_loss,policy_gradient_loss
3.2767159938812256,11.495289319999998,504,8192,,,,
14.184886932373047,13.023609,945,16384,2.974493477997315,-1.398022875469178,2.9792500662617387,-0.004756588264423263
25.000822067260742,27.94043732,1314,24576,1.7221020594097176,-1.3725012477487326,1.7281919225119053,-0.006089863102187761
35.77610683441162,38.66306594,1582,32768,2.239360037328338,-1.349804872367531,2.24816182507202,-0.008801787743681714
46.48692846298218,88.07239693999998,1721,40960,1.3058279461841997,-1.3262950020842255,1.3148175991605968,-0.008989652976396919
57.11280632019043,113.26036893999999,1844,49152,0.9435886111953605,-1.3034932838752866,0.9515586990397423,-0.007970087844381826
67.84790110588074,144.89766044,1943,57344,0.6357799656647256,-1.2752513895742594,0.6427430723793804,-0.006963106714654878
78.53111624717712,157.14341109999998,2035,65536,0.5043001577599822,-1.2505506067536771,0.5092961086891592,-0.00499595092917703
89.11393189430237,156.27423602000002,2127,73728,0.39770040597540507,-1.234961987286806,0.400201381277293,-0.002500975301887913
99.73147082328796,158.50608358,2223,81920,0.41413112220284953,-1.219095312617719,0.4170993501902558,-0.002968227987406316
110.35918521881104,169.45669762,2314,90112,0.34541530014926763,-1.210469403024763,0.3484398145868909,-0.0030245144376232114
121.06840419769287,179.83977154000002,2402,98304,0.27069281712510945,-1.1957053138874472,0.27303833057230803,-0.0023455134471986007
131.83090043067932,185.53477584,2488,106496,0.19974667722000936,-1.1817010410130024,0.20226376908685778,-0.0025170918668484367
142.53235602378845,171.6341386,2579,114688,0.1593599321110037,-1.1680494146421552,0.16109428223135183,-0.0017343501203481413
153.20314860343933,182.56051756,2662,122880,0.1843485901281729,-1.1517731734551488,0.18651869789900957,-0.002170107770836676
163.98011803627014,184.85304088,2749,131072,0.1089869713389811,-1.1341299580410122,0.10999766177483253,-0.00101069043585141
174.74507093429565,199.54402453999998,2830,139264,0.1155699196046474,-1.11308409338817,0.11737228007041267,-0.0018023604657652701
185.63558411598206,197.23861455999997,2911,147456,0.06964805444689633,-1.1101813944987953,0.07155146051118208,-0.0019034060642857558
196.54296326637268,200.11910432000002,2992,155648,0.06615530926663642,-1.1128249940462411,0.06722441656511365,-0.0010691072984772294
207.44019651412964,189.96831110000002,3075,163840,0.06583353177836715,-1.1253584990277887,0.067283506887361,-0.001449975108993844
218.32667994499207,200.69551401999996,3156,172032,0.09609766063361228,-1.1269188680686058,0.09769057696503296,-0.0015929163314206795
228.92685842514038,201.29731184,3236,180224,0.06675470567956285,-1.1344748639501632,0.06803240251974785,-0.0012776968401849989
239.43480134010315,200.03071294,3317,188416,0.05410898427184827,-1.1349756579846144,0.05636310794834572,-0.0022541236764974425
250.26960277557373,199.62596934,3398,196608,0.08246001539636208,-1.1377945167012513,0.08516977813342237,-0.002709762737060293
260.963787317276,202.54971466000003,3480,204800,0.08753346652778493,-1.1371307043358683,0.09036531558413116,-0.0028318490563462354
271.28471279144287,195.41038252,3561,212992,0.08481447237456174,-1.1433606890030206,0.0880453290672449,-0.0032308566926831568
282.01059770584106,206.99242884,3637,221184,0.10998592562392018,-1.1524040358141066,0.11328390503840638,-0.00329797941448621
292.6095013618469,207.63996712000005,3714,229376,0.08217641837324466,-1.1587209296412766,0.08565073210593255,-0.0034743137326879057
303.26602578163147,219.48525717999996,3783,237568,0.1050272269222127,-1.1713548457249998,0.1092301280470565,-0.004202901124843806
314.0227475166321,236.18534264000002,3847,245760,0.12559987321850272,-1.1749443085864186,0.12973390215265682,-0.00413402893415407
324.3776698112488,266.82349309999995,3902,253952,0.11575398173768939,-1.1737903342582285,0.11982651540311054,-0.004072533665421143
