total timesteps,total_time,num_episodes,ep_rew_mean,value_loss,total_loss,entropy_loss,policy_gradient_loss
8192,2.844831705093384,1551,47.857667760000005,,,,
16384,10.908016443252563,3007,50.2347587,3.460610108077526,3.4387397197020975,-1.3912978266365825,-0.02187038837542931
24576,20.02711057662964,4312,57.32200862,2.8052437683567404,2.785778718629773,-1.3475873017683626,-0.019465049726967294
32768,28.56394386291504,5486,62.766330360000005,2.307341679558158,2.2857272055444104,-1.285089293308556,-0.02161447401374708
40960,36.98237180709839,6464,80.48286822,1.393709051515907,1.371100352234714,-1.2094666556455196,-0.022608699281192884
49152,45.21536445617676,7376,75.41622078,1.414759559649974,1.395540534766937,-1.1187481999397277,-0.019219024883037065
57344,53.49548149108887,8273,85.77307548,1.2078038251027465,1.186041873933541,-1.0001081977039576,-0.021761951169205627
65536,61.56768012046814,9178,75.22976908,0.9465906502213329,0.9222659407250919,-0.8994629693217575,-0.02432470949624089
73728,69.95388078689575,10050,81.92806518000002,0.6862098012119532,0.6579490690840256,-0.8180701153818518,-0.028260732127927523
81920,78.09180212020874,10903,87.15373302,0.5329924785764888,0.5053730693387237,-0.7397459100931882,-0.027619409237765125
90112,86.36155343055725,11703,89.6586274,0.5183542522485368,0.4908682420779624,-0.6689865088555962,-0.027486010170574345
98304,94.82091403007507,12467,95.36678532,0.5373341697501018,0.5075106579501856,-0.5929941571317613,-0.029823511799916224
106496,102.86007928848267,13194,99.17674296,0.47142586677800863,0.4421903702841557,-0.514772411249578,-0.029235496493852958
114688,111.13797616958618,13839,105.92615959999999,0.4507109631667845,0.42557751940714733,-0.45947453307453545,-0.025133443759637088
122880,118.98354768753052,14416,134.74315199999998,0.6022529058158398,0.5768852087625312,-0.3983266319381073,-0.025367697053308512
131072,127.06342649459839,14944,139.81543724000002,0.6918689225916751,0.668893790906328,-0.32963009988889097,-0.02297513168534724
139264,135.2616925239563,15423,145.29152746,0.7260581800946966,0.7019308927288807,-0.27403134731575846,-0.02412728736581593
147456,143.40384101867676,15824,183.73267242000006,0.7056189913651906,0.6856853401600798,-0.22469194643199444,-0.019933651205110797
155648,151.86400151252747,16135,268.4640343,0.8845035623759031,0.8644882340911458,-0.16132746059447528,-0.020015328284757328
163840,160.44910097122192,16407,273.389529,1.1770452350145206,1.166239225162998,-0.10243978286162018,-0.010806009851522351
172032,168.73731780052185,16637,312.08704966,1.1181354033760726,1.110821583243586,-0.03887928957119584,-0.007313820132486602
180224,177.04276704788208,16847,350.53578098,1.015006688446738,1.0077027565899062,0.025534469448029996,-0.0073039318568317415
188416,184.89702033996582,17038,390.9771333199999,0.7209294239059091,0.7130298448529497,0.07534844521433115,-0.007899579052959415
196608,193.36438584327698,17227,399.62263538,0.8105006074532867,0.8040909398771294,0.10479944553226232,-0.006409667576157274
204800,201.36496424674988,17409,417.09731854,0.6383407530025579,0.6309019662910245,0.13047019941732288,-0.0074387867115333324
212992,209.22148609161377,17584,415.10015899999996,0.693151312880218,0.6854126490882988,0.1701209803111851,-0.007738663791919112
221184,217.16284942626953,17742,487.99621748000004,0.541114200593438,0.5335030429565337,0.193885753583163,-0.007611157636904205
229376,225.23614382743835,17905,433.17651864,0.5681067936820909,0.5587960705798368,0.20851135719567537,-0.009310723102254172
237568,233.25728249549866,18059,494.43423552,0.5817024232819676,0.5731449680867426,0.23715326841920614,-0.008557455195225003
245760,241.2796688079834,18186,557.6405356600001,0.4540351731120609,0.4443094324516184,0.2697590650059283,-0.009725740660442449
253952,249.83368515968323,18301,621.09812856,0.5471197478589602,0.5387792080524217,0.3034141704440117,-0.00834053980653846
262144,259.05180263519287,18399,693.31137006,0.569559702067636,0.5591347591876976,0.32869579242542385,-0.010424942879938316
270336,267.3112144470215,18489,853.46957358,0.7482941097812728,0.741642636689382,0.35514957569539546,-0.00665147309189075
