num_episodes,policy_gradient_loss,value_loss,ep_rew_mean,total_loss,total_time,total timesteps,entropy_loss
68,0.1233182870267508,0.2503707557916641,-547.0026380735293,0.3594996579407332,4.035693883895874,5120,-1.4189385175704956
140,0.07173722443299993,0.16028706962242723,-569.3925401,0.21783490917774542,8.69454312324524,10240,-1.4189385175704956
213,0.08476220357075916,0.14988274686038494,-540.74339174,0.22045556555346235,13.024657964706421,15360,-1.4189385175704956
278,0.0513258242315293,0.14169920346466824,-505.24967474,0.17883564281851583,17.74142098426819,20480,-1.4189385175704956
11,-0.005182718403551173,0.07205698246252723,-628.9608993636364,0.052684879181294324,0.78645920753479,1280,-1.4189385175704956
21,-0.006227885914636348,0.030942515848437324,-551.1840361904761,0.010525245056119244,1.5885744094848633,2560,-1.4189385175704956
34,-0.003845649563208403,0.03825378270994406,-479.72035794117653,0.020218748269053927,2.375253677368164,3840,-1.4189385175704956
47,-0.0002544269542741793,0.02998720484902151,-439.0171639787234,0.015543393017065598,3.293248176574707,5120,-1.4189385175704956
61,-0.0037012542661353483,0.03516973195655737,-401.69034362295076,0.01727909281274029,4.14936900138855,6400,-1.4189385175704956
75,-0.004015261406515985,0.02605543108074926,-381.6298514,0.007850784796551541,4.9893035888671875,7680,-1.4189385175704956
89,-0.0023016199725829087,0.04089192004175857,-353.068336505618,0.024400915191493927,5.784902811050415,8960,-1.4189385175704956
104,-0.0061013929246590635,0.027018592532840557,-320.52097374,0.006727814730499762,6.555835962295532,10240,-1.4189385175704956
117,0.0014651513892861645,0.012745994084980339,-263.16621123000004,2.1760596584771176e-05,7.342441082000732,11520,-1.4189385175704956
126,-0.0011633515407547357,0.06635333475423977,-231.83730463000003,0.051000598335803296,8.21378469467163,12800,-1.4189385175704956
138,0.0036375489530469513,0.017761527647962794,-201.85504839,0.007209691723328013,9.100502490997314,14080,-1.4189385175704956
148,-0.0032076569858064743,0.006542904968227958,-179.97157828,-0.010854136895260248,10.018560409545898,15360,-1.4189385175704956
159,-0.007517799760974982,0.007894988182670204,-163.80929719,-0.01381219645598651,10.93647837638855,16640,-1.4189385175704956
169,-0.0025813693926044537,0.012302663344598841,-156.50053977,-0.0044680909256873454,11.769979000091553,17920,-1.4189385175704956
175,-0.002688167480404342,0.015182375005679205,-145.38535637999996,-0.0016951773524068688,12.78847074508667,19200,-1.4189385175704956
182,-0.0022658163378218143,0.007438955872203223,-145.80387953999997,-0.009016245343300325,13.744181871414185,20480,-1.4189385175704956
189,-0.0028990539394829393,0.09092415374470875,-146.55380096000002,0.07383571492754408,14.631141424179077,21760,-1.4189385175704956
199,-0.0013514963964682176,0.014317782093712594,-136.63400243,-0.0012230991804373548,15.549097537994385,23040,-1.4189385175704956
208,-0.007988825991603506,0.03126076303306036,-131.62547786000002,0.00908255216377512,16.467207193374634,24320,-1.4189385175704956
212,0.0013089660175391589,0.008652250551676843,-125.27259905000003,-0.00422816830846573,17.454360008239746,25600,-1.4189385175704956
215,-0.004226648967763809,0.013657016796059906,-125.1743778,-0.004759017049385635,18.842538356781006,26880,-1.4189385175704956
221,-0.003773468885467869,0.0046388980554183945,-123.81446893999998,-0.013323955707731205,20.600287675857544,28160,-1.4189385175704956
227,-0.004071234985358193,0.007449834571161773,-122.88533490999998,-0.010810785291878152,21.765623331069946,29440,-1.4189385175704956
232,-0.00759815604579639,0.0032517007275600918,-123.18964428,-0.01853584019591803,23.006589651107788,30720,-1.4189385175704956
239,-0.007009524205074955,0.0049400087737012655,-123.66570442,-0.016258900309055423,24.410324096679688,32000,-1.4189385175704956
245,-0.009290695352723258,0.006272225680731935,-118.33852275999998,-0.017207854549673055,26.130528688430786,33280,-1.4189385175704956
251,-0.008516290467533848,0.007445315597578883,-118.18193738,-0.015260359747636697,27.781747579574585,34560,-1.4189385175704956
255,-0.0032581007147885355,0.0025481032389507163,-112.73486307000002,-0.014899382353519551,29.586255311965942,35840,-1.4189385175704956
260,-0.005730625892143308,0.007146022391680162,-110.21823239999999,-0.012773988378144877,31.528972148895264,37120,-1.4189385175704956
267,-0.011253947843739884,0.001978425010747742,-96.05630028999998,-0.023464907710673874,33.36531686782837,38400,-1.4189385175704956
275,-0.010560368010627603,0.008069193181654555,-87.14551345000004,-0.01668055970665478,34.183223724365234,39680,-1.4189385175704956
281,-0.004951367125301016,0.0043458775035105646,-74.66129339,-0.014794874499472184,35.185697078704834,40960,-1.4189385175704956
286,-7.228931651796452e-05,0.003225925769584137,-65.62539657,-0.01103574842461556,36.370413303375244,42240,-1.4189385175704956
288,-0.006733301309260215,0.003944738620702992,-59.501565899999996,-0.016977947566238955,37.457701444625854,43520,-1.4189385175704956
293,0.006797638419274957,0.003922748401237186,-58.3567238,-0.0034689980571695903,38.661036252975464,44800,-1.4189385175704956
297,0.002659495959155208,0.0030481122626042634,-54.73988731,-0.00848177665592226,39.84879207611084,46080,-1.4189385175704956
303,-0.0039583453675953355,0.002338526174753497,-47.05079917999999,-0.01580920407052357,40.82029962539673,47360,-1.4189385175704956
305,0.006171583692173462,0.0009672458427303354,-45.44194342,-0.007050555342777934,41.90101718902588,48640,-1.4189385175704956
306,0.0031232731175790873,0.0036841848159383517,-45.34117422,-0.007381926944164293,43.14213037490845,49920,-1.4189385175704956
312,-0.006612939453370291,0.0019136737610097043,-38.80223573,-0.01888865057004232,44.345316886901855,51200,-1.4189385175704956
315,-0.008887190291359117,0.0022723075871908804,-35.78519171,-0.02080426758184997,45.36358690261841,52480,-1.4189385175704956
316,0.005486676300794655,0.0015106820615073957,-34.478070370000005,-0.007192026515379682,46.53557753562927,53760,-1.4189385175704956
317,-0.0008157590112520324,0.0018553603076725267,-32.92711555000001,-0.013149783581261239,47.88586401939392,55040,-1.4189385175704956
