num_episodes,policy_gradient_loss,value_loss,ep_rew_mean,total_loss,total_time,total timesteps,entropy_loss
320,-0.01164940700104811,0.006209817962371744,-30.055715219999996,-0.019628973916358095,49.40554618835449,56320,-1.4189385175704956
324,0.0012033010290953185,0.0013944595420980477,-28.482250649999997,-0.011591624306488368,51.04752826690674,57600,-1.4189385175704956
328,-0.0005326445552999459,0.004179648236458888,-19.49765695,-0.010542381196522791,52.53154635429382,58880,-1.4189385175704956
331,-0.005504097630560995,0.0028571528382599354,-18.04855718,-0.01683632966998279,54.23624086380005,60160,-1.4189385175704956
335,-0.004130367178880549,0.0009179273788504361,-13.986588289999997,-0.017401824677711845,55.84055542945862,61440,-1.4189385175704956
341,-0.007419754758554808,0.0005759073355875444,-12.95214442,-0.021033232300648998,57.12852931022644,62720,-1.4189385175704956
349,-0.005517411515270276,0.007015157363639446,-11.087998249999997,-0.012691639029312564,57.94588112831116,64000,-1.4189385175704956
359,-0.0015623195870998923,0.0032101199294629623,-8.81314515,-0.012541584535318662,58.7479190826416,65280,-1.4189385175704956
366,-0.0037716149076445784,0.0027176419889656245,-7.5313418500000004,-0.015243357796360685,59.581323862075806,66560,-1.4189385175704956
371,-0.01069011193773983,0.001373413881083252,-7.629090810000003,-0.023506082934338313,60.56847524642944,67840,-1.4189385175704956
374,-0.00211580537509833,0.0006317989063973073,-6.14228695,-0.015673391346382754,61.60255551338196,69120,-1.4189385175704956
377,-0.005228069088515487,0.0011373809161341342,-5.535820130000001,-0.018280073050063086,62.67426633834839,70400,-1.4189385175704956
381,0.0032454705512624683,0.0010998660400218796,-5.26213049,-0.009844048286397383,63.76155138015747,71680,-1.4189385175704956
386,-0.011121951328897083,0.0017015848052324145,-4.817580240000001,-0.0236097514013464,64.77985501289368,72960,-1.4189385175704956
391,-0.006003054392184469,0.001980317472771276,-4.6863292,-0.018212121797094923,65.79832625389099,74240,-1.4189385175704956
396,-0.002860686838136439,0.006291682930168463,-5.436113670000001,-0.01075838878564971,66.7697103023529,75520,-1.4189385175704956
402,-0.0052937911242057125,0.0037857655343032093,-6.590587330000001,-0.015697410467584234,67.79638075828552,76800,-1.4189385175704956
406,-0.008312818983063885,0.004834474002564093,-5.10187705,-0.017667729858181526,68.8880603313446,78080,-1.4189385175704956
409,0.0048763548498818666,0.0007358620350714773,-4.8223971200000015,-0.00857716799272839,69.97543907165527,79360,-1.4189385175704956
412,-0.004855965531731463,0.0021345252345099652,-3.1490318600000013,-0.016910825174903228,71.06262946128845,80640,-1.4189385175704956
414,-0.0025142955363362295,0.00023211744246509625,-1.89727085,-0.016471562971552865,72.16557741165161,81920,-1.4189385175704956
419,-0.0023320088807868592,0.002442689838972001,-1.0982014599999992,-0.014078703919496591,73.18384265899658,83200,-1.4189385175704956
420,-0.002872531281949993,0.0004428976335475454,-0.6605739199999996,-0.01661901852608418,74.40275573730469,84480,-1.4189385175704956
420,0.0022423062092955816,0.00114237070283707,-0.6605739199999996,-0.01080470796554908,75.72839570045471,85760,-1.4189385175704956
423,0.0008886540528844652,0.0009197978886277269,5.646133549999999,-0.012380932936169542,76.9250819683075,87040,-1.4189385175704956
424,0.00432319150041455,0.0014471766371570993,6.92263979,-0.008419016740110082,78.12823605537415,88320,-1.4189385175704956
424,0.004992554969181882,0.0003687609931830593,6.92263979,-0.00882806891531679,79.469482421875,89600,-1.4189385175704956
427,-0.0054233517900779465,0.001463334830077656,8.92040735,-0.018149401837682023,80.64137411117554,90880,-1.4189385175704956
428,0.0017142222203142615,0.001531282380256016,10.389154239999998,-0.010943880277111455,81.90706300735474,92160,-1.4189385175704956
429,-0.0007750275158061701,0.0006249815949104232,12.444052019999999,-0.014339430798577479,83.44871115684509,93440,-1.4189385175704956
432,-0.0011732203358166115,0.0024757255155236635,15.638717360000001,-0.01288687969797468,84.80655193328857,94720,-1.4189385175704956
435,0.002004924743075556,0.0004763029419336817,17.12425064,-0.011708157192672495,85.78717160224915,96000,-1.4189385175704956
436,-0.0022693129689474864,0.0003841055668090121,18.85144663,-0.016074592279820207,86.78986978530884,97280,-1.4189385175704956
437,-0.0007461699109110587,0.00044984095151789916,21.93942126,-0.014485713837074891,87.89281249046326,98560,-1.4189385175704956
440,-0.0074477065936297965,0.005047905686296872,25.277781219999998,-0.016589185785014657,88.94892477989197,99840,-1.4189385175704956
443,0.005869613000658025,0.0008271813333067257,28.037176859999995,-0.007492590543716981,90.03629851341248,101120,-1.4189385175704956
444,-0.004984672722948259,0.0025960212224163115,29.698967809999996,-0.01657803637821368,91.20175695419312,102400,-1.4189385175704956
445,-0.0031110336601648933,0.0025475857779611033,30.931342789999995,-0.014752832759885523,92.42704677581787,103680,-1.4189385175704956
447,-0.004019902009114616,0.0005922869172536593,34.624454539999995,-0.017616999969542687,93.69282698631287,104960,-1.4189385175704956
447,-0.0051718333916890985,0.0011834947677016316,34.624454539999995,-0.0181777235016692,94.74893522262573,106240,-1.4189385175704956
449,-0.00306905063624401,0.0015309192194763455,37.71701701999999,-0.015727516294449396,95.96782732009888,107520,-1.4189385175704956
450,-0.007787400452994394,0.0017457130315960967,38.82087384999999,-0.020231072299080027,97.10206413269043,108800,-1.4189385175704956
451,0.0012526980409035549,0.0009229548493294715,40.94753056,-0.012013731987448706,98.17364168167114,110080,-1.4189385175704956
453,-0.004197365728710602,0.0003753071678147535,41.56916606,-0.01801144343857758,99.62774777412415,111360,-1.4189385175704956
455,-0.0010798955524414493,0.0008072028763308481,43.764146780000004,-0.014462077553792333,101.12518858909607,112640,-1.4189385175704956
456,-0.00640778774206763,0.00030714657975750015,44.28380432,-0.020290026039991863,102.45997047424316,113920,-1.4189385175704956
457,0.0009551854301323473,0.0014682001444725756,45.456369300000006,-0.01176599930307681,103.93272733688354,115200,-1.4189385175704956
459,0.001396635959099358,0.0004646468582905072,49.117907560000006,-0.012328102060291867,105.26746964454651,116480,-1.4189385175704956
460,-0.0015651989325625405,0.00021256197351249284,50.38067726,-0.01554202183673178,106.58593463897705,117760,-1.4189385175704956
461,-0.003973377166333572,0.00010475814860910759,51.58721879000001,-0.018058003895406197,107.95839977264404,119040,-1.4189385175704956
464,-0.013456244992581426,0.004532930207460595,54.449891699999995,-0.023112699662802563,109.06134915351868,120320,-1.4189385175704956
466,-0.005728771134605414,0.0012362270508674555,55.84608748999999,-0.01868192896141969,110.21114325523376,121600,-1.4189385175704956
468,0.0025256142333986557,0.0008634972512027161,58.36177475999999,-0.01080027339308036,111.45200777053833,122880,-1.4189385175704956
470,0.005445968741370119,0.0020013095818285365,60.64813447999999,-0.006742106554483077,112.68653917312622,124160,-1.4189385175704956
472,-0.005542008355830853,0.003068390307817026,59.734020309999984,-0.016663002925695558,113.7205822467804,125440,-1.4189385175704956
472,0.0011851312770712486,7.862656025281467e-05,59.734020309999984,-0.012925627040357669,114.87691259384155,126720,-1.4189385175704956
476,-0.0013971501779718536,0.00555260840428673,61.76388582,-0.010033926651366857,116.18089175224304,128000,-1.4189385175704956
479,-0.002908372896895029,0.0005359383440008969,63.232172229999996,-0.016561819430575865,117.33739113807678,129280,-1.4189385175704956
481,0.0003412265197479678,0.0029300915039129904,65.02950451999999,-0.010918066854020773,118.44024968147278,130560,-1.4189385175704956
481,0.0007795549637464559,0.0003996293205545953,65.02950451999999,-0.013010200593380681,119.54305696487427,131840,-1.4189385175704956
484,0.0014432608698287416,0.0011601608612181735,68.43042517999999,-0.011585963146634815,120.59259915351868,133120,-1.4189385175704956
485,0.0032849660410813994,0.0013467773842421593,68.28385397999999,-0.009557641452358174,121.7641658782959,134400,-1.4189385175704956
485,-0.0018633448842942809,0.0010376085747338948,68.28385397999999,-0.015015121187242119,122.83585691452026,135680,-1.4189385175704956
490,-0.008009888803905036,0.0068085041020822246,73.21915186999999,-0.015390769579504544,124.0545666217804,136960,-1.4189385175704956
495,0.0035518617088997014,0.003141268984109047,72.91924295000001,-0.007496254184672984,125.1353280544281,138240,-1.4189385175704956
498,-0.0012872678341451639,0.004752992495923536,73.78181158999999,-0.01072366021590336,126.24464058876038,139520,-1.4189385175704956
499,-0.002363407094633411,0.0010369189189987083,74.71385148999998,-0.015515873053316436,127.36316919326782,140800,-1.4189385175704956
500,-0.0033555977172930003,9.390359321059805e-05,76.27104689,-0.017451079001764135,128.5663182735443,142080,-1.4189385175704956
505,-0.005815450046540381,0.002577210778326844,78.2828044,-0.01742762414589527,129.6537208557129,143360,-1.4189385175704956
508,-0.0007694520047921399,0.0015685087737438153,79.59396415,-0.013390328108730056,130.65002918243408,144640,-1.4189385175704956
508,-0.0017995420234812108,0.0005900341357119032,79.59396415,-0.01539889276545104,131.9724156856537,145920,-1.4189385175704956
509,-0.007449419111842029,0.003649684926131158,79.76858654,-0.0179891190633926,133.24255871772766,147200,-1.4189385175704956
515,-0.007658791992964016,0.002934240090326057,83.33237336,-0.01891393678031969,134.361083984375,148480,-1.4189385175704956
519,-0.009757131882567039,0.0008043581747188,81.48767303999999,-0.02314215858552997,135.26338148117065,149760,-1.4189385175704956
519,0.006776271787738219,5.419816966423241e-05,81.48767303999999,-0.007358914920279281,136.31943488121033,151040,-1.4189385175704956
519,-0.007601129646660557,0.0021035878596080693,81.48767303999999,-0.01968692666473422,137.66566228866577,152320,-1.4189385175704956
524,-0.005513959547112972,0.0009078181556105847,81.86715166,-0.01879552626918412,138.87291979789734,153600,-1.4189385175704956
526,-0.006012104352863586,0.00050420639990989,79.14334086,-0.01969728283063543,140.06041264533997,154880,-1.4189385175704956
528,-0.006604550270038391,0.0037377271155492053,76.80799801,-0.01705620803217092,141.26359724998474,156160,-1.4189385175704956
533,-0.006605913734792105,0.005362762108234165,76.46088143,-0.015432536504239673,142.38222980499268,157440,-1.4189385175704956
533,-0.0018465890691611172,0.0015645873609173577,76.46088143,-0.014471386585925491,143.58554816246033,158720,-1.4189385175704956
534,0.0037386275933890406,9.960239967199414e-05,77.09682946,-0.010351154884620697,144.82648634910583,160000,-1.4189385175704956
537,-0.0036798854513189106,0.0069665987030020915,75.91035963,-0.01090267162599855,145.96080470085144,161280,-1.4189385175704956
539,-0.004153099171546079,0.0015471162960238871,75.53849016000001,-0.01679536775320392,147.19521164894104,162560,-1.4189385175704956
539,0.0008078178693322602,0.00045305907372039655,75.53849016000001,-0.012928507934629074,148.5011920928955,163840,-1.4189385175704956
541,-0.005432572855619313,0.00043515826746443054,75.63081274,-0.019186799465836613,149.75777864456177,165120,-1.4189385175704956
543,-0.007530807790313904,0.0011115215311292559,75.97596505,-0.02060867113686638,150.89205813407898,166400,-1.4189385175704956
543,-0.007811973057517526,0.0005006736570294379,75.97596505,-0.02150068427816982,152.7430558204651,167680,-1.4189385175704956
544,8.902773904774194e-05,0.00011542736478986626,76.19463112999999,-0.013984929773844124,154.24724531173706,168960,-1.4189385175704956
547,0.005639465001633504,0.001053269671047019,75.48089166999999,-0.00749665020500121,155.45705890655518,170240,-1.4189385175704956
548,-0.002481195080076061,0.0002304938428778769,76.02215891999998,-0.016440086114879918,156.79165196418762,171520,-1.4189385175704956
549,-0.0034870624336011116,0.0008455260519895091,75.83622831,-0.016830921259293332,158.09531426429749,172800,-1.4189385175704956
551,-0.004893179266005659,0.0024697075668882462,76.29284249,-0.016612856576799145,159.41441559791565,174080,-1.4189385175704956
552,-0.009743745189926737,0.0005861635958126499,76.29535764,-0.02334696647179582,160.7868320941925,175360,-1.4189385175704956
553,-0.0017927135226776282,0.0012255880246812012,78.75043554,-0.01475651037567816,162.2530698776245,176640,-1.4189385175704956
555,-0.008669223441689885,0.002226056567451451,79.32036033,-0.020632551751920164,163.78216099739075,177920,-1.4189385175704956
556,-0.0027231420400578568,0.0006127360370555834,78.30144571000001,-0.016299790880684006,165.03790593147278,179200,-1.4189385175704956
558,-0.004384806927196972,0.0008078485454916517,79.00275557000002,-0.01776634325938705,166.44796919822693,180480,-1.4189385175704956
559,0.0013667921885797602,0.00022984686523841447,79.00308890000001,-0.012592745823863558,168.01451563835144,181760,-1.4189385175704956
560,-0.006631639861569152,0.0005912065239499498,79.16542827000002,-0.020229818215300933,169.4026083946228,183040,-1.4189385175704956
562,-0.0006786061614908268,0.0012719845506126148,79.03528518000002,-0.013596006488559943,170.63703656196594,184320,-1.4189385175704956
