total timesteps,mean_int_reward,ep_rew_mean,num_episodes,total_time,entropy_loss,policy_gradient_loss,total_loss,value_loss,intrinsic_loss
147456,6.033383e-13,202.40246938,15549,304.3873944282532,-0.17971000224351882,-0.004046369919143414,0.7531801233253466,0.7571968583739362,5.926974110757044e-05
155648,3.1575873e-13,216.01862916000002,15906,322.65804409980774,-0.124489535856992,-0.0032490820634978046,0.7396072690300993,0.7428267282899469,5.924560730043993e-05
163840,3.1226807e-12,216.06188914000003,16245,341.0235402584076,-0.06626094933599233,-0.008043945990584486,0.6673007271714335,0.6753104450879619,6.845614811226141e-05
172032,2.7359354e-14,222.69841366000003,16578,359.0884244441986,-0.004314392618834972,-0.0036049105901632614,0.6396539101012946,0.6432342678075657,4.910576778449638e-05
180224,2.3868516e-14,263.65199337999996,16872,377.470596075058,0.052555942256003615,-0.0030719458452699066,0.6262317412622684,0.6292527509620414,0.00010187229099400952
188416,1.8876805e-14,260.33039544,17164,395.6911680698395,0.0924535826779902,0.001374372424738262,0.6935068776138493,0.6921248664148152,1.5277548591718926e-05
196608,1.7792515e-14,239.54752072,17448,414.1716568470001,0.13738185530528427,0.009352649656110611,0.6399037471125277,0.6305339071433991,3.4380626035890316e-05
204800,1.5487459e-14,297.39404171999996,17714,431.99563336372375,0.1651674635708332,-0.004882438974690016,0.5268525772348658,0.5317278160713613,1.4400276389103794e-05
212992,1.962168e-14,253.36237490000002,18002,450.4479115009308,0.1958337699994445,0.0016390017396942646,0.5313971090901697,0.5297301719430834,5.587081478424239e-05
221184,1.8213817e-14,298.06056450000005,18265,468.30908370018005,0.21983976168558,-0.002117467235056192,0.4263303772865733,0.42844095048494635,1.3788073366249876e-05
229376,1.8553059e-14,231.18159058,18564,485.9835960865021,0.23865862358361484,-0.0014790473117278038,0.4538458807780722,0.45531794981798157,1.395654363687271e-05
237568,1.878219e-14,240.12731668,18859,504.4923105239868,0.2679110338911414,-0.003751003008599838,0.46068717255254,0.4644319283310324,1.2494460214940161e-05
245760,1.9680194e-14,258.29702278,19161,522.8389525413513,0.27325470466166735,-0.004987815015618626,0.3200971512989474,0.3250769422156736,1.6048197784845897e-05
253952,2.3543997e-14,245.98783726000002,19456,541.0722503662109,0.27762773251160977,-0.0028014907197850343,0.3186682532650421,0.32146461615920996,1.0255651234336583e-05
262144,2.780596e-14,256.09084718,19739,558.820494890213,0.2789787961170077,-0.005229321997363945,0.3071005473102698,0.3123238213127479,1.2095989771765404e-05
270336,1.9375547e-14,215.01291245999997,20051,577.2155311107635,0.29315587328746917,-0.006368012615744314,0.3527074119339758,0.35905952721950596,3.179466042828594e-05
278528,2.0506427e-14,246.23723859999998,20355,595.1134569644928,0.3078582354821265,-0.00820079390283485,0.26769820529371485,0.2758853666193318,2.726515443587374e-05
286720,2.2171672e-14,269.01320799999996,20617,613.3099775314331,0.3156083227135241,-0.010179692922720637,0.25743758791871235,0.26761651163105854,1.5384207488366996e-06
294912,2.5969337e-14,308.9915605,20858,631.714516878128,0.33500379966571925,-0.0020232797798583496,0.38248570471217463,0.38450618978822604,5.5894076139040296e-06
303104,3.580285e-14,380.1618270800001,21066,649.6584613323212,0.3542782712727785,0.0003568523596908839,0.4310664979539669,0.43068677636329084,4.573846197035714e-05
311296,2.4837449e-14,407.71737506000005,21245,667.6569623947144,0.38911394607275723,0.0015040832357237695,0.5744894275637721,0.5729772108024918,1.6267051113194598e-05
319488,2.1691826e-14,507.09029354000006,21402,685.8576335906982,0.42464722516015174,0.006064298897030788,0.6579868335221065,0.6519150163047016,1.503664074831157e-05
327680,2.0371915e-14,551.26875608,21548,704.2445287704468,0.450743472808972,0.008985560222992536,0.5942545036724696,0.5852618165314197,1.4253836114530571e-05
