total timesteps,mean_int_reward,ep_rew_mean,total_time,num_episodes,value_loss,total_loss,entropy_loss,policy_gradient_loss,intrinsic_loss
8192,0.01635591,42.91056892,3.197591781616211,1560,,,,,
16384,0.13367851,48.33540658,16.39539337158203,3080,4.03910746332258,5.219132019508029,-1.3999539360404014,-0.00783706586888507,2.3757232441086673
24576,0.004221917,51.817142479999994,29.57358479499817,4518,2.144787219259888,4.7912253621008745,-1.3419228722341359,-0.022666825822318444,5.33820993732661
32768,1.73298e-05,63.04515695999999,42.15940070152283,5819,1.1905535563826561,1.168497884553327,-1.2770007749088108,-0.028530854317031208,0.012950364975404227
40960,5.7299667e-06,62.481076939999994,56.045045375823975,6950,1.0232731546275318,0.9899909838479939,-1.1908611360006034,-0.03362305414023332,0.0006817667213908863
49152,0.00044176844,75.15849562,69.07919478416443,7954,1.022832793253474,0.9907771412886615,-1.0922840709798038,-0.032234357366839536,0.00035741080405387037
57344,1.1730744e-08,85.3625714,81.82482743263245,8814,1.0198508800240234,0.9905051574201369,-1.0016623236238957,-0.029441875802737105,0.00019230639770171365
65536,1.2105005e-08,93.03181531999999,94.61370182037354,9592,0.992983931535855,0.9680527180078979,-0.9074294424150139,-0.025036148532548062,0.00020987000918211153
73728,1.315013e-08,100.33080966000001,107.07648468017578,10314,0.987505804002285,0.9705145095912148,-0.8103004120755941,-0.017033962300747118,8.533577935381232e-05
81920,2.2089075e-08,120.86162769999999,120.20263719558716,10967,0.8822822221321985,0.8678476739381097,-0.72031150595285,-0.014464962303986745,6.0828219795894255e-05
90112,1.31450975e-08,111.81070147999999,133.20384645462036,11582,0.9168265792541206,0.9016487985545204,-0.6436429688706994,-0.015204228721127495,5.289604305467321e-05
98304,1.3736962e-08,135.24940696,145.87222456932068,12132,0.8496696776943281,0.8340204865994906,-0.5647875764872878,-0.01566966017664822,4.0938163621362376e-05
106496,1.6703213e-08,143.21631196,159.1366081237793,12657,0.8882350467611104,0.8744320836840249,-0.4908514187671244,-0.013816672947032205,2.7419739893375093e-05
114688,3.1467216e-08,162.07849552,171.72322750091553,13141,0.7829249112401158,0.767480187893214,-0.42530693458393215,-0.015460012746877513,3.057879995154167e-05
122880,3.7676898e-08,167.90100987999998,184.05517745018005,13614,0.7547863717656582,0.7397565530966286,-0.37809417098760606,-0.015044860126989298,3.008291591921619e-05
131072,1.1583275e-08,170.69003286,196.68515467643738,14041,0.7443237819476053,0.7296518809563389,-0.3243716641329229,-0.014682032773044713,2.026356355671055e-05
139264,1.1233187e-08,214.80122270000004,210.07398915290833,14413,0.7472994162002579,0.7310958593290292,-0.257501473557204,-0.01621415291089842,2.1192079339549253e-05
147456,2.0244842e-08,207.34114199999996,222.8520212173462,14777,0.7214634753065183,0.7132118201697573,-0.2009357781149447,-0.00826286026907377,2.2410264625349896e-05
155648,9.6846e-09,246.83029512000002,236.52357506752014,15119,0.6919758855598047,0.6818569796481013,-0.15270740240812303,-0.01012549908314882,1.3186342890847413e-05
163840,1.9158765e-08,275.77319834,249.75977039337158,15408,0.6452698223409243,0.6316120684047375,-0.09293291084468365,-0.013666377671652966,1.7247470932435503e-05
172032,6.7765598e-09,293.17356236,262.35095858573914,15672,0.7127818146720528,0.7017830393987363,-0.03178840233013034,-0.011004691597345694,1.1832648058351936e-05
180224,7.52073e-09,307.0375143,275.44833421707153,15905,0.6150381536805071,0.6119158551634175,0.024967407621443272,-0.003128998586031841,1.3400137884378439e-05
188416,4.2585997e-09,336.82158064000004,287.7507743835449,16115,0.6662839170428925,0.660592126871012,0.07525442549958825,-0.00569888070158506,1.4181059409157371e-05
196608,3.66511e-09,364.68990613999995,300.63895988464355,16323,0.705770296161063,0.7035547827517392,0.10846114717423916,-0.002220625096536426,1.0223374425066822e-05
