mean_int_reward,total_time,total timesteps,num_episodes,ep_rew_mean,entropy_loss,total_loss,policy_gradient_loss,value_loss,intrinsic_loss
8.7547803e-17,1495.810945034027,720896,19542,5568.94097604,0.8375386294908822,1.4260904547231075,0.0034783620521041865,1.4226120330044068,1.1933319298516876e-07
3.2098745e-16,1512.3112452030182,729088,19556,6403.362057220001,0.8322898060083389,1.4738759095963085,0.0051950612031615466,1.4686807635152945,1.6975570524199736e-07
2.1839626e-15,1528.540459394455,737280,19584,4360.267154980001,0.8337645250372588,1.5178303755660987,0.004767085837978547,1.5130632067623082,1.659316237803514e-07
6.8993597e-16,1545.3091759681702,745472,19594,4158.93112282,0.8427324664779008,1.8691849208819569,0.003899545239161706,1.8652853147592396,1.2176711078320384e-07
5.5316016e-16,1561.330599308014,753664,19603,4875.5718553199995,0.8514698712155223,1.2434466262622332,0.006286314808805873,1.2371602675702889,8.776627725692876e-08
2.377747e-16,1577.5605974197388,761856,19613,5622.926375120001,0.8568231511861086,1.4063558647918057,0.00039434196727531625,1.4059614479338052,1.4978145066058684e-07
5.0913026e-17,1594.0331046581268,770048,19623,6732.296509080001,0.8751202343031764,1.6151698612496552,0.002145382451646831,1.6130244265601505,1.0447571553067261e-07
3.8457257e-16,1610.3650243282318,778240,19637,7097.465286339999,0.8791647607460618,1.5838517825447989,0.004749643740456269,1.579102121735923,3.413683925344163e-08
8.0159605e-17,1627.0192234516144,786432,19649,6819.537385140001,0.8815244209952653,1.3870310635857765,0.0052381551474496,1.3817928357515483,1.453735568717699e-07
5.5885624e-16,1643.7562794685364,794624,19660,6458.7324702000005,0.8944358174689114,1.6982936418831387,0.003161535677698453,1.6951320989406669,1.4529546272623162e-08
1.8187662e-16,1660.424637556076,802816,19676,5847.41473898,0.9161404024809598,1.4428605189911057,0.004572919562602928,1.4382875590701587,8.071668800388887e-08
3.208166e-16,1676.5254166126251,811008,19688,5981.129242100001,0.9369931819848716,1.9041156536318535,0.005114989539351751,1.8990006433101372,4.156472933228663e-08
1.2872765e-16,1693.206791639328,819200,19699,6055.3398672,0.948442065063864,1.5669560020183164,0.006090539448330143,1.5608654615527484,2.0344756516252793e-09
5.1887523e-16,1710.2891070842743,827392,19711,5876.53960742,0.9699260218068957,1.7462539016499483,0.0064778532006308205,1.7397759523242713,1.922500933438081e-07
7.149516e-17,1727.3765091896057,835584,19724,6302.6249495600005,0.9983074072282762,1.581410754783264,0.0052078125921286205,1.5762029396370054,5.108260071927731e-09
5.2424646e-17,1744.1876826286316,843776,19733,6839.517515240001,1.010622139647603,1.8800615961396425,0.005312584494844706,1.874748989159707,4.4970181657330317e-08
2.936191e-15,1760.2747268676758,851968,19744,6788.5902749199995,1.011475424654782,1.3046093650543251,0.0032621770192760814,1.3013471849320921,6.205913520752762e-09
2.6261367e-16,1776.6734433174133,860160,19753,7132.214007720001,1.0171617647632956,1.7653145806292911,0.002197835138480427,1.763116745185107,6.114076026361844e-10
1.6828493e-16,1793.356709241867,868352,19763,7274.319602699999,1.0341622408479452,1.5298482048025757,0.004619992609258548,1.5252282078610733,8.664487660509735e-09
6.0361963e-17,1810.0780375003815,876544,19771,7965.84722546,1.051856310106814,1.566558531253323,0.008332651817164369,1.5582258786685999,1.5351175407264786e-09
2.3654136e-17,1826.4663107395172,884736,19780,7963.694774539999,1.0564445408061147,1.4375751906009158,0.0008630034938309845,1.436712183241616,7.730937147681886e-09
1.5439124e-16,1842.8339698314667,892928,19790,8168.22633916,1.0497587140649558,1.4756014813254132,0.00029814897773926626,1.475303328645532,7.404283796329236e-09
4.9053097e-16,1859.2964968681335,901120,19804,7436.4379764000005,1.053932612389326,1.7276529478418148,0.006328191215567674,1.721324692273629,1.2870523640903483e-07
2.154112e-17,1875.3845727443695,909312,19814,7431.595341339999,1.0305772362276913,1.8660942330565242,0.00215472086024504,1.8639395118458197,7.009189774214667e-10
1.3906619e-16,1891.3043420314789,917504,19825,6896.189922979999,1.0095508566126228,1.4506589791765196,0.0028201536900233914,1.4478388253133745,3.4624382603596727e-10
3.6539195e-17,1907.8519158363342,925696,19836,7224.271362819999,1.0010745959356426,1.8291256305616728,0.009981459752567807,1.819144156621769,2.8374671238651422e-08
3.1797537e-16,1924.2186832427979,933888,19844,7229.93838498,0.9978023613803089,1.898160053083619,0.006929219955517915,1.8912308330269298,2.023423568183868e-10
4.802881e-16,1940.4227693080902,942080,19855,7506.62382632,1.0154311399906875,1.2850884533770495,0.004932398228391523,1.2801560446809161,2.0935483377850036e-08
1.7544319e-17,1958.2819652557373,950272,19864,7550.93468168,1.0213166328147054,1.6521437032173132,0.004808191353927668,1.6473355095789883,4.568794609221345e-09
1.2106746e-15,1977.0411465168,958464,19873,7767.51368422,1.0091792054474353,1.4604056183096186,0.006274713190247481,1.4541309050284326,1.8187664343807527e-10
2.7687633e-16,1993.1563341617584,966656,19883,7897.164984700001,0.9954987672157586,1.6947003041919486,0.005081674488163957,1.6896186289231991,1.5611716068436924e-09
9.949242e-16,2009.9240942001343,974848,19891,8071.0139795000005,1.006429005600512,1.6187993541987886,0.004638800905105251,1.6141605528624496,8.624671788936265e-10
2.0537768e-16,2026.5105752944946,983040,19904,7888.650875220001,1.0242317590862513,1.4904363638123679,0.001495366392125282,1.488940996999736,8.410133378404359e-10
1.4795216e-16,2042.704868555069,991232,19914,7709.988764360001,1.0253123797476291,1.957254894779964,0.0015933927690731397,1.9556614999630255,4.095730829614627e-09
1.9550415e-17,2059.511117219925,999424,19923,7797.19217422,1.0395636396482586,1.510614345455478,0.004360623838017672,1.5062537169578718,9.319176761497187e-09
2.3692388e-15,2075.885314464569,1007616,19934,7571.144356860002,1.0526400107890368,1.670585426577884,0.00028258886890314357,1.6703028376417932,1.343746884799996e-10
